0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
1137	16243 62322	   	149.02	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5aVULN|6LEGI|7ZMB|8RCR|9CGEN
1138	16246 22322	   	149.02	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5LEGI|6aVULN|7ZMB|8RCR|9CGEN
1139	16243 52332	   	149.02	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5aVULN|6BEXP|7ZMB|8RCR|9ERES
1140	23364 43337	   	149.00	DCR|2VULN|1AART|2CDMG|2RCVC	1aDUST|27RCVC|3FEWX|4MBVNT|5AART|6aVULN|8RCR|9aCDMG|aBPWR
1141	11611 43231	   	149.00	ACR|3DMG|1VULN|1ZMB	1LIT|2LHND|3RCR|49aDMG|5DUST|6VULN|7ZMB|8CGEN
1142	12613 11536	   	149.00	ACR|3VULN|1DMG|1ZMB	17LIT|2DUST|3RCR|4DMG|58aVULN|6BELT|9ZMB
1143	12613 12336	   	149.00	ACR|3VULN|1DMG|1ZMB	18LIT|2DUST|3RCR|4DMG|57aVULN|6BELT|9ZMB
1144	12613 12533	   	149.00	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9ZMB|aCGEN
1145	12613 23362	   	149.00	ACR|3VULN|1DMG|1ZMB	16LIT|2DUST|3RCR|4DMG|58aVULN|7ZMB|9RPLT
1146	12613 43312	   	149.00	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9LWND|aBEXP
1147	12613 43361	   	149.00	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9RPLT|aBELT
1148	12613 43363	   	149.00	ACR|3VULN|1DMG|1ZMB	1aLIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9RPLT
1149	12613 63231	   	149.00	ACR|3DMG|1VULN|1ZMB	1LIT|2DUST|3RCR|49aDMG|5VULN|6LWND|7ZMB|8CGEN
1150	12616 43231	   	149.00	ACR|3DMG|1VULN|1ZMB	1LIT|2DUST|3RCR|49aDMG|5LHND|6VULN|7ZMB|8CGEN
1151	14611 43231	   	149.00	ACR|3DMG|1VULN|1ZMB	1LIT|2BEXP|3RCR|49aDMG|5DUST|6VULN|7ZMB|8CGEN
1152	15611 43231	   	149.00	ACR|3DMG|1VULN|1ZMB	1LIT|2FEWX|3RCR|49aDMG|5DUST|6VULN|7ZMB|8CGEN
1153	23462 32644	   	148.98	DCR|2AART|1VULN|1CDMG|1ZMB	1DUST|2RCVC|3VULN|4MBVNT|5LWND|6RCR|78AART|9ZMB|aCDMG
1154	12663 62111	   	148.97	ACR|2VULN|1AART|1CDMG|1ASPD	1LIT|28DUST|3RCR|4CDMG|5AART|6aVULN|7ASPD|9RPLT
1155	11663 52133	   	148.97	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|2LHND|3RCR|4CDMG|5AART|6ERES|7TLV|89VULN|aDUR
1156	24615 33312	   	148.97	DCR|4VULN|1CDMG|1ZMB	1DUST|2ZMB|3CGEN|4CDMG|568aVULN|7MBVNT|9RCR
1157	11611 44322	   	148.95	ACR|2DMG|1AART|1VULN	1LIT|2LHND|3RCR|49DMG|5DUST|6VULN|7RCVC|8AART|aBEXP
1158	11611 44333	   	148.95	ACR|2VULN|1AART|1DMG	1LIT|2LHND|3RCR|4DMG|5DUST|6aVULN|7RCVC|8AART|9LWND
1159	11633 24321	   	148.95	ACR|2VULN|1AART|1DMG	1LIT|2LHND|3RCR|4DUST|5aVULN|6CGEN|7RCVC|8AART|9DMG
1160	11633 44321	   	148.95	ACR|2VULN|1AART|1DMG	1LIT|2LHND|3RCR|4DUST|5aVULN|6MLV|7RCVC|8AART|9DMG
1161	12613 64322	   	148.95	ACR|2DMG|1AART|1VULN	1LIT|2DUST|3RCR|49DMG|5VULN|6LWND|7RCVC|8AART|aBEXP
1162	24511 22131	   	148.94	ACR|2DMG|1AART|1CDMG|1ZMB	1DUST|2ZMB|3LWND|4LEGI|5RCR|6aDMG|7AART|8RCVC|9CDMG
1163	11643 62231	   	148.93	ACR|2VULN|1AART|1CDMG|1ASPD|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6aVULN|7ASPD|8CDMG|9BEXP
1164	16243 62332	   	148.92	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5aVULN|6LEGI|7ZMB|8RCR|9ERES
1165	16246 22332	   	148.92	DCR|2VULN|1AART|1CDMG|1ZMB	1LIT|2CDMG|3AART|4LSRHEA|5LEGI|6aVULN|7ZMB|8RCR|9ERES
1166	11663 21211	   	148.90	ACR|1AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|2LHND|3RCR|48CDMG|5AART|6ZMB|7DUR|9RPLT|aVULN
1167	14663 21211	   	148.90	ACR|1AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|2BEXP|3RCR|48CDMG|5AART|6ZMB|7DUR|9RPLT|aVULN
1168	15663 21211	   	148.90	ACR|1AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|2FEWX|3RCR|48CDMG|5AART|6ZMB|7DUR|9RPLT|aVULN
1169	12612 43231	   	148.90	ACR|3DMG|1VULN|1ZMB	1LIT|2DUST|3RCR|49aDMG|5LEGI|6VULN|7ZMB|8CGEN
1170	12613 12532	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9ZMB|aERES
1171	12613 12535	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9ZMB|aMBVNT
1172	12613 23356	   	148.90	ACR|3VULN|1DMG|1ZMB	16LIT|2DUST|3RCR|4DMG|58aVULN|7ZMB|9ERES
1173	12613 43311	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2aDUST|3RCR|4DMG|568VULN|7ZMB|9LWND
1174	12613 43315	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9LWND|aERES
1175	12613 43316	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9LWND|aMBVNT
1176	12613 43351	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9ERES|aLWND
1177	12613 43353	   	148.90	ACR|3VULN|1DMG|1ZMB	1LIT|2DUST|3RCR|4DMG|568VULN|7ZMB|9ERES|aRPLT
1178	24136 21721	   	148.87	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	1DUST|2ZMB|37DUR|4MBVNT|5AART|6LIT|8RCR|9DMG|aVULN
1179	24611 36332	   	148.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3CGEN|4CDMG|5DUR|69VULN|7AART|8FEWX|aRCR
1180	12612 44322	   	148.85	ACR|2DMG|1AART|1VULN	1LIT|2DUST|3RCR|49DMG|5LEGI|6VULN|7RCVC|8AART|aBEXP
1181	12612 44333	   	148.85	ACR|2VULN|1AART|1DMG	1LIT|2DUST|3RCR|4DMG|5LEGI|6aVULN|7RCVC|8AART|9LWND
1182	11611 44321	   	148.85	ACR|2DMG|1AART|1VULN	1LIT|2LHND|3RCR|49DMG|5aDUST|6VULN|7RCVC|8AART
1183	11611 44323	   	148.85	ACR|2DMG|1AART|1VULN	1LIT|2LHND|3RCR|49DMG|5DUST|6VULN|7RCVC|8AART|aERES
1184	12613 64321	   	148.85	ACR|2DMG|1AART|1VULN	1LIT|2aDUST|3RCR|49DMG|5VULN|6LWND|7RCVC|8AART
1185	12613 64323	   	148.85	ACR|2DMG|1AART|1VULN	1LIT|2DUST|3RCR|49DMG|5VULN|6LWND|7RCVC|8AART|aERES
1186	11612 23563	   	148.84	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7BEXP|8MLV|aVULN
1187	11643 62211	   	148.83	ACR|2VULN|1AART|1CDMG|1ASPD|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6aVULN|7ASPD|8CDMG|9MBVNT
1188	15612 23352	   	148.80	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4DMG|5ASPD|6VULN|7ZMB|8AART|9RCVC|aLWND
1189	11612 13353	   	148.80	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6FEWX|7ZMB|8AART|9RCVC|aVULN
1190	11612 51353	   	148.80	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6ZMB|7FEWX|8AART|9RCVC|aVULN
1191	11612 52353	   	148.80	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6ZMB|7BEXP|8AART|9RCVC|aVULN
1192	12663 33315	   	148.80	ACR|1AART|2CDMG|1VULN|1ZMB|1ASPD	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7VULN|8LHND|9ASPD|aZMB
1193	12613 43352	   	148.80	ACR|3VULN|1DMG|1ZMB	1LIT|2aDUST|3RCR|4DMG|568VULN|7ZMB|9ERES
1194	24138 31721	   	148.80	DCR|2VULN|1AART|2DUR|1ZMB	1DUST|2ZMB|37DUR|4MBVNT|5RPLT|6RCR|8aVULN|9AART
1195	24141 31721	   	148.80	DCR|2VULN|1AART|2DUR|1ZMB	1DUST|2ZMB|37DUR|4RPLT|5MBVNT|6RCR|8aVULN|9AART
1196	31255 43332	   	148.79	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2DLOT|3aDUR|4LWND|5RCR|6AART|7ZMB|8VULN|9DMG
1197	31265 43332	   	148.79	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2DLOT|3aDUR|4LHND|5RCR|6AART|7ZMB|8VULN|9DMG
1198	25112 62632	   	148.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2DUR|3CGEN|4LEGI|58VULN|6ZMB|7AART|9CDMG|aRCR
1199	26112 62632	   	148.75	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2CGEN|3DUR|4LEGI|58VULN|6ZMB|7AART|9CDMG|aRCR
1200	12612 44321	   	148.75	ACR|2DMG|1AART|1VULN	1LIT|2aDUST|3RCR|49DMG|5LEGI|6VULN|7RCVC|8AART
1201	12612 44323	   	148.75	ACR|2DMG|1AART|1VULN	1LIT|2DUST|3RCR|49DMG|5LEGI|6VULN|7RCVC|8AART|aERES
1202	11612 22522	   	148.74	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7ERES|8VULN|aLWND
1203	11612 24124	   	148.74	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6aAART|7VULN|8BELT|9MBVNT
1204	11612 26424	   	148.74	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6aAART|7BELT|8VULN|9MBVNT
1205	11612 23263	   	148.74	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7BEXP|8ERES|aVULN
1206	23412 26112	   	148.73	DCR|2VULN|1AART|2CDMG	1DUST|2RCVC|38VULN|45CDMG|6RCR|7RPLT|9LHND|aAART
1207	16423 23142	   	148.73	DCR|3VULN|1DMG|1CDMG	19LIT|2CDMG|39DUST|4ERES|5MBVNT|6DMG|7RCR|89aVULN|9BPWR
1208	15612 23351	   	148.70	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2FEWX|3RCR|4DMG|5ASPD|6VULN|7ZMB|8AART|9RCVC|aDUST
1209	33151 65231	   	148.70	ACR|1AART|1VULN|3DUR|1CDMG|1ZMB	1RMIN|2LHND|379DUR|4RCR|5ZMB|6AART|8CDMG|aVULN
1210	21432 32561	   	148.69	DCR|2AART|1VULN|1DMG|1ZMB	15DUST|2LHND|3RPLT|49AART|6DMG|7VULN|8RCR|aZMB
1211	32551 43321	   	148.66	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RMIN|2DUR|3LWND|4RCR|5ZMB|6ASPD|7RPLT|8aVULN|9AART
1212	33151 43621	   	148.66	ACR|2VULN|1AART|1ZMB|1ASPD|1DUR	1RMIN|2LHND|3DUR|4RCR|5ZMB|6ASPD|7RPLT|8aVULN|9AART
1213	33251 62332	 * 	148.65	ACR|2DMG|1VULN|2ZMB|1FLTHEA	1RMIN|29LHND|3FEWX|4RCR|59ZMB|6ERES|7VULN|89DMG|9BPWR|aFLTHEA
1214	33351 62332	   	148.65	ACR|2DMG|1VULN|2ZMB|1FLTHEA	1RMIN|29LHND|3BEXP|4RCR|59ZMB|6ERES|7VULN|89DMG|9BPWR|aFLTHEA
1215	62212 14622	   	148.64	DCR|2VULN|1AART|1CDMG|2DUR	13DUR|2LSRICY|4aVULN|5CDMG|6AART|7LIT|8RCR|9FEWX
1216	14663 32111	   	148.64	ACR|2VULN|1AART|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|7RMIN|8aVULN|9RPLT
1217	14663 33331	   	148.64	ACR|2VULN|1AART|2CDMG	1aLIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND
1218	14663 33332	   	148.64	ACR|2VULN|1AART|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aRMIN
1219	15663 32111	   	148.64	ACR|2VULN|1AART|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|7RMIN|8aVULN|9RPLT
1220	15663 33331	   	148.64	ACR|2VULN|1AART|2CDMG	1aLIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND
1221	15663 33332	   	148.64	ACR|2VULN|1AART|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aRMIN
1222	11612 22521	   	148.64	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7ERES|8VULN|aDUST
1223	11612 22526	   	148.64	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|69AART|7aERES|8VULN
1224	33252 23131	   	148.63	ACR|2VULN|2DMG|1ZMB	1RMIN|2LHND|3FEWX|4RCR|58VULN|6LIT|7ZMB|9aDMG
1225	33352 23131	   	148.63	ACR|2VULN|2DMG|1ZMB	1RMIN|2LHND|3BEXP|4RCR|58VULN|6LIT|7ZMB|9aDMG
1226	32123 25432	   	148.62	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1RMIN|23DUR|48ASPD|5DMG|6AART|7BEXP|9RCR|aVULN
1227	64122 42232	   	148.62	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	139DUR|2ZMB|4ASPD|5AART|6CDMG|7BEXP|8VULN|aRCR
1228	64122 12232	   	148.62	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	136DUR|2ZMB|4ASPD|5AART|7CDMG|8VULN|9FEWX|aRCR
1229	64122 12242	   	148.62	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	136DUR|2ZMB|4ASPD|5AART|7CDMG|8VULN|9BEXP|aRCR
1230	64122 12422	   	148.62	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	136DUR|2ZMB|4ASPD|5AART|7CDMG|8LHND|9VULN|aRCR
1231	21656 21323	 * 	148.57	ACR|3DMG|1AART|1DUR	1aDUST|2LHND|3aERES|4RCR|5AART|6LIT|7DUR|89aDMG|aBPWR
1232	11621 24211	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	1aLIT|25LHND|3RCR|4DUR|6AART|78VULN|9CDMG
1233	11621 24212	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9CDMG|aRMIN
1234	11621 24216	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9CDMG|aLWND
1235	11624 24211	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	15aLIT|2LHND|3RCR|4DUR|6AART|78VULN|9CDMG
1236	11624 24212	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	15LIT|2LHND|3RCR|4DUR|6AART|78VULN|9CDMG|aRMIN
1237	11651 24213	   	148.57	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|25LHND|3RCR|4LWND|6AART|78VULN|9CDMG|aDUR
1238	11663 34131	   	148.54	ACR|2VULN|1AART|2CDMG	1aLIT|26LHND|3RCR|46CDMG|5AART|6BPWR|7DUST|89VULN
1239	11663 34132	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26LHND|3RCR|46CDMG|5AART|6BPWR|7DUST|89VULN|aRMIN
1240	11663 61132	   	148.54	ACR|2VULN|1AART|2CDMG	17LIT|2aLHND|3RCR|49CDMG|5AART|68VULN
1241	11663 61133	   	148.54	ACR|2VULN|1AART|2CDMG	17LIT|2LHND|3RCR|49CDMG|5AART|68VULN|aLWND
1242	12663 43322	   	148.54	ACR|2DMG|1AART|2CDMG	1aLIT|2DUST|3RCR|4aCDMG|5AART|6BEXP|7RPLT|8ERES|9aDMG|aBPWR
1243	14663 33113	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aDUST
1244	14663 33123	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aDUST
1245	14663 33231	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26BEXP|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9ERES
1246	15663 33113	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aDUST
1247	15663 33123	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aDUST
1248	15663 33231	   	148.54	ACR|2VULN|1AART|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9ERES
1249	24111 21531	   	148.53	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4LHND|5RCR|68AART|7RMIN|9CDMG|aDMG
1250	24111 21534	   	148.53	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4LHND|5RCR|68AART|7RMIN|9CDMG|aVULN
1251	65113 21311	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aRPLT
1252	65113 21312	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aRMIN
1253	65113 21313	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aBEXP
1254	65113 21314	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aLIT
1255	65113 21316	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|678VULN|9ZMB|aLWND
1256	65413 11311	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|378VULN|4CDMG|5RCR|6FEWX|9ZMB|aRPLT
1257	65413 11312	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|378VULN|4CDMG|5RCR|6FEWX|9ZMB|aRMIN
1258	65413 11313	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|378VULN|4CDMG|5RCR|6FEWX|9ZMB|aBEXP
1259	65413 31311	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7BEXP|9ZMB|aRPLT
1260	65413 31312	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7BEXP|9ZMB|aRMIN
1261	65413 31313	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7BEXP|9ZMB|aFEWX
1262	65513 21311	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3BEXP|4CDMG|5RCR|678VULN|9ZMB|aRPLT
1263	65513 21312	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3BEXP|4CDMG|5RCR|678VULN|9ZMB|aRMIN
1264	65513 21313	   	148.53	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3BEXP|4CDMG|5RCR|678VULN|9ZMB|aFEWX
1265	64122 12212	   	148.52	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	136DUR|2ZMB|4ASPD|5AART|7CDMG|8VULN|9DUST|aRCR
1266	14643 33221	   	148.50	ACR|2VULN|1AART|1DMG|1SELL	16LIT|26BEXP|3RCR|4SELL|5AART|6BPWR|7aVULN|8RPLT|9DMG
1267	15643 33221	   	148.50	ACR|2VULN|1AART|1DMG|1SELL	16LIT|26FEWX|3RCR|4SELL|5AART|6BPWR|7aVULN|8RPLT|9DMG
1268	24612 21312	   	148.48	DCR|3VULN|2CDMG|1ZMB	1DUST|2ZMB|3CGEN|45CDMG|6RCR|7BEXP|89aVULN
1269	11613 21525	   	148.47	ACR|2DMG|1AART|1CDMG|1DUR	1LIT|2LHND|3RCR|49DMG|5MLV|6AART|7LEGI|8DUR|aCDMG
1270	11621 24215	   	148.47	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|25LHND|3RCR|4DUR|6AART|78VULN|9CDMG|aERES
1271	11631 24213	   	148.47	ACR|2VULN|1AART|1CDMG|1DUR	1LIT|25LHND|3RCR|4DUST|6AART|78VULN|9CDMG|aDUR
1272	11634 24213	   	148.47	ACR|2VULN|1AART|1CDMG|1DUR	15LIT|2LHND|3RCR|4DUST|6AART|78VULN|9CDMG|aDUR
1273	32452 33512	 * 	148.45	ACR|3VULN|1CDMG|2DUR|1ASPD	1RMIN|26DUR|3LHND|4RCR|59aVULN|7ASPD|8CDMG
1274	32552 33512	   	148.45	ACR|3VULN|1CDMG|2DUR|1ASPD	1RMIN|26DUR|3LWND|4RCR|59aVULN|7ASPD|8CDMG
1275	33152 33512	   	148.45	ACR|3VULN|1CDMG|2DUR|1ASPD	1RMIN|2LHND|36DUR|4RCR|59aVULN|7ASPD|8CDMG
1276	12663 32111	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7RMIN|8aVULN|9RPLT
1277	12663 33113	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9MLV|aBEXP
1278	12663 33123	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9CGEN|aBEXP
1279	12663 33141	   	148.44	ACR|2VULN|1AART|2CDMG	1aLIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9LWND
1280	12663 33142	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9LWND|aRMIN
1281	12663 33152	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|78VULN|9RPLT|aLWND
1282	12663 33251	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7aVULN|8RPLT|9MLV
1283	12663 33331	   	148.44	ACR|2VULN|1AART|2CDMG	1aLIT|26DUST|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND
1284	12663 33332	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aRMIN
1285	12663 33336	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|79VULN|8LHND|aLWND
1286	12663 35131	   	148.44	ACR|2VULN|1AART|2CDMG	1aLIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7BEXP|89VULN
1287	12663 35132	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7BEXP|89VULN|aRMIN
1288	12663 36131	   	148.44	ACR|2VULN|1AART|2CDMG	1aLIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7LWND|89VULN
1289	12663 36132	   	148.44	ACR|2VULN|1AART|2CDMG	1LIT|26DUST|3RCR|46CDMG|5AART|6BPWR|7LWND|89VULN|aRMIN
1290	12663 61132	   	148.44	ACR|2VULN|1AART|2CDMG	17LIT|2DUST|3RCR|49CDMG|5AART|68VULN|aLHND
1291	24111 25531	   	148.43	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4LHND|5RCR|68AART|7ERES|9CDMG|aDMG
1292	65413 32311	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7DUST|9ZMB|aRPLT
1293	65413 32312	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7DUST|9ZMB|aRMIN
1294	65413 32313	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|368VULN|4CDMG|5RCR|7DUST|9ZMB|aFEWX
1295	65613 21311	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3DUST|4CDMG|5RCR|678VULN|9ZMB|aRPLT
1296	65613 21312	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3DUST|4CDMG|5RCR|678VULN|9ZMB|aRMIN
1297	65613 21313	   	148.43	ACR|3VULN|1CDMG|1ZMB|1DUR	1DUR|2RCVC|3DUST|4CDMG|5RCR|678VULN|9ZMB|aFEWX
1298	16211 23515	   	148.42	DCR|1AART|1VULN|2CDMG|1ASPD|1DUR	1LIT|2aCDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8VULN|9ASPD
1299	11643 61221	   	148.40	ACR|2VULN|1AART|1DMG|1SELL	17LIT|2LHND|3RCR|4SELL|5AART|6aVULN|8RPLT|9DMG
1300	11612 21423	   	148.40	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|27LHND|3RCR|4DMG|5ASPD|6AART|8ZMB|9FEWX|aVULN
1301	11612 21441	   	148.40	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|279LHND|3RCR|4DMG|5ASPD|6AART|8ZMB|aVULN
1302	11612 23351	   	148.40	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LIT|2LHND|3RCR|4DMG|5ASPD|6AART|7BEXP|8VULN|9ZMB|aFEWX
