0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
1152	21362 26243	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|79DMG|8DUR|aBEXP
1153	11322 24336	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7MLV|9ZMB|aDUR
1154	11322 26521	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8BELT|9ZMB|aASPD
1155	21362 21166	   	154.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|89VULN|aDUR
1156	21362 26323	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aBEXP
1157	21362 26325	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aRMIN
1158	21362 26326	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aDMSP
1159	21362 26361	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9FEWX|aDUR
1160	33613 14235	 * 	154.67	DCR|3VULN|1DMG|2ZMB|1DUR	1MLV|2NUKE|36ZMB|4RPLT|569VULN|6BPWR|7DUR|8RCR|aDMG
1161	63243 25114	   	154.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	14RPLT|2ZMB|3DUR|56VULN|7DMG|8AART|9MBVNT|aRCR
1162	32431 41332	   	154.64	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aLWND
1163	41131 61332	   	154.64	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aLWND
1164	41131 61336	   	154.64	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aBEXP
1165	41131 41335	   	154.64	ACR|2VULN|2DMG|1CDMG|1SELL	18aERES|2RCVC|38VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL
1166	42235 13522	   	154.64	ACR|4VULN|1AART	1ERES|2689VULN|3FEWX|4RCR|5BEXP|7AART|aMGNSTR
1167	64316 32312	   	154.62	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2AART|3FEWX|4aVULN|5CDMG|6RCR|7ZMB|8MLV|9RMIN
1168	31131 11561	   	154.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLWND
1169	31131 11563	   	154.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLHND
1170	31131 11565	   	154.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aMLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART
1171	31223 66314	   	154.60	DCR|2VULN|1AART|1DMG	1MLV|29RCVC|3AART|4FEWX|5LWND|6RCR|78VULN|aDMG
1172	11312 26311	   	154.59	ACR|2DMG|2AART|2CDMG	18LSRREG|27DMG|38CDMG|48LWND|5RCR|69AART|8BPWR|aLIT
1173	11312 26312	   	154.59	ACR|2DMG|2AART|2CDMG	18LSRREG|27DMG|38CDMG|48LWND|5RCR|69AART|8BPWR|aCGEN
1174	11312 26314	   	154.59	ACR|2DMG|2AART|2CDMG	18LSRREG|27DMG|38CDMG|48aLWND|5RCR|69AART|8BPWR
1175	11312 26336	   	154.59	ACR|2DMG|2AART|2CDMG	18LSRREG|27DMG|38CDMG|48LWND|5RCR|6aAART|8BPWR|9MLV
1176	32431 11265	   	154.58	ACR|2VULN|2DMG|1CDMG	1MLV|29VULN|3RCVC|4RCR|5CDMG|6RMIN|7aDMG|8DUST
1177	42431 41321	   	154.58	ACR|2VULN|2DMG|1CDMG	18ERES|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LWND|aTLV
1178	42431 61323	   	154.58	ACR|2VULN|2DMG|1CDMG	18ERES|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LWND|aLHND
1179	11443 21314	   	154.58	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3RMIN|4CDMG|5AART|6aVULN|7BELT|8BEXP|9RCR
1180	11322 23331	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|28DMG|3CDMG|4FEWX|5RCR|6AART|7ASPD|9ZMB|aDUST
1181	14312 26331	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4LWND|5RCR|6AART|78DMG|9ZMB|aDUST
1182	14322 26331	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LSRREG|2ASPD|3CDMG|4FEWX|5RCR|6AART|78DMG|9ZMB|aDUST
1183	16362 22423	   	154.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|7DUR|8BELT|9aVULN
1184	21362 26242	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|79DMG|8DUR|aDUST
1185	11312 26236	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8TLV|9ZMB|aDUR
1186	11322 26236	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8TLV|9ZMB|aDUR
1187	16362 26323	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aBEXP
1188	21362 26322	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aDUST
1189	21362 26324	   	154.57	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aERES
1190	64221 13632	   	154.55	DCR|2AART|2VULN|1ZMB|1ASPD	1RPLT|2aAART|3ZMB|4ASPD|57VULN|6CGEN|8RCR|9RMIN
1191	32431 41335	   	154.54	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aERES
1192	32431 61332	   	154.54	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aLWND
1193	41131 61335	   	154.54	ACR|2VULN|2DMG|1CDMG|1SELL	18aERES|2RCVC|38VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL
1194	42233 13521	   	154.54	ACR|4VULN|1AART	1ERES|2689VULN|3FEWX|4RCR|5DUST|7AART|aBEXP
1195	42233 13522	   	154.54	ACR|4VULN|1AART	1ERES|2689VULN|3FEWX|4RCR|5DUST|7AART|aMGNSTR
1196	42233 13525	   	154.54	ACR|4VULN|1AART	1ERES|2689VULN|3FEWX|4RCR|5DUST|7AART|aLIT
1197	42235 13523	   	154.54	ACR|4VULN|1AART	1aERES|2689VULN|3FEWX|4RCR|5BEXP|7AART
1198	64316 32322	   	154.52	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2AART|3FEWX|4aVULN|5CDMG|6RCR|7ZMB|8MLV|9ERES
1199	31131 11564	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aBASHEA
1200	31131 11566	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aTLV
1201	31131 61561	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6TLV|7DMG|8ZMB|9AART|aLWND
1202	31131 61563	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2RCVC|3VULN|4RCR|5CDMG|6TLV|7DMG|8ZMB|9AART|aLHND
1203	41131 11561	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLWND
1204	41131 11563	   	154.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2RCVC|3VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLHND
1205	11362 23523	   	154.49	ACR|2DMG|1AART|1VULN|1CDMG	17LSRREG|27DMG|3CDMG|4BEXP|5RCR|67LIT|7BPWR|8VULN|9FEWX|aAART
1206	11312 26315	   	154.49	ACR|2DMG|2AART|2CDMG	18LSRREG|27DMG|38CDMG|48LWND|5RCR|69AART|8BPWR|aVENICY
1207	42431 61321	   	154.48	ACR|2VULN|2DMG|1CDMG	18ERES|28VULN|3RCVC|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9LWND
1208	16362 26322	   	154.47	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|78DMG|9DUR|aDUST
1209	42313 23233	   	154.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2VULN|3AART|4RPLT|5CDMG|6ASPD|7FEWX|8RCR|9DMG|aDUR
1210	31121 13465	   	154.46	DCR|2VULN|2DMG|1CDMG	1MLV|2RCVC|39VULN|4DUST|5CDMG|6RMIN|7RCR|8aDMG
1211	34216 16322	   	154.46	DCR|2VULN|2DMG|1CDMG	19MLV|2CGEN|3RCVC|49VULN|5MGNSTR|6CDMG|7RCR|89DMG|9BPWR|aBEXP
1212	22333 11464	   	154.44	ACR|4VULN|1AART	1LWND|2678VULN|3MLV|4RCR|5DUST|9RCVC|aAART
1213	22533 11434	   	154.44	ACR|4VULN|1AART	1LWND|2678VULN|3RMIN|4RCR|5DUST|9RCVC|aAART
1214	32333 11464	   	154.44	ACR|4VULN|1AART	1MLV|2678VULN|3LWND|4RCR|5DUST|9RCVC|aAART
1215	32431 61335	   	154.44	ACR|2VULN|2DMG|1CDMG|1SELL	18MLV|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aERES
1216	42431 41332	   	154.44	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|28VULN|3RCVC|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9SELL|aLWND
1217	42233 13523	   	154.44	ACR|4VULN|1AART	1aERES|2689VULN|3FEWX|4RCR|5DUST|7AART
1218	64316 32132	   	154.42	DCR|2VULN|1AART|1CDMG|1ZMB	1RPLT|2AART|3FEWX|4aVULN|5CDMG|6RCR|7ZMB|8DUST|9ERES
1219	22633 63312	   	154.41	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|28aVULN|3ASPD|4RCR|5DUST|6CGEN|7AART|9DUR
1220	42231 53334	   	154.41	ACR|3VULN|1AART|1DUR|1ASPD	1ERES|28aVULN|3FEWX|4RCR|5ASPD|6CGEN|7AART|9DUR
1221	22632 65132	   	154.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2VULN|3ASPD|4RCR|59LIT|6CDMG|7DUR|8AART|aDMG
1222	34216 16323	   	154.36	DCR|2VULN|2DMG|1CDMG	19MLV|2CGEN|3RCVC|49VULN|5MGNSTR|6CDMG|7RCR|89DMG|9BPWR|aERES
1223	42431 61332	   	154.34	ACR|2VULN|2DMG|1CDMG|1SELL	18ERES|28VULN|3RCVC|4RCR|5CDMG|6TLV|78DMG|8BPWR|9SELL|aLWND
1224	66313 82331	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2BELT|3MBVNT|4DMG|5BEXP|6aVULN|7RCR|8ZMB|9AART
1225	32431 11561	   	154.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2VULN|3RCVC|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLWND
1226	32431 11563	   	154.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2VULN|3RCVC|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aLHND
1227	22632 62114	   	154.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7MBVNT|8AART|9DMG|aDUR
1228	22632 65111	   	154.28	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7DUR|8AART|9DMG|aERES
1229	22632 65113	   	154.28	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2VULN|3ASPD|4RCR|5LIT|6CDMG|7DUR|8AART|9DMG|aDUST
1230	64242 23112	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RPLT|2AART|3ZMB|4LWND|5aVULN|6ERES|7DUR|8CDMG|9RCR
1231	31134 13226	   	154.24	ACR|3VULN|1AART|1ZMB	16MLV|2RCVC|36aVULN|4RCR|5RPLT|6BPWR|7LWND|8ZMB|9AART
1232	51134 13226	   	154.24	ACR|3VULN|1AART|1ZMB	16CGEN|2RCVC|36aVULN|4RCR|5RPLT|6BPWR|7LWND|8ZMB|9AART
1233	11164 32312	   	154.22	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRREG|2aDMG|3LIT|4RCVC|5CDMG|6ASPD|7RCR|8VULN|9ZMB
1234	11226 12631	 * 	154.20	DCR|3DMG|2AART|1DUR	1LSRREG|258DMG|3CANSTR|4DUR|6aAART|7LWND|9RCR
1235	11416 21314	   	154.17	DCR|2DMG|2AART|1VULN	1LSRREG|2aDMG|3RMIN|4LWND|5FEWX|69AART|7VULN|8RCR
1236	11461 21314	   	154.17	DCR|2DMG|2AART|1VULN	1LSRREG|2aDMG|3RMIN|4FEWX|5LWND|69AART|7VULN|8RCR
1237	11333 54351	   	154.17	DCR|3DMG|1AART|1CDMG	17LSRREG|27aDMG|3CDMG|4ERES|5AART|67BEXP|7BPWR|8RCR|9RCVC
1238	31113 11565	   	154.17	DCR|3VULN|2DMG	1MLV|2RCVC|359VULN|4RPLT|6RMIN|7aDMG|8RCR
1239	11312 26351	   	154.15	ACR|2DMG|1AART|2CDMG|1ZMB	18LSRREG|27DMG|38CDMG|48LWND|5RCR|6AART|8BPWR|9RPLT|aZMB
1240	11322 26351	   	154.15	ACR|2DMG|1AART|2CDMG|1ZMB	18LSRREG|27DMG|38CDMG|48FEWX|5RCR|6AART|8BPWR|9RPLT|aZMB
1241	31134 23226	   	154.14	ACR|3VULN|1AART|1ZMB	1MLV|2RCVC|36aVULN|4RCR|5RPLT|7LWND|8ZMB|9AART
1242	51134 23226	   	154.14	ACR|3VULN|1AART|1ZMB	1CGEN|2RCVC|36aVULN|4RCR|5RPLT|7LWND|8ZMB|9AART
1243	42321 46113	   	154.10	DCR|2AART|2VULN|1CDMG|1DUR	1ERES|2aVULN|38AART|4LHND|5DUR|6LIT|7CDMG|9RCR
1244	42234 23314	   	154.09	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|28VULN|3FEWX|4RCR|5CGEN|6AART|7ASPD|9RCVC|aDMG
1245	22333 26336	   	154.09	ACR|2VULN|1AART|1DMG|1DUR	1LWND|28VULN|3MLV|4RCR|5DUST|6AART|7DMG|9RCVC|aDUR
1246	32333 26336	   	154.09	ACR|2VULN|1AART|1DMG|1DUR	1MLV|28VULN|3LWND|4RCR|5DUST|6AART|7DMG|9RCVC|aDUR
1247	11421 21314	   	154.07	DCR|2DMG|2AART|1VULN	1LSRREG|2aDMG|3RMIN|4DUST|5LWND|69AART|7VULN|8RCR
1248	21156 21311	   	154.07	DCR|2VULN|2AART|1DMG	1LWND|2BASHEA|3ERES|4DMG|5BEXP|69AART|7aVULN|8RCR
1249	21156 21314	   	154.07	DCR|2DMG|2AART|1VULN	1LWND|2BASHEA|3ERES|4aDMG|5BEXP|69AART|7VULN|8RCR
1250	63222 34828	   	154.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2ZMB|3DUR|4MLV|5DMG|6MBVNT|78VULN|9AART|aRCR
1251	21362 26132	   	154.06	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1LWND|2BASHEA|39ZMB|4CDMG|5RCR|6AART|7DMG|8DMSP|aVULN
1252	41134 13226	   	154.04	ACR|3VULN|1AART|1ZMB	16ERES|2RCVC|36aVULN|4RCR|5RPLT|6BPWR|7LWND|8ZMB|9AART
1253	41134 23226	   	154.04	ACR|3VULN|1AART|1ZMB	1ERES|2RCVC|36aVULN|4RCR|5RPLT|7LWND|8ZMB|9AART
1254	51131 41433	   	154.03	ACR|4VULN|1CDMG|1DUR	16CGEN|2RCVC|378aVULN|4RCR|5CDMG|9DUR
1255	11322 24351	   	153.99	ACR|3DMG|1AART|1CDMG	1LSRREG|28aDMG|3CDMG|4FEWX|5RCR|6AART|7MLV|9RCVC
1256	16156 21311	   	153.97	DCR|2VULN|2AART|1DMG	1LSRREG|2LEGI|3ERES|4DMG|5BEXP|69AART|7aVULN|8RCR
1257	16362 26132	   	153.96	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG	1LSRREG|2LEGI|39ZMB|4CDMG|5RCR|6AART|7DMG|8DMSP|aVULN
1258	32434 13226	   	153.94	ACR|3VULN|1AART|1ZMB	16MLV|26aVULN|3RCVC|4RCR|5RPLT|6BPWR|7LWND|8ZMB|9AART
1259	31223 64413	   	153.93	DCR|2AART|1VULN|1DMG|1DUR	1MLV|2RCVC|3aAART|4FEWX|5LWND|6RCR|7DMG|8VULN|9DUR
1260	62112 24533	   	153.92	DCR|4VULN|1DMG|1DUR	1RPLT|24LHND|369aVULN|5DMG|7DUR|8RCR
1261	62122 24533	   	153.92	DCR|4VULN|1DMG|1DUR	14RPLT|2LHND|369aVULN|5DMG|7DUR|8RCR
1262	22234 22135	   	153.92	DCR|4VULN|1DMG|1DUR	1LWND|2679VULN|3FEWX|4BEXP|5DUR|8RCR|aDMG
1263	24531 32142	   	153.91	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3RMIN|4RCR|5ASPD|6LHND|79aVULN|8AART
1264	42363 11321	   	153.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|24aVULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9FEWX
1265	42363 11351	   	153.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|24aVULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9LWND
1266	42363 11361	   	153.89	DCR|3VULN|1AART|1DUR|1ASPD	1ERES|24aVULN|3AART|5ASPD|6BASICY|7DUR|8RCR|9BEXP
1267	31133 31414	   	153.89	ACR|2VULN|1AART|1DMG|1ASPD	1MLV|2RCVC|38VULN|4RCR|5LWND|6CGEN|7ASPD|9DMG|aAART
1268	52543 11634	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|25VULN|3MBVNT|4CDMG|6RMIN|7DMG|8RCR|9ERES|aAART
1269	32434 23226	   	153.84	ACR|3VULN|1AART|1ZMB	1MLV|26aVULN|3RCVC|4RCR|5RPLT|7LWND|8ZMB|9AART
1270	22631 33264	   	153.84	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5DMG|6LHND|7RCVC|8ZMB|9CDMG
1271	22631 33265	   	153.84	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2VULN|3ASPD|4RCR|5aDMG|6LHND|7RCVC|8ZMB|9CDMG
1272	24331 32142	   	153.81	ACR|3VULN|1AART|1DUR|1ASPD	1LWND|2DUR|3TLV|4RCR|5ASPD|6LHND|79aVULN|8AART
1273	24633 32142	   	153.81	ACR|3VULN|1AART|1ASPD|1DUR	1LWND|2DUR|3ASPD|4RCR|5DUST|6CGEN|79aVULN|8AART
1274	24631 51121	   	153.78	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2DUR|3ASPD|4RCR|5DMG|6CGEN|7VULN|8CDMG|9AART|aLHND
1275	31131 41534	   	153.77	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1MLV|2RCVC|3VULN|4RCR|5CDMG|6CGEN|7DMG|8ZMB|9SELL|aAART
1276	31131 51334	   	153.77	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1MLV|2RCVC|3VULN|4RCR|5CDMG|6ZMB|7DMG|8CGEN|9SELL|aAART
1277	22532 65122	   	153.76	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1LWND|2VULN|3RMIN|4RCR|5LIT|69CDMG|7DUR|8AART|aDMG
1278	11333 25321	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LSRREG|2DMG|3CDMG|4ERES|5AART|6VULN|7RCVC|8RCR|9aDUR
1279	24631 11121	   	153.68	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART|aLHND
1280	24631 11125	   	153.68	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART|aLIT
1281	24631 11126	   	153.68	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1aLWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART
1282	24631 51122	   	153.68	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6CGEN|7VULN|8CDMG|9AART|aTLV
1283	24631 51123	   	153.68	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LWND|2DUR|3ASPD|4RCR|5DMG|6CGEN|7VULN|8CDMG|9AART|aLEGI
1284	11362 31241	   	153.68	ACR|3DMG|1VULN|1CDMG|1DUR	1LSRREG|26aDMG|3CDMG|4BEXP|5RCR|7ERES|8DUR|9VULN
1285	11362 31356	   	153.68	ACR|3DMG|1VULN|1CDMG|1DUR	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ERES|9VULN|aDUR
1286	11362 33121	   	153.68	ACR|3DMG|1VULN|1CDMG|1DUR	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7LEGI|9DUR|aVULN
1287	42322 25315	   	153.67	DCR|2AART|2VULN|1DMG	1ERES|26VULN|35AART|4678LHND|6BPWR|9RCR|aDMG
1288	31131 61534	   	153.67	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1MLV|2RCVC|3VULN|4RCR|5CDMG|6TLV|7DMG|8ZMB|9SELL|aAART
1289	41131 51334	   	153.67	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1ERES|2RCVC|3VULN|4RCR|5CDMG|6ZMB|7DMG|8CGEN|9SELL|aAART
1290	11333 14122	   	153.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1LSRREG|2DMG|3CDMG|4ERES|5AART|6ASPD|79DUR|8VULN|aRCR
1291	42363 12316	   	153.65	DCR|2AART|2VULN|1ZMB|1ASPD	1ERES|24VULN|39AART|5ASPD|6BASICY|7DUST|8RCR|aZMB
1292	33316 58232	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2NUKE|3FEWX|4ZMB|5MBVNT|6AART|7aVULN|8RCR|9DMG
1293	42151 12314	   	153.63	DCR|2DMG|1AART|1VULN|1ZMB	13ERES|2VULN|4ZMB|56LHND|7RCR|89DMG|aAART
1294	31261 11312	   	153.62	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|39AART|4ZMB|5VULN|6BASICY|7DUR|8RCR|aCDMG
1295	31261 46312	   	153.62	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1MLV|2RCVC|39AART|4ZMB|5VULN|6DUR|7BASICY|8RCR|aCDMG
1296	51261 11312	   	153.62	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2RCVC|39AART|4ZMB|5VULN|6BASICY|7DUR|8RCR|aCDMG
1297	31131 13611	 * 	153.60	ACR|4VULN|2CDMG	19MLV|2RCVC|389aVULN|4RCR|59CDMG|67RMIN|9BPWR
1298	32433 31414	   	153.59	ACR|2VULN|1AART|1DMG|1ASPD	1MLV|28VULN|3RCVC|4RCR|5LWND|6CGEN|7ASPD|9DMG|aAART
1299	24631 11122	   	153.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART|aTLV
1300	24631 11123	   	153.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART|aLEGI
1301	24631 11124	   	153.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2DUR|3ASPD|4RCR|5DMG|6ERES|7VULN|8CDMG|9AART|aDUST
1302	42322 25115	   	153.57	DCR|2AART|2VULN|1DMG	18ERES|26VULN|35AART|467LHND|6BPWR|9RCR|aDMG
1303	42134 25122	   	153.57	ACR|2VULN|2AART|1ZMB|1DUR	13ERES|26VULN|4RCR|5RPLT|7ZMB|8aAART|9DUR
1304	22631 41321	 * 	153.55	ACR|2VULN|3ASPD|1DMG|1FLTHEA	1LWND|29VULN|367ASPD|4RCR|5DMG|8FLTHEA|aBEXP
1305	22631 41322	   	153.55	ACR|2VULN|3ASPD|1DMG|1FLTHEA	1LWND|29VULN|367ASPD|4RCR|5DMG|8FLTHEA|aMGNSTR
1306	22631 41323	   	153.55	ACR|2VULN|3ASPD|1DMG|1FLTHEA	1aLWND|29VULN|367ASPD|4RCR|5DMG|8FLTHEA
1307	22631 41324	   	153.55	ACR|2VULN|3ASPD|1DMG|1FLTHEA	1LWND|29VULN|367ASPD|4RCR|5DMG|8FLTHEA|aMLV
1308	22631 41351	 * 	153.55	ACR|2DMG|1VULN|3ASPD|1FLTHEA	1LWND|2VULN|367ASPD|4RCR|59DMG|8FLTHEA|aBEXP
1309	22631 41352	   	153.55	ACR|2DMG|1VULN|3ASPD|1FLTHEA	1LWND|2VULN|367ASPD|4RCR|59DMG|8FLTHEA|aMGNSTR
1310	22631 41353	   	153.55	ACR|2DMG|1VULN|3ASPD|1FLTHEA	1aLWND|2VULN|367ASPD|4RCR|59DMG|8FLTHEA
1311	22631 11426	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1LWND|278VULN|3ASPD|4RCR|5DMG|6ERES|9LIT|aZMB
