0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
1142	23262 17271	   	166.01	DCR|2VULN|2DMG|1AART	1AART|2BELT|36aBEXP|4MBVNT|56VULN|6aBPWR|7RCR|8aDMG|9aCGEN
1143	42232 26216	   	165.98	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1DUR|2TLV|3AART|4RMIN|5VULN|6RCR|7DMG|8RPLT|9CDMG|aFLTHEA
1144	22636 12126	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2FEWX|3VENICY|469VULN|5ZMB|7LWND|8RCR|aCDMG
1145	25461 12112	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8ZMB|9DUST|aERES
1146	25461 32111	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9DUST|aLWND
1147	25461 32113	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9DUST|aLHND
1148	25461 32131	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9MBVNT|aLWND
1149	25461 32133	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9MBVNT|aLHND
1150	25461 32134	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9MBVNT|aMLV
1151	25543 32112	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|45VULN|69DUST|7RCR|8ZMB|aRMIN
1152	25543 32113	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|45VULN|69DUST|7RCR|8ZMB|aLIT
1153	25211 33411	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2DMG|3LWND|468VULN|5ERES|7RPLT|9RCR|aASPD
1154	25242 33411	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2DMG|3LWND|4ERES|568VULN|7RPLT|9RCR|aASPD
1155	25211 32513	   	165.91	DCR|2VULN|2DMG|1AART	1AART|2aDMG|3aLWND|46VULN|5ERES|7RCR|8aMLV|9RMIN|aBPWR
1156	25211 53413	   	165.91	DCR|2VULN|2DMG|1AART	1AART|29DMG|39LWND|4aVULN|5ERES|69LIT|7RCR|8RCVC|9BPWR
1157	25242 32513	   	165.91	DCR|2VULN|2DMG|1AART	1AART|2aDMG|3aLWND|4ERES|56VULN|7RCR|8aMLV|9RMIN|aBPWR
1158	25461 32112	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9DUST|aERES
1159	25461 32132	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8ZMB|9MBVNT|aERES
1160	25543 32111	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|3ASPD|45VULN|69DUST|7RCR|8ZMB|aTLV
1161	25432 22221	   	165.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8FEWX|9CDMG|aASPD
1162	25432 22321	   	165.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8LHND|9CDMG|aASPD
1163	25215 52112	   	165.82	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8ZMB|9DUST|aSELL
1164	25261 52112	   	165.82	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8ZMB|9DUST|aSELL
1165	25543 32121	   	165.82	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8ZMB|9SELL|aCGEN
1166	25212 27148	   	165.81	DCR|2VULN|2DMG|1AART	1AART|2aDMG|3LWND|4aVULN|5DUST|6MBVNT|7RCR|8LHND|9aFEWX|aBPWR
1167	23262 17211	   	165.81	DCR|2VULN|2DMG|1AART	1AART|2BELT|36aBEXP|4MBVNT|56VULN|6aBPWR|7RCR|8aDMG|9aERES
1168	23262 17621	   	165.81	DCR|2VULN|2DMG|1AART	1AART|2BELT|36aBEXP|4MBVNT|56VULN|6aBPWR|7RCR|8aERES|9aDMG
1169	25215 12431	   	165.81	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|69CGEN|7RCR|aRPLT
1170	25215 12433	   	165.81	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|69CGEN|7RCR|aMLV
1171	25261 12431	   	165.81	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|69CGEN|7RCR|aRPLT
1172	25261 12433	   	165.81	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|69CGEN|7RCR|aMLV
1173	25411 22221	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8FEWX|9CDMG|aASPD
1174	25411 22321	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8LHND|9CDMG|aASPD
1175	25442 22221	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8FEWX|9CDMG|aASPD
1176	25442 22321	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8LHND|9CDMG|aASPD
1177	25632 22221	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8FEWX|9CDMG|aASPD
1178	25632 22321	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8LHND|9CDMG|aASPD
1179	25433 22421	   	165.76	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|37DUR|4RMIN|5DUST|6RCR|8VULN|9CDMG|aASPD
1180	25222 14232	   	165.75	DCR|2VULN|2DMG|1AART|1ASPD	1AART|29DMG|34LWND|59LHND|6CGEN|7ASPD|89VULN|9BPWR|aRCR
1181	25543 32122	   	165.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8ZMB|9SELL|aAIRHEL
1182	25543 32123	   	165.72	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8ZMB|9SELL|aERES
1183	25211 22562	   	165.71	DCR|2VULN|2DMG|1AART	1AART|2aDMG|3LWND|4aVULN|569ERES|7RCR|8aMLV|aBPWR
1184	24134 25132	   	165.71	DCR|2VULN|2DMG|1AART	1AART|26CGEN|3LSRREG|49VULN|5aDMG|7RCR|8RCVC
1185	25215 12412	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6CGEN|7RCR|9DUST|aBEXP
1186	25215 12413	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6CGEN|7RCR|9DUST|aLSRICY
1187	25215 12432	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|69CGEN|7RCR|aLEGI
1188	25215 32431	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9CGEN|aMLV
1189	25215 32432	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9CGEN|aRMIN
1190	25215 32433	   	165.71	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9CGEN|aLIT
1191	25261 12412	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6CGEN|7RCR|9DUST|aBEXP
1192	25261 12413	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6CGEN|7RCR|9DUST|aLSRICY
1193	25261 12432	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|69CGEN|7RCR|aLEGI
1194	25261 32431	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9CGEN|aMLV
1195	25261 32432	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9CGEN|aRMIN
1196	25261 32433	   	165.71	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9CGEN|aLIT
1197	44322 31214	   	165.68	DCR|2AART|2VULN|2DUR|1ZMB|1ASPD	17DUR|2DLOT|37FEWX|45AART|67VULN|7BPWR|8RCR|9ASPD|aZMB
1198	25112 26731	   	165.68	DCR|2AART|2DMG|1VULN|1ZMB	14AART|2aDMG|3AIRHEL|5ZMB|6MLV|7MBVNT|8VULN|9RCR
1199	12541 23321	   	165.66	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2DMG|3AART|4VULN|5RCR|6RMIN|7ZMB|8BEXP|9CDMG
1200	25633 22421	   	165.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1AART|2DMG|3ERES|47DUR|5DUST|6RCR|8VULN|9CDMG|aASPD
1201	12541 22421	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6RMIN|7CGEN|9CDMG|aFEWX
1202	12541 22422	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6RMIN|7CGEN|9CDMG|aMLV
1203	12541 41133	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8LIT|9BEXP|aCDMG
1204	12541 41221	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8aFEWX|9CDMG
1205	12541 41222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8FEWX|9CDMG|aMLV
1206	12541 41321	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8LHND|9CDMG|aFEWX
1207	12541 41322	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8LHND|9CDMG|aMLV
1208	12541 43233	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6DMSP|7LIT|9BEXP|aCDMG
1209	12541 61133	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8LIT|9BEXP|aCDMG
1210	12541 61221	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8aFEWX|9CDMG
1211	12541 61222	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8FEWX|9CDMG|aMLV
1212	12541 61321	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8LHND|9CDMG|aFEWX
1213	12541 61322	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8LHND|9CDMG|aMLV
1214	12541 63233	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6RCVC|7LIT|9BEXP|aCDMG
1215	12551 11421	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|5RCR|78VULN|9CDMG|aFEWX
1216	12551 11422	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|5RCR|78VULN|9CDMG|aMLV
1217	25215 32412	   	165.61	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9DUST|aBEXP
1218	25215 32413	   	165.61	DCR|2VULN|2DMG|1AART	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9DUST|aLSRICY
1219	25261 32412	   	165.61	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9DUST|aBEXP
1220	25261 32413	   	165.61	DCR|2VULN|2DMG|1AART	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9DUST|aLSRICY
1221	25215 12421	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6CGEN|7RCR|9SELL|aFEWX
1222	25215 12422	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6CGEN|7RCR|9SELL|aMLV
1223	25261 12421	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6CGEN|7RCR|9SELL|aFEWX
1224	25261 12422	   	165.57	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6CGEN|7RCR|9SELL|aMLV
1225	26242 13332	   	165.57	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|28DUR|3BEXP|4RCR|58VULN|68LIT|7MBVNT|8BPWR|9ZMB|aCDMG
1226	12541 13221	   	165.56	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1aASPD|2DMG|3AART|4VULN|5RCR|6LWND|7TLV|8ZMB|9CDMG
1227	12541 15221	   	165.56	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1aASPD|2DMG|3AART|4VULN|5RCR|6LWND|7ERES|8ZMB|9CDMG
1228	12541 21221	   	165.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2DMG|3AART|4VULN|5RCR|6RMIN|7DUST|8ZMB|9CDMG
1229	12551 23321	   	165.56	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1aASPD|2DMG|3AART|4LWND|5RCR|6ERES|7ZMB|8VULN|9CDMG
1230	12551 33421	   	165.56	ACR|1AART|1VULN|1DMG|1CDMG|2ASPD|1ZMB	1aASPD|2DMG|3AART|4LWND|5RCR|6TLV|7ZMB|8VULN|9CDMG
1231	25215 14222	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|48VULN|6CGEN|7ASPD|9LHND|aRCR
1232	25261 14222	   	165.55	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|58VULN|6CGEN|7ASPD|9LHND|aRCR
1233	12541 11421	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|4aVULN|5RCR|6LWND|7DUST|8RPLT|9CDMG
1234	12541 22423	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6RMIN|7CGEN|9CDMG|aDUST
1235	12541 41123	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8LIT|9DUST|aCDMG
1236	12541 41323	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6DMSP|8LHND|9CDMG|aDUST
1237	12541 43223	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6DMSP|7LIT|9DUST|aCDMG
1238	12541 61123	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8LIT|9DUST|aCDMG
1239	12541 61323	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|47VULN|5RCR|6RCVC|8LHND|9CDMG|aDUST
1240	12541 63223	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|48VULN|5RCR|6RCVC|7LIT|9DUST|aCDMG
1241	12551 11423	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2DMG|3AART|46LWND|5RCR|78VULN|9CDMG|aDUST
1242	25112 33631	   	165.53	DCR|2AART|2DMG|1VULN|1ZMB|1SELL	14AART|2aDMG|3AIRHEL|5ZMB|6SELL|7RPLT|8VULN|9RCR
1243	25116 43231	   	165.53	DCR|2AART|2DMG|1VULN|1ZMB|1SELL	14AART|27DMG|3AIRHEL|5BELT|6SELL|8ZMB|9RCR|aVULN
1244	25215 12423	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6CGEN|7RCR|9SELL|aDUST
1245	25215 32421	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9SELL|aFEWX
1246	25215 32422	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9SELL|aMLV
1247	25261 12423	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6CGEN|7RCR|9SELL|aDUST
1248	25261 32421	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9SELL|aFEWX
1249	25261 32422	   	165.47	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9SELL|aMLV
1250	12541 35221	   	165.46	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2DMG|3AART|4VULN|5RCR|6DUST|7ERES|8ZMB|9CDMG
1251	25215 51232	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|47VULN|6ASPD|8FEWX|9ERES|aRCR
1252	25215 51332	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|47VULN|6ASPD|8LHND|9ERES|aRCR
1253	25261 51232	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|57VULN|6ASPD|8FEWX|9ERES|aRCR
1254	25261 51332	   	165.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|57VULN|6ASPD|8LHND|9ERES|aRCR
1255	25461 31232	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|24DMG|3DUR|57VULN|6TLV|8FEWX|9CGEN|aRCR
1256	25461 31332	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1AART|24DMG|3DUR|57VULN|6TLV|8LHND|9CGEN|aRCR
1257	25215 32423	   	165.37	DCR|2VULN|2DMG|1AART|1SELL	1AART|25DMG|3LWND|48VULN|6TLV|7RCR|9SELL|aDUST
1258	25261 32423	   	165.37	DCR|2VULN|2DMG|1AART|1SELL	1AART|24DMG|3LWND|58VULN|6TLV|7RCR|9SELL|aDUST
1259	26242 22234	   	165.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1AART|29DUR|3BEXP|4RCR|59VULN|6ERES|7ZMB|89TLV|9BPWR|aCDMG
1260	12541 23322	   	165.36	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6RMIN|7ZMB|8BEXP|9aCDMG
1261	25311 22534	   	165.36	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1AART|29DMG|3MSE|49VULN|5ERES|6RCR|7DUR|89CGEN|9BPWR|aCDMG
1262	25215 34232	   	165.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|25DMG|3LWND|48VULN|6TLV|7ASPD|9DUST|aRCR
1263	25261 34232	   	165.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|24DMG|3LWND|58VULN|6TLV|7ASPD|9DUST|aRCR
1264	25146 13331	   	165.32	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|2aDMG|3AIRHEL|4CGEN|5RCR|68DUR|7ASPD|9VULN
1265	12543 32621	   	165.31	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|38AART|45VULN|6DUST|7RCR|9LWND|aDMSP
1266	12543 32623	   	165.31	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|38AART|45VULN|6DUST|7RCR|9LWND|aRMIN
1267	12513 26234	   	165.31	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|34AART|5BEXP|6MLV|7RCR|8ERES|9aVULN
1268	21413 54122	   	165.29	DCR|3AART|2VULN|3CDMG	123AART|47LHND|57aCDMG|67VULN|7BPWR|8BEXP|9RCR
1269	21423 54122	   	165.29	DCR|3AART|2VULN|3CDMG	123AART|47FEWX|57aCDMG|67VULN|7BPWR|8BEXP|9RCR
1270	25521 52313	   	165.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD|2MSE	1AART|29DMG|3ASPD|49MSE|5RCR|6LIT|7DUR|89VULN|9BPWR|aZMB
1271	12541 13222	   	165.26	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6LWND|7TLV|8ZMB|9aCDMG
1272	12541 15222	   	165.26	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6LWND|7ERES|8ZMB|9aCDMG
1273	12541 21222	   	165.26	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6RMIN|7DUST|8ZMB|9aCDMG
1274	12551 23322	   	165.26	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4LWND|5RCR|6ERES|7ZMB|8VULN|9aCDMG
1275	12551 33422	   	165.26	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4LWND|5RCR|6TLV|7ZMB|8VULN|9aCDMG
1276	26222 22114	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3BEXP|5aVULN|6RCR|8ZMB|9RMIN
1277	26222 22124	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3BEXP|5aVULN|6RCR|8ZMB|9DMSP
1278	26222 22134	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3BEXP|5aVULN|6RCR|8ZMB|9RCVC
1279	26222 22432	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3BEXP|58VULN|6RCR|9CGEN|aZMB
1280	26322 22114	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3FEWX|5aVULN|6RCR|8ZMB|9RMIN
1281	26322 22124	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3FEWX|5aVULN|6RCR|8ZMB|9DMSP
1282	26322 22134	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3FEWX|5aVULN|6RCR|8ZMB|9RCVC
1283	26322 22144	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|39FEWX|5aVULN|6RCR|8ZMB
1284	26322 22432	   	165.25	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3FEWX|58VULN|6RCR|9CGEN|aZMB
1285	25432 22222	   	165.23	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8FEWX|9aCDMG
1286	25432 22322	   	165.23	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4RMIN|5VULN|6RCR|8LHND|9aCDMG
1287	25136 13361	   	165.22	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1AART|2aDMG|3AIRHEL|4TLV|5RCR|68DUR|7ASPD|9VULN
1288	12553 63121	   	165.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	17ASPD|2DMG|3AART|47LWND|57VULN|6BELT|7BPWR|8RCR|9DLOT|aDUR
1289	12543 32611	   	165.21	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|38AART|45VULN|69DUST|7RCR|aRPLT
1290	12543 32612	   	165.21	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|38AART|45VULN|69DUST|7RCR|aLHND
1291	12543 32613	   	165.21	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2DMG|38AART|45VULN|69DUST|7RCR|aLWND
1292	43313 55312	   	165.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|2FEWX|3LHND|45VULN|5BPWR|6LIT|7DMG|8AART|9RCR|aCDMG
1293	12541 35222	   	165.16	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2DMG|3AART|4VULN|5RCR|6DUST|7ERES|8ZMB|9aCDMG
1294	25311 22234	   	165.16	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1AART|29DMG|3MSE|49VULN|5ERES|6RCR|7DUR|89TLV|9BPWR|aCDMG
1295	25411 23234	   	165.16	DCR|2VULN|2DMG|1AART|1CDMG|1DUR|1MSE	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7MSE|89TLV|9BPWR|aCDMG
1296	12516 21362	   	165.15	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1ASPD|25DMG|34AART|6CGEN|7VULN|8FEWX|9DUR|aRCR
1297	24632 22125	   	165.15	DCR|2AART|2VULN|2DUR|1ZMB	19AART|2CGEN|3ERES|47DUR|5aVULN|6RCR|8ZMB
1298	26222 22164	   	165.15	DCR|2AART|2VULN|2DUR|1ZMB	14AART|27DUR|3BEXP|5aVULN|6RCR|8ZMB|9ERES
1299	25411 22222	   	165.13	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8FEWX|9aCDMG
1300	25411 22322	   	165.13	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4VULN|5ERES|6RCR|8LHND|9aCDMG
1301	25442 22222	   	165.13	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8FEWX|9aCDMG
1302	25442 22322	   	165.13	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|37DUR|4ERES|5VULN|6RCR|8LHND|9aCDMG
1303	25632 22222	   	165.13	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	1AART|2DMG|3ERES|47DUR|5VULN|6RCR|8FEWX|9aCDMG
