0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
1148	53223 32321	   	155.75	DCR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1MLV|2DUR|3ASPD|4FLTHEA|59DMG|6VULN|7CGEN|8RCR|aZMB
1149	56162 32331	   	155.74	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1MLV|2ZMB|3CDMG|47ASPD|5RCR|6aVULN|8DMG|9DUST
1150	66162 32331	   	155.74	ACR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|47ASPD|5RCR|6aVULN|8DMG|9DUST
1151	24615 21221	   	155.74	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1LSRICY|2AART|3CGEN|4DMG|5RCR|6RCVC|7CDMG|8DUR|9FLTHEA|aZMB
1152	62243 48454	 * 	155.74	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	1CGEN|2MBVNT|38ASPD|4VULN|5DMG|6ZMB|79AART|aRCR
1153	21262 41316	 * 	155.72	ACR|2VULN|2AART|2ASPD|1DUR	1LSRICY|2RPLT|3DUR|4RCR|57VULN|68ASPD|9aAART
1154	23523 65133	   	155.69	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LSRICY|2VULN|3CGEN|4RCR|5DMG|6ASPD|7DUR|8RCVC|9AART|aCDMG
1155	52121 23232	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2ERES|3CDMG|45VULN|6DUST|7AART|8RCR|9LHND|aDMG
1156	21321 46853	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2RPLT|3MBVNT|4aVULN|5DUST|6CDMG|7AART|8RCR|9DMG
1157	52121 13242	   	155.68	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|29ERES|3CDMG|45VULN|6BEXP|7AART|8RCR|aDMG
1158	16132 63221	   	155.67	ACR|2VULN|2DMG|1ZMB|1ASPD	18LWND|2ASPD|38VULN|4RCR|5LSRREG|69DMG|78FEWX|8BPWR|aZMB
1159	13153 21154	   	155.67	DCR|3VULN|2DMG	1LWND|246VULN|3LHND|5RCVC|7RCR|8aDMG|9RPLT
1160	62212 44831	   	155.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8DMG|9BEXP|aCDMG
1161	62212 44871	   	155.67	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8DMG|9LWND|aCDMG
1162	62242 64831	   	155.67	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4VULN|5AART|6DUR|7RCR|8DMG|9BEXP|aCDMG
1163	41221 53212	   	155.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8LWND|9AART|aDMG
1164	41221 53512	   	155.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8BEXP|9AART|aDMG
1165	41221 53612	   	155.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|5VULN|6RCR|7FEWX|8LHND|9AART|aDMG
1166	41221 56112	   	155.67	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|5VULN|6RCR|7LWND|8FEWX|9AART|aDMG
1167	46152 21133	   	155.67	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|25ASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9DUST|aCGEN
1168	53132 21141	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	14MLV|25DUR|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
1169	53132 21143	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	14MLV|25DUR|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
1170	53132 21144	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	14aMLV|25DUR|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART
1171	53132 21146	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	14MLV|25DUR|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aLWND
1172	53632 21141	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	13MLV|25DUR|45VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
1173	53632 21143	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	13MLV|25DUR|45VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
1174	61532 21141	   	155.66	DCR|2VULN|1AART|1DMG|2DUR	12CGEN|35DUR|45VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
1175	41223 32321	   	155.65	DCR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2TLV|3ASPD|4FLTHEA|59DMG|6VULN|7CGEN|8RCR|aZMB
1176	62243 52421	   	155.64	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7aCDMG|8AART|9FEWX
1177	62243 52481	   	155.64	DCR|1AART|1DMG|2CDMG|1VULN|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7aCDMG|8AART|9LWND
1178	23256 41331	   	155.63	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2VULN|37LHND|4AART|5ZMB|6CDMG|8DMG|9RCR|aASPD
1179	36133 25422	   	155.62	DCR|3VULN|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|378VULN|4MLV|5DMG|6RCR|9CGEN|aZMB
1180	55131 23216	 * 	155.62	ACR|4VULN|1CDMG|2DUR	1MLV|2368VULN|4RCR|5RMIN|7CDMG|9aDUR
1181	65131 23216	   	155.62	ACR|4VULN|1CDMG|2DUR	1CGEN|2368VULN|4RCR|5RMIN|7CDMG|9aDUR
1182	16135 31251	   	155.58	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	18LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7DMG|9DUR|aCDMG
1183	52121 23222	   	155.58	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2ERES|3CDMG|45VULN|69DUST|7AART|8RCR|aDMG
1184	52121 23242	   	155.58	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|29ERES|3CDMG|45VULN|6DUST|7AART|8RCR|aDMG
1185	51336 42312	   	155.57	ACR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2CGEN|3ASPD|4RCR|5FEWX|6ZMB|79DMG|8aVULN
1186	21322 74643	   	155.57	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9LIT|aCDMG
1187	23343 74643	   	155.57	DCR|3VULN|1AART|1CDMG	1LSRICY|237VULN|4RPLT|5MBVNT|6RCR|8AART|9LIT|aCDMG
1188	62212 44811	   	155.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8DMG|9TLV|aCDMG
1189	62212 44841	   	155.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8DMG|9DUST|aCDMG
1190	62212 44853	   	155.57	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|6VULN|7RCR|8DMG|9LSRREG|aCDMG
1191	62242 64811	   	155.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4VULN|5AART|6DUR|7RCR|8DMG|9TLV|aCDMG
1192	62242 64841	   	155.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4VULN|5AART|6DUR|7RCR|8DMG|9DUST|aCDMG
1193	41132 21141	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4MLV|7RCR|8DMG|9AART|aFEWX
1194	41132 21143	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4MLV|7RCR|8DMG|9AART|aCGEN
1195	41132 21144	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4aMLV|7RCR|8DMG|9AART
1196	41132 21146	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4MLV|7RCR|8DMG|9AART|aLWND
1197	43332 21141	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4MLV|7RCR|8DMG|9AART|aFEWX
1198	43332 21143	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4MLV|7RCR|8DMG|9AART|aCGEN
1199	43332 21144	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4aMLV|7RCR|8DMG|9AART
1200	43332 21146	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4MLV|7RCR|8DMG|9AART|aLWND
1201	53142 21141	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|36VULN|4ERES|7RCR|8DMG|9AART|aFEWX
1202	53142 21143	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|36VULN|4ERES|7RCR|8DMG|9AART|aCGEN
1203	53132 21142	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	14MLV|25DUR|35VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
1204	53632 21142	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	13MLV|25DUR|45VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
1205	61532 21142	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	12CGEN|35DUR|45VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
1206	61532 21143	   	155.56	DCR|2VULN|1AART|1DMG|2DUR	12CGEN|35DUR|45VULN|5BPWR|6aERES|7RCR|8DMG|9AART
1207	62243 52441	   	155.54	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5DMG|6RCR|7aCDMG|8AART|9DUST
1208	23263 52332	   	155.52	DCR|4VULN|1AART	1LSRICY|248aVULN|3LHND|5BEXP|6RCR|7CGEN|9AART
1209	23334 41332	   	155.52	DCR|4VULN|1AART	1LSRICY|238aVULN|4CGEN|5LHND|6RCR|7BEXP|9AART
1210	65115 23212	   	155.51	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6MLV|7AART|8RCR|aZMB
1211	13433 31243	   	155.49	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1LWND|29VULN|37ZMB|4RCR|5LIT|6FLTHEA|8DMG|aDUR
1212	13433 31221	   	155.49	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1LWND|2aVULN|37ZMB|4RCR|5LIT|6FLTHEA|8DMG|9DUR
1213	16131 31251	   	155.48	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	18LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7DMG|9DUR|aCDMG
1214	23234 45333	   	155.48	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|28VULN|3LHND|4ZMB|5RCR|6RCVC|7DUR|9AART|aCDMG
1215	21322 74617	   	155.47	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9DUST|aCDMG
1216	21322 74627	   	155.47	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8AART|9LEGI|aCDMG
1217	23262 53341	   	155.46	DCR|3VULN|2DMG	1aLSRICY|24aVULN|39LHND|57FEWX|6RCR|8aDMG|aBPWR
1218	41132 21142	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4MLV|7RCR|8DMG|9AART|aDUST
1219	41142 21141	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4ERES|7RCR|8DMG|9AART|aFEWX
1220	41142 21143	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4ERES|7RCR|8DMG|9AART|aCGEN
1221	43332 21142	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4MLV|7RCR|8DMG|9AART|aDUST
1222	43362 21141	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4TLV|7RCR|8DMG|9AART|aFEWX
1223	43362 21143	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4TLV|7RCR|8DMG|9AART|aCGEN
1224	53142 21142	   	155.46	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|36VULN|4ERES|7RCR|8DMG|9AART|aDUST
1225	23424 32522	   	155.45	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3MLV|4RCR|5ZMB|67CGEN|8AART|aDMG
1226	65115 33212	   	155.41	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6TLV|7AART|8RCR|aZMB
1227	16131 31651	   	155.38	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|58DUST|6AART|7DMG|9DUR|aCDMG
1228	13551 26322	   	155.38	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LEGI|5LHND|7AART|8DMG|9RCR|aRMIN
1229	23362 62335	   	155.38	DCR|3VULN|1AART|1DMG	1LSRICY|238VULN|4DUST|5FEWX|6RPLT|7AART|9RCR|aDMG
1230	23363 62335	   	155.38	DCR|3VULN|1AART|1DMG	1LSRICY|238VULN|4DUST|5BEXP|6RPLT|7AART|9RCR|aDMG
1231	23424 35333	   	155.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|28VULN|3MLV|4RCR|5ZMB|6CGEN|7DUR|9AART|aCDMG
1232	13431 42511	   	155.37	ACR|2VULN|2DMG|1ZMB|1DUR	1LWND|28VULN|3ZMB|4RCR|5DUST|6MBVNT|7aDMG|9DUR
1233	23362 53331	   	155.36	DCR|3VULN|2DMG	1aLSRICY|23aVULN|4DUST|57FEWX|6RCR|8aDMG|9DMSP|aBPWR
1234	41142 21142	   	155.36	DCR|2VULN|1AART|1DMG|2DUR	15DUR|2TLV|36VULN|4ERES|7RCR|8DMG|9AART|aDUST
1235	43362 21142	   	155.36	DCR|2VULN|1AART|1DMG|2DUR	15DUR|26VULN|3ERES|4TLV|7RCR|8DMG|9AART|aDUST
1236	21322 74718	   	155.32	DCR|4VULN|1AART	1LSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8TLV|9AART
1237	62242 21581	   	155.30	DCR|2VULN|2AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|49VULN|57AART|6LIT|8RCR|aCDMG
1238	32443 33613	   	155.28	DCR|2DMG|1AART|1VULN|2ZMB	1BEXP|2BELT|35ZMB|45DMG|5BPWR|6MLV|7DUST|8RCR|9VULN|aAART
1239	13551 26323	   	155.28	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3LEGI|5LHND|7AART|8DMG|9RCR|aTLV
1240	13432 53333	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17LWND|28VULN|3ZMB|4RCR|5LSRREG|6DUR|9AART|aCDMG
1241	22524 35333	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|38VULN|4RCR|5ZMB|6CGEN|7DUR|9AART|aCDMG
1242	13431 23161	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|28VULN|3ZMB|4RCR|5DUST|6BELT|7CDMG|9AART|aASPD
1243	22223 11212	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|5CDMG|67VULN|8DUR|9AART|aZMB
1244	22223 15312	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|5CDMG|68VULN|7DUR|9AART|aZMB
1245	22223 31312	   	155.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|5CDMG|6DUR|78VULN|9AART|aZMB
1246	62243 48174	   	155.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18CGEN|2MBVNT|3ASPD|49VULN|5DMG|6ZMB|7AART|aRCR
1247	62243 48184	   	155.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	18CGEN|2MBVNT|3ASPD|4VULN|59DMG|6ZMB|7AART|aRCR
1248	42152 52111	   	155.27	DCR|3VULN|1AART|3DUR	167DUR|2FEWX|37LWND|47aVULN|5AART|7BPWR|8RCR|9LIT
1249	42152 52132	   	155.27	DCR|3VULN|1AART|3DUR	167DUR|2FEWX|37LWND|47aVULN|5AART|7BPWR|8RCR|9CGEN
1250	26325 15213	   	155.21	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LSRICY|2LHND|3CGEN|4RCR|5AART|6ZMB|7DMG|8RCVC|9VULN|aCDMG
1251	62212 44483	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|689VULN|7RCR|aMLV
1252	62212 44484	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1aCGEN|2MBVNT|3ASPD|4DUR|5AART|689VULN|7RCR
1253	62212 44485	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|689VULN|7RCR|aBEXP
1254	62212 44486	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|689VULN|7RCR|aLIT
1255	62242 64483	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|489VULN|5AART|6DUR|7RCR|aMLV
1256	62242 64484	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1aCGEN|2MBVNT|3ASPD|489VULN|5AART|6DUR|7RCR
1257	21322 74815	   	155.19	DCR|3VULN|1AART|1DUR|1ASPD	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8ASPD|9AART|aDUR
1258	23331 45334	   	155.19	DCR|3VULN|1AART|1ASPD|1DUR	1LSRICY|238VULN|4CGEN|5DUST|6RCR|7DUR|9AART|aASPD
1259	43123 63315	   	155.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2VULN|36LHND|47ASPD|5AART|8DMG|9CDMG|aRCR
1260	13433 31562	 * 	155.17	ACR|3ZMB|1AART|1VULN|1FLTHEA|1ASPD	1LWND|2VULN|378ZMB|4RCR|5LIT|6FLTHEA|9AART|aASPD
1261	64531 23211	   	155.16	DCR|2VULN|2DMG|1CDMG	1CGEN|2BELT|3CDMG|45VULN|6RCR|7aDMG|8RCVC|9LHND
1262	64531 23221	   	155.16	DCR|2VULN|2DMG|1CDMG	1CGEN|2BELT|3CDMG|45VULN|6RCR|7aDMG|8RCVC|9LWND
1263	23311 41156	   	155.16	DCR|3VULN|2DMG	1LSRICY|238VULN|4LSRHEA|5BEXP|6RCR|7CGEN|9aDMG
1264	23311 41256	   	155.16	DCR|3VULN|2DMG	1LSRICY|239VULN|4LSRHEA|5BEXP|6RCR|7CGEN|8aDMG
1265	13432 55232	   	155.16	ACR|2VULN|1AART|2DUR|1ZMB|1ASPD	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68DUR|7AART|8BPWR|9TLV|aASPD
1266	55131 22363	   	155.14	ACR|4VULN|1AART	1MLV|2369VULN|4RCR|5RMIN|7RCVC|8BELT|aAART
1267	16152 21126	 * 	155.14	DCR|3VULN|3ASPD|1DMG	1LWND|25aASPD|345VULN|5BPWR|6ERES|7RCR|8DMG|9CGEN
1268	66111 12251	   	155.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|4MLV|5DMG|6FEWX|78aVULN|9RCR
1269	23425 15222	   	155.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aDUST
1270	23425 15223	   	155.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aERES
1271	24615 21322	   	155.11	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LSRICY|2AART|3CGEN|4DMG|5RCR|6RCVC|7CDMG|8ZMB|9VULN|aDUST
1272	24615 21323	   	155.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2AART|3CGEN|4DMG|5RCR|6RCVC|7CDMG|8ZMB|9VULN|aERES
1273	62212 44481	   	155.09	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|4DUR|5AART|689VULN|7RCR|aLEGI
1274	62242 64481	   	155.09	DCR|3VULN|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3ASPD|489VULN|5AART|6DUR|7RCR|aLEGI
1275	23262 52333	   	155.07	DCR|3VULN|1AART|1CDMG	1LSRICY|248VULN|3LHND|5FEWX|6RCR|7CGEN|9AART|aCDMG
1276	64531 23232	   	155.06	DCR|2VULN|2DMG|1CDMG	1CGEN|2BELT|3CDMG|45VULN|6RCR|7aDMG|8RCVC|9TLV
1277	13411 51211	   	155.05	DCR|2VULN|3ZMB|1DMG|1DUR	14LWND|26VULN|368ZMB|5RMIN|6BPWR|7RCR|9DUR|aDMG
1278	56523 32333	   	155.03	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART|aMGNSTR
1279	56111 12251	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3CDMG|4TLV|5DMG|6FEWX|78aVULN|9RCR
1280	66111 22251	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3CDMG|4MLV|5DMG|6DUST|78aVULN|9RCR
1281	21153 74438	   	155.02	DCR|4VULN|1AART	189LSRICY|2RPLT|3DMSP|4789VULN|5MBVNT|6RCR|89BPWR|aAART
1282	21323 74438	   	155.02	DCR|4VULN|1AART	189LSRICY|25RPLT|3MBVNT|4789VULN|6RCR|89BPWR|aAART
1283	22525 15222	   	155.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aDUST
1284	22525 15223	   	155.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|9CDMG|aERES
1285	24615 22424	   	154.99	ACR|2DMG|1AART|1VULN|1DUR	1LSRICY|2AART|3CGEN|49DMG|5RCR|6RCVC|7MBVNT|8DUR|aVULN
1286	21322 74547	   	154.97	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8FEWX|9AART|aCDMG
1287	23331 44333	   	154.97	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4CGEN|5DUST|6RCR|7LWND|9AART|aCDMG
1288	23366 52333	   	154.97	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4DUST|5LHND|6RCR|7CGEN|9AART|aCDMG
1289	13412 21211	   	154.95	DCR|2VULN|3ZMB|1DMG|1DUR	14LWND|25VULN|358ZMB|5BPWR|6ERES|7RCR|9DUR|aDMG
1290	56523 32331	   	154.93	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FLTHEA|5DMG|6VULN|7CGEN|8RCR|9AART|aMBVNT
1291	56111 22251	   	154.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3CDMG|4TLV|5DMG|6DUST|78aVULN|9RCR
1292	21322 74414	   	154.92	DCR|4VULN|1AART	18LSRICY|2RPLT|3MBVNT|4578VULN|6RCR|8BPWR|9CGEN|aAART
1293	23343 74414	   	154.92	DCR|4VULN|1AART	18LSRICY|2378VULN|4RPLT|5MBVNT|6RCR|8BPWR|9CGEN|aAART
1294	24215 22424	   	154.89	ACR|2DMG|1AART|1VULN|1DUR	1LSRICY|2AART|3ERES|49DMG|5RCR|6RCVC|7MBVNT|8DUR|aVULN
1295	16132 55323	   	154.88	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3VULN|4RCR|5LSRREG|6DUR|7AART|8MLV|9DMG|aCDMG
1296	24611 22232	   	154.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRICY|28AART|3CGEN|4DMG|5VULN|6ASPD|7CDMG|9LWND|aRCR
1297	24611 22252	   	154.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRICY|28AART|3CGEN|4DMG|5VULN|6ASPD|7CDMG|9BEXP|aRCR
1298	24611 26232	   	154.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRICY|27AART|3CGEN|4DMG|5VULN|6ASPD|8CDMG|9LWND|aRCR
1299	24613 26222	   	154.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRICY|27AART|3CGEN|4DMG|5FEWX|6ASPD|8CDMG|9VULN|aRCR
1300	24614 22222	   	154.87	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRICY|28AART|3CGEN|4DMG|5LHND|6ASPD|7CDMG|9VULN|aRCR
1301	23365 52333	   	154.87	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4DUST|5LEGI|6RCR|7CGEN|9AART|aCDMG
1302	24361 14321	   	154.86	DCR|2VULN|1AART|2ASPD|1FLTHEA	1LSRICY|2AART|35LIT|45ASPD|5BPWR|69VULN|7RCR|8RMIN|aFLTHEA
1303	16135 31431	 * 	154.86	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LWND|2ASPD|3VULN|4RCR|5BEXP|6AART|7DMG|8TLV|9aCDMG
1304	43133 51212	   	154.85	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2aVULN|3LHND|4MLV|5AART|6aASPD|7ZMB|8RCR|9aTLV|aBPWR
1305	43233 51212	   	154.85	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2aVULN|3BEXP|4MLV|5AART|6aASPD|7ZMB|8RCR|9aTLV|aBPWR
1306	43633 51212	   	154.85	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2aVULN|3LWND|4MLV|5AART|6aASPD|7ZMB|8RCR|9aTLV|aBPWR
1307	23234 61421	   	154.85	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRICY|2VULN|3LHND|4ZMB|5RCR|6ASPD|7LIT|8CDMG|9DMG|aAART
