0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
1160	63422 31633	   	155.22	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|69DMG|7FEWX|aMLV
1161	63422 33633	   	155.22	ACR|2DMG|1AART|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|69DMG|7BEXP|aMLV
1162	31284 31364	   	155.21	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6aAART|7VULN|8LHND|9DMG
1163	31284 31464	   	155.21	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6aAART|7VULN|8LWND|9DMG
1164	31284 34164	   	155.21	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6aAART|7LWND|8VULN|9DMG
1165	31623 52613	   	155.21	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3DLOT|4MLV|5ZMB|6aAART|7VULN|8LWND|9DMG
1166	31284 34647	   	155.21	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|68AART|7LWND|9VULN|aDMG
1167	35161 31123	   	155.16	DCR|3VULN|2DMG	1LIT|2CGEN|3aDMG|479VULN|5LHND|6RCR|8MBVNT
1168	35161 31173	   	155.16	DCR|3DMG|2VULN	1LIT|2CGEN|39aDMG|47VULN|5LHND|6RCR|8MBVNT
1169	35161 32423	   	155.16	DCR|3VULN|2DMG	1LIT|2CGEN|3aDMG|489VULN|5LHND|6RCR|7DUST
1170	35461 31123	   	155.16	DCR|3VULN|2DMG	1LIT|2CGEN|379VULN|4aDMG|5LHND|6RCR|8MBVNT
1171	31334 16682	   	155.16	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|7ZMB|89DMG|aASPD
1172	31248 13773	   	155.15	ACR|3DMG|1VULN|2ZMB	1LIT|2RCR|3MBVNT|4LEGI|56ZMB|7VULN|89aDMG
1173	63322 25133	   	155.12	ACR|2VULN|1AART|2DUR|1ZMB	1RCVC|2AART|3CGEN|4RCR|56DUR|7ERES|8aVULN|9ZMB
1174	23141 21534	   	155.09	ACR|3VULN|1AART|2ASPD	16aLWND|2AART|3RPLT|46ASPD|5RCR|6aBPWR|79aVULN|8aBEXP
1175	51113 26113	   	155.07	DCR|3VULN|1AART|2ASPD	1aASPD|2BEXP|3aLIT|4CGEN|5AART|6ERES|7RCR|89aVULN|aBPWR
1176	51113 46113	   	155.07	DCR|3VULN|1AART|2ASPD	1aASPD|2BEXP|3aLIT|4CGEN|5AART|6TLV|7RCR|89aVULN|aBPWR
1177	53313 26113	   	155.07	DCR|3VULN|1AART|2ASPD	1aASPD|2CGEN|3aLIT|4BEXP|5AART|6ERES|7RCR|89aVULN|aBPWR
1178	53313 46113	   	155.07	DCR|3VULN|1AART|2ASPD	1aASPD|2CGEN|3aLIT|4BEXP|5AART|6TLV|7RCR|89aVULN|aBPWR
1179	63321 31515	   	155.05	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1RCVC|2AART|3CGEN|4RCR|5VULN|6LHND|7FEWX|8DMG|9ASPD|aCDMG
1180	63321 32515	   	155.05	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1RCVC|2AART|3CGEN|4RCR|5VULN|6LHND|7BEXP|8DMG|9ASPD|aCDMG
1181	33234 26314	   	155.05	DCR|2DMG|3ZMB|1VULN|1ASPD	129LIT|36DMG|456ZMB|6BPWR|7RCR|8VULN|aASPD
1182	33234 26341	   	155.05	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8VULN|9DUR|aLHND
1183	33234 26361	   	155.05	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8VULN|9RMIN|aDUR
1184	31254 17424	   	155.03	ACR|3VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6CDMG|7DUR|89aVULN
1185	63422 42231	 * 	155.02	ACR|3ZMB|1AART|1DMG|2DUR	1RCVC|2AART|36aZMB|4RCR|56DUR|6BPWR|7BEXP|8ERES|9DMG
1186	63311 51224	   	155.00	DCR|2AART|1VULN|2CDMG|1DUR|2RCVC	15RCVC|26AART|3CGEN|48CDMG|7RCR|9DUR|aVULN
1187	23135 45322	   	154.99	ACR|3VULN|1AART|1CDMG	19LWND|2AART|3RPLT|4AIRHEL|5RCR|69CGEN|789VULN|9BPWR|aCDMG
1188	33234 26122	   	154.95	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8MBVNT|9VULN|aDUR
1189	33234 26343	   	154.95	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8VULN|9DUR|aLEGI
1190	33234 26622	   	154.95	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|36DMG|456ZMB|6BPWR|7RCR|8DUST|9VULN|aDUR
1191	34234 26122	   	154.95	DCR|2DMG|3ZMB|1VULN|1DUR	12LIT|26BPWR|36DMG|456ZMB|7RCR|8MBVNT|9VULN|aDUR
1192	31284 31173	   	154.93	ACR|2VULN|1AART|1FLTHEA|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|78VULN|9BEXP|aFLTHEA
1193	31284 36374	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7MGNLIT|8CDMG|9aVULN
1194	31228 62442	 * 	154.93	ACR|2VULN|1AART|3DUR|1ZMB	1LIT|2RCR|3MBVNT|467DUR|5ZMB|89VULN|aAART
1195	63212 34781	 * 	154.93	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	1RCVC|2AART|3aASPD|4MBVNT|58DUR|6DMG|7VULN|9RCR
1196	23215 22615	   	154.92	DCR|2VULN|1AART|1CDMG|1ZMB	1LWND|2AART|3DUST|4BEXP|5RCVC|6CDMG|7RCR|89VULN|aZMB
1197	63422 43231	   	154.92	ACR|3ZMB|1AART|1DMG|2DUR	1RCVC|2AART|36aZMB|4RCR|56DUR|6BPWR|7DUST|8ERES|9DMG
1198	31542 23421	   	154.90	ACR|3DMG|1VULN|1ZMB	178LIT|2RCR|378LWND|4RCVC|5LEGI|678DMG|78BPWR|9ZMB|aVULN
1199	23141 21134	   	154.89	ACR|3VULN|1AART|2ASPD	16aLWND|2AART|3RPLT|46ASPD|5RCR|6aBPWR|79aVULN|8aDUST
1200	31223 54178	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3MBVNT|4DUR|5LHND|68VULN|7CGEN|9DMG|aAART
1201	31451 33163	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4FEWX|5LWND|6DUR|78VULN|9DMG|aAART
1202	53532 11211	   	154.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|25CGEN|35VULN|4RCR|5BPWR|6MLV|7LHND|8CDMG|9ZMB|aAART
1203	23635 41311	 * 	154.86	DCR|2VULN|1AART|1CDMG|1FLTHEA	1LWND|2AART|3CGEN|4CDMG|5aVULN|6FLTHEA|7RCR|8LIT|9RPLT
1204	23141 61252	   	154.86	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6aCDMG|7DMG|8DUST|9VULN
1205	31333 16636	   	154.83	ACR|2DMG|1AART|1CDMG|1ZMB	1LIT|2RCR|3RPLT|4MBVNT|5LEGI|6AART|7ZMB|8aDMG|9CDMG
1206	23141 21635	   	154.79	ACR|2VULN|1AART|2ASPD|1CDMG	16LWND|2AART|3RPLT|46ASPD|5RCR|6BPWR|7aVULN|8RCVC|9CDMG
1207	15413 35343	   	154.79	ACR|3VULN|1AART|1CDMG	1CGEN|28LWND|3CDMG|4RCR|59aVULN|6AART|7MBVNT
1208	21413 35343	   	154.79	ACR|3VULN|1AART|1CDMG	18LWND|2CGEN|3CDMG|4RCR|59aVULN|6AART|7MBVNT
1209	21413 35543	   	154.79	ACR|3VULN|1AART|1CDMG	1LWND|28CGEN|3CDMG|4RCR|59aVULN|6AART|7MBVNT
1210	31133 46123	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3DUST|4LWND|5LEGI|68VULN|7DMG|9ASPD|aAART
1211	31414 21334	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3ERES|4CGEN|5ASPD|68VULN|7DMG|9NUKE|aAART
1212	31414 23334	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3ERES|4CGEN|5ASPD|68VULN|7TLV|9DMG|aAART
1213	53532 31211	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|25CGEN|35VULN|4RCR|5BPWR|6TLV|7LHND|8CDMG|9ZMB|aAART
1214	53532 42211	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|25CGEN|35VULN|4RCR|5BPWR|6LWND|7ERES|8CDMG|9ZMB|aAART
1215	53533 14211	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|37VULN|4RCR|5CDMG|6LWND|8MLV|9ZMB|aAART
1216	55413 13311	   	154.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2LWND|3CDMG|4RCR|58VULN|6LHND|7DMSP|9ZMB|aAART
1217	31336 13487	   	154.77	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LIT|2RCR|3RPLT|4MBVNT|5CDMG|6ZMB|7SELL|8VULN|9DMG|aAART
1218	31521 21323	   	154.76	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|36LWND|46DUR|5RMIN|6BPWR|7aDMG|89VULN
1219	31274 32681	   	154.72	ACR|2DMG|1AART|2DUR|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6RPLT|7aDUR|89DMG
1220	31274 41213	   	154.72	ACR|2VULN|1AART|2DUR|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|79VULN|8aDUR
1221	31274 43113	   	154.72	ACR|2VULN|1AART|2DUR|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7aDUR|89VULN
1222	31274 41133	   	154.72	ACR|2VULN|1AART|2DUR|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|78VULN|9aDUR
1223	41241 22233	   	154.68	DCR|3VULN|1AART|1DMG	157ERES|2BEXP|3FEWX|45aVULN|5BPWR|6DMG|8AART|9RCR
1224	31227 21486	 * 	154.67	ACR|3DMG|2ASPD|1CDMG|1DUR	159LIT|2RCR|3MBVNT|4DUR|679DMG|89ASPD|9BPWR|aCDMG
1225	31258 22524	   	154.65	ACR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5BEXP|6DMG|7FLTHEA|8ASPD|9AART|aVULN
1226	31281 27164	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5LHND|6ZMB|7aAART|8VULN|9DMG
1227	31234 27646	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	15LIT|2RCR|3MBVNT|4LWND|6DMG|78AART|9VULN|aZMB
1228	31238 27164	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6DMSP|7aAART|8VULN|9DMG
1229	31284 27364	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6VULN|7aAART|8LHND|9DMG
1230	31284 27464	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6VULN|7aAART|8LWND|9DMG
1231	63423 13411	   	154.58	ACR|2AART|1VULN|2ZMB|1DUR|1ASPD	1RCVC|25AART|36ZMB|4RCR|7DUR|8ASPD|9LHND|aVULN
1232	63423 13421	   	154.58	ACR|2AART|1VULN|2ZMB|1ASPD|1DUR	1RCVC|25AART|36ZMB|4RCR|7DUR|8ASPD|9BEXP|aVULN
1233	63324 11143	   	154.58	ACR|2AART|1VULN|2ZMB|1DUR|1ASPD	1RCVC|25AART|3CGEN|4RCR|69ZMB|7ASPD|8VULN|aDUR
1234	23216 25325	   	154.56	DCR|3VULN|2AART	1LWND|28AART|3DUST|49BEXP|56aVULN|7RCR
1235	23216 25335	   	154.56	DCR|3VULN|2AART	1LWND|28AART|3DUST|4BEXP|56aVULN|7RCR|9DMSP
1236	31121 21323	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|36DUST|46DUR|5RMIN|6BPWR|7aDMG|89VULN
1237	31121 51323	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3DUST|46DUR|5RMIN|7aDMG|89VULN
1238	31123 46112	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3DUST|49DUR|5LHND|68VULN|7aDMG
1239	31214 33723	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3MBVNT|4CGEN|56DUR|79VULN|8aDMG
1240	31223 18572	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3MBVNT|46DUR|5LHND|78VULN|9aDMG
1241	31522 31323	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3LWND|46DUR|5TLV|7aDMG|89VULN
1242	31523 46112	   	154.56	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3LWND|49DUR|5LEGI|68VULN|7aDMG
1243	31166 61333	   	154.55	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR	19LIT|2RCR|3DUST|4AART|5BEXP|6VULN|7DMG|8DUR|aFLTHEA
1244	15535 32111	   	154.54	ACR|1AART|1DMG|1VULN|1CDMG|2DUR	1CGEN|2LWND|3aDUR|4RCR|5AART|6DMG|7CDMG|8LHND|9VULN
1245	21535 32111	   	154.54	ACR|1AART|1DMG|1VULN|1CDMG|2DUR	1LWND|2CGEN|3aDUR|4RCR|5AART|6DMG|7CDMG|8LHND|9VULN
1246	63316 13334	   	154.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2AART|3CGEN|4CDMG|5BEXP|6DUR|7RCR|8ERES|9VULN|aDMG
1247	31141 23663	   	154.50	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3DUST|4RCVC|5LHND|6ZMB|7VULN|89aDMG
1248	31251 23773	   	154.50	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5LHND|6ZMB|7VULN|89aDMG
1249	31254 21283	   	154.50	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|79aDMG|8FEWX
1250	31254 21573	   	154.50	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|79aDMG|8LHND
1251	63243 32343	   	154.49	DCR|2AART|2VULN|1ASPD|1DUR	1RCVC|25AART|3ASPD|4BEXP|6CGEN|7aVULN|8RCR|9DUR
1252	63633 32343	   	154.49	DCR|2AART|2VULN|1ASPD|1DUR	1RCVC|25AART|3FEWX|4ASPD|6CGEN|7aVULN|8RCR|9DUR
1253	63321 23213	   	154.48	ACR|3VULN|1AART|1DUR	1RCVC|2AART|3CGEN|4RCR|59aVULN|6DUR|7DMSP|8ERES
1254	23216 25115	   	154.46	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2AART|3DUST|48BEXP|56VULN|7RCR|9ASPD|aDMG
1255	23635 32233	   	154.46	DCR|2VULN|1AART|2CDMG|1ASPD	1LWND|2AART|3CGEN|49CDMG|5aVULN|6RMIN|7RCR|8ASPD
1256	23616 26113	   	154.46	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3CGEN|4LIT|5DMG|6ERES|7RCR|89VULN|aDUR
1257	31122 31323	   	154.46	ACR|2VULN|2DMG|2DUR	1LIT|2RCR|3DUST|46DUR|5TLV|7aDMG|89VULN
1258	31272 41266	   	154.45	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR	16LIT|2RCR|3MBVNT|4AART|5TLV|7VULN|8DUR|9DMG|aFLTHEA
1259	31272 43166	   	154.45	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR	16LIT|2RCR|3MBVNT|4AART|5TLV|7DUR|8VULN|9DMG|aFLTHEA
1260	31272 47316	   	154.45	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR	16LIT|2RCR|3MBVNT|4AART|5TLV|7DMG|8DUR|9VULN|aFLTHEA
1261	31273 23166	   	154.45	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR	15LIT|2RCR|3MBVNT|4AART|6ERES|7DUR|8VULN|9DMG|aFLTHEA
1262	31436 11231	   	154.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7DUST|8BEXP|9VULN|aDUR
1263	31436 11331	   	154.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7DUST|8LHND|9VULN|aDUR
1264	31436 11431	   	154.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7DUST|8FEWX|9VULN|aDUR
1265	31436 11531	   	154.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7DUST|8LWND|9VULN|aDUR
1266	31436 12611	   	154.45	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7BEXP|8VULN|9DUST|aDUR
1267	23144 71342	   	154.44	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD	1LWND|2AART|3RPLT|4ASPD|5MBVNT|6aCDMG|7DMG|8RCR|9VULN
1268	63324 13114	   	154.44	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|89VULN|aFEWX
1269	63324 13116	   	154.44	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|89VULN|aRMIN
1270	63324 13125	   	154.44	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|8aVULN|9BEXP
1271	63324 13135	   	154.44	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|8aVULN|9RMIN
1272	35113 32312	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4aBEXP|5AART|69VULN|7ZMB|8RCR
1273	35113 32313	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4BEXP|5AART|69VULN|7ZMB|8RCR|aLSRICY
1274	35113 32314	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4BEXP|5AART|69VULN|7ZMB|8RCR|aLWND
1275	35113 32315	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4BEXP|5AART|69VULN|7ZMB|8RCR|aFEWX
1276	35113 32316	   	154.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2aCGEN|3DMG|4BEXP|5AART|69VULN|7ZMB|8RCR
1277	63213 76344	   	154.42	DCR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7ERES|8RCR|9CDMG|aZMB
1278	31126 21365	   	154.41	ACR|2DMG|2AART|1DUR|1ASPD	15LIT|2RCR|3DUST|4DUR|67DMG|89AART|aASPD
1279	31227 21376	   	154.41	ACR|2DMG|2AART|1DUR|1ASPD	15LIT|2RCR|3MBVNT|4DUR|67DMG|89AART|aASPD
1280	31254 21473	   	154.40	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|79aDMG|8LEGI
1281	31254 21783	   	154.40	ACR|3DMG|1VULN|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|79aDMG|8DUST
1282	63233 32343	   	154.39	DCR|2AART|2VULN|1ASPD|1DUR	1RCVC|25AART|3ASPD|4DUST|6CGEN|7aVULN|8RCR|9DUR
1283	23263 35513	   	154.39	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LWND|2AART|3DUST|4ERES|5LEGI|6DMG|7RCR|8CDMG|9VULN|aZMB
1284	31258 21512	   	154.38	ACR|3DMG|1AART|1DUR	18LIT|2RCR|3MBVNT|4RCVC|58BEXP|678DMG|8BPWR|9AART|aDUR
1285	63213 73251	   	154.37	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6DMG|7AIRHEL|8DUR|9RCR|aVULN
1286	15413 13263	   	154.36	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1CGEN|2LWND|39CDMG|4RCR|5VULN|6LHND|7AART|8DUR|aDMG
1287	21413 13263	   	154.36	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1LWND|2CGEN|39CDMG|4RCR|5VULN|6LHND|7AART|8DUR|aDMG
1288	21413 13535	   	154.36	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1LWND|2CGEN|38CDMG|4RCR|5VULN|6LHND|7AART|9DMG|aDUR
1289	31264 22524	   	154.35	ACR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1LIT|2RCR|3MBVNT|4BEXP|5RCVC|6DMG|7FLTHEA|8ASPD|9AART|aVULN
1290	31436 11131	   	154.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6CDMG|7DUST|8LEGI|9VULN|aDUR
1291	63423 63333	   	154.34	ACR|2AART|2DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|69DMG|7LWND|8DUST|aMLV
1292	63324 13111	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|89VULN|aTLV
1293	63324 13112	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|89VULN|aERES
1294	63324 13115	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|89VULN|aDUST
1295	63324 13163	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|8aVULN|9ERES
1296	63324 13315	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7LWND|8DUST|9aVULN
1297	63324 15123	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7ERES|8aVULN|9BEXP
1298	63324 15133	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3CGEN|4RCR|6ZMB|7ERES|8aVULN|9RMIN
1299	63423 22215	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7BEXP|8ERES|9aVULN
1300	63423 25111	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7CGEN|89VULN|aTLV
1301	63423 25112	   	154.34	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7CGEN|89VULN|aERES
1302	31284 31184	   	154.34	ACR|2VULN|2AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6aAART|78VULN|9RCVC
1303	31284 27173	   	154.33	ACR|2VULN|1AART|1FLTHEA|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|68VULN|7AART|9BEXP|aFLTHEA
1304	63253 24313	   	154.33	DCR|3VULN|1AART|1ASPD|2RCVC	15RCVC|2AART|3ASPD|49aVULN|6TLV|7FEWX|8RCR
1305	25211 71513	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2FEWX|3DMG|4CGEN|5MBVNT|6aVULN|7RCR|8ZMB|9AART
1306	35123 32312	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4DUST|5AART|69VULN|7ZMB|8RCR|aBEXP
1307	35123 32314	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4DUST|5AART|69VULN|7ZMB|8RCR|aLWND
1308	35123 32315	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2CGEN|3DMG|4DUST|5AART|69VULN|7ZMB|8RCR|aFEWX
1309	35123 32316	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2aCGEN|3DMG|4DUST|5AART|69VULN|7ZMB|8RCR
1310	11534 13262	   	154.32	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2BEXP|35AART|4CDMG|6DUR|7RCR|8RCVC|9VULN|aZMB
1311	63233 22345	   	154.29	DCR|2AART|2VULN|1DUR|1ASPD	1RCVC|25AART|3ASPD|4DUST|6TLV|7aVULN|8RCR|9DUR
1312	51531 11336	   	154.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2BEXP|3AART|4CDMG|5DLOT|6VULN|7RCVC|8DUR|9RCR|aDMG
1313	53532 51311	   	154.26	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|25CGEN|358VULN|4RCR|5BPWR|6BEXP|7ZMB|9CDMG|aDUR
1314	15423 31315	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2LWND|3CDMG|4DUR|59VULN|6AART|7TLV|8RCR|aZMB
1315	21423 31315	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2CGEN|3CDMG|4DUR|59VULN|6AART|7TLV|8RCR|aZMB
1316	31255 31364	   	154.25	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6aAART|7VULN|8LHND|9DMG
1317	31255 31464	   	154.25	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6aAART|7VULN|8LWND|9DMG
1318	31255 34164	   	154.25	ACR|2AART|1VULN|1DMG|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ASPD|6aAART|7LWND|8VULN|9DMG
1319	63633 62231	   	154.24	DCR|2AART|1VULN|1DMG|2ASPD	1RCVC|25AART|3FEWX|4aASPD|6DMG|7VULN|8LWND|9RCR
1320	63423 21361	   	154.24	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7BASHEA|8ERES|9aVULN
1321	63423 23215	   	154.24	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6LWND|7DUST|8ERES|9aVULN
1322	63423 32215	   	154.24	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DUST|7FEWX|8ERES|9aVULN
1323	63423 35111	   	154.24	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DUST|7CGEN|89VULN|aTLV
1324	63423 35112	   	154.24	ACR|2AART|2VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DUST|7CGEN|89VULN|aERES
