0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
1118	13242 11663	 * 	156.95	ACR|4VULN|2CDMG|2ZMB|1DUR|1MSE	1RCVC|2RCR|3aZMB|479aVULN|5DUR|6MSE|8aCDMG|aBPWR
1119	13661 23332	 * 	156.95	ACR|2AART|1DMG|1FLTHEA|1ASPD|1DUR	18RCVC|2RCR|3BELT|4DUR|5ASPD|6DMG|79AART|aFLTHEA
1120	13661 23333	   	156.95	ACR|2AART|1DMG|1CDMG|1ASPD|1DUR	18RCVC|2RCR|3BELT|4DUR|5ASPD|6DMG|79AART|aCDMG
1121	13211 35543	   	156.94	ACR|2VULN|1AART|2ASPD|1ZMB	1RCVC|2RCR|3ZMB|46ASPD|5CANHEL|7aVULN|8ERES|9AART
1122	13244 26412	   	156.94	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|48VULN|5NUKE|6CDMG|7MBVNT|9AART|aDUST
1123	62231 21132	   	156.92	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1FEWX|2DMG|3LWND|4SELL|5ZMB|6aVULN|7ASPD|8AART|9RCR
1124	62231 21133	   	156.92	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1FEWX|2aDMG|3LWND|4SELL|5ZMB|6VULN|7ASPD|8AART|9RCR
1125	62242 21132	   	156.92	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1FEWX|2DMG|3LWND|4ZMB|5SELL|6aVULN|7ASPD|8AART|9RCR
1126	62242 21133	   	156.92	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1FEWX|2aDMG|3LWND|4ZMB|5SELL|6VULN|7ASPD|8AART|9RCR
1127	64412 21132	   	156.92	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1FEWX|2ZMB|3DMG|4LWND|5SELL|6aVULN|7ASPD|8AART|9RCR
1128	64412 21133	   	156.92	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1FEWX|2ZMB|3aDMG|4LWND|5SELL|6VULN|7ASPD|8AART|9RCR
1129	15112 22133	   	156.87	ACR|3VULN|2ASPD|1CDMG|2DUR	1RCVC|27aVULN|3aDUR|46LWND|5RCR|8CDMG|9aASPD|aBPWR
1130	13245 23513	   	156.86	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2RCR|3aZMB|4VULN|5RPLT|6DUR|7DMG|8MLV|9AART
1131	13631 23165	   	156.85	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8VULN|9MGNSTR|aCDMG
1132	13653 21521	   	156.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3BELT|4FEWX|5VULN|6DMG|7AART|8DUR|9BEXP|aCDMG
1133	13626 34132	   	156.84	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3BELT|47LIT|57CGEN|67VULN|7BPWR|8CDMG|9ZMB|aAART
1134	13123 63115	   	156.82	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1aRCVC|2RCR|36FEWX|4DMG|5ASPD|7VULN|8CDMG|9AART
1135	13214 22261	   	156.78	ACR|1AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1RCVC|2RCR|36ZMB|4ASPD|5BEXP|7CDMG|8DUR|9VULN|aAART
1136	13245 23213	   	156.76	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1RCVC|2RCR|3aZMB|4VULN|5RPLT|6DUR|7DMG|8ERES|9AART
1137	13615 23123	   	156.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3BELT|4LHND|5NUKE|6DMG|7AART|8VULN|9ASPD|aCDMG
1138	13631 23643	   	156.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|7AART|8NUKE|9VULN|aCDMG
1139	13643 21511	   	156.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3BELT|4BEXP|5VULN|6DMG|7AART|8DUR|9DUST|aCDMG
1140	13653 21511	   	156.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3BELT|4FEWX|5VULN|6DMG|7AART|8DUR|9DUST|aCDMG
1141	13661 23136	   	156.75	ACR|1AART|1VULN|1DMG|2ASPD|1DUR	1RCVC|2RCR|3BELT|4DUR|5aASPD|6DMG|7AART|8VULN|9LIT
1142	13661 23421	   	156.75	ACR|1AART|1VULN|1DMG|2ASPD|1DUR	1RCVC|2RCR|3BELT|4DUR|59ASPD|6DMG|7AART|8CGEN|aVULN
1143	13515 13216	   	156.75	ACR|2VULN|1AART|1CDMG|1DUR	1aRCVC|2RCR|3DUR|4LWND|5AART|6LIT|79VULN|8CDMG
1144	13124 33543	   	156.69	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|39aFEWX|4DMG|5SELL|67aVULN|8aDUR|aBPWR
1145	13524 53213	   	156.69	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|3aDUR|4DMG|5SELL|67aVULN|8aLWND|9DMSP|aBPWR
1146	13243 61142	   	156.66	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RCVC|2RCR|37ZMB|4VULN|5TLV|6LSRHEA|8DMG|9AART|aASPD
1147	13245 31411	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CDMG|8RMIN|9LWND|aAART
1148	13245 31431	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CDMG|8RMIN|9LHND|aAART
1149	13241 62141	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6RMIN|8CDMG|9BEXP|aAART
1150	13245 33111	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8CDMG|9LWND|aAART
1151	13245 33131	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8CDMG|9LHND|aAART
1152	13245 34111	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7MLV|8CDMG|9LWND|aAART
1153	13245 34131	   	156.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7MLV|8CDMG|9LHND|aAART
1154	25212 11561	   	156.57	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	13DUR|2CDMG|4VULN|5CGEN|6LIT|7DMG|89AART|aRCR
1155	22245 53222	   	156.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|29DMG|37LWND|4ZMB|5AART|6DMSP|8VULN|aRCR
1156	13246 22236	   	156.56	ACR|2VULN|2ZMB|1CDMG|2DUR|1ASPD	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7CDMG|8aDUR|9ASPD
1157	13424 33631	 * 	156.56	ACR|3VULN|2AART|1DMG|1SELL|1MSE	1RCVC|2RCR|3MSE|4DMG|5SELL|67aVULN|89AART
1158	13243 12141	   	156.54	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5TLV|6BEXP|8CDMG|9FEWX|aAART
1159	13243 26351	   	156.54	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|49VULN|5TLV|6CDMG|7RPLT|8LWND|aAART
1160	13244 12141	   	156.54	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|47VULN|5NUKE|6BEXP|8CDMG|9FEWX|aAART
1161	13161 55132	   	156.52	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	19RCVC|2RCR|3FEWX|4CDMG|5LIT|6DMG|7DUR|8VULN|aAART
1162	42434 31443	   	156.52	ACR|3DMG|2VULN|1SELL	1aLWND|23aDMG|4RCR|5SELL|6aVULN|7MBVNT|89RCVC|aBPWR
1163	23622 26222	   	156.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DUR|2TLV|3ASPD|49DMG|6MLV|7AART|8VULN|aRCR
1164	23622 66222	   	156.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DUR|2TLV|3ASPD|49DMG|6CGEN|7AART|8VULN|aRCR
1165	22363 66411	   	156.49	DCR|3DMG|1AART|2DUR|1ASPD	18DUR|258DMG|3RPLT|4AART|6RCVC|7MBVNT|8BPWR|9ASPD|aRCR
1166	13524 53311	   	156.49	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|39DUR|4DMG|5SELL|67aVULN|8CGEN
1167	13524 53323	   	156.49	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|3aDUR|4DMG|5SELL|679VULN|8CGEN
1168	62235 31133	   	156.47	DCR|2VULN|2DMG|1AART|1SELL	1FEWX|2aDMG|3LWND|4SELL|56VULN|7MBVNT|8AART|9RCR
1169	25211 21561	   	156.47	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	13DUR|2CDMG|4VULN|5LIT|6ERES|7DMG|89AART|aRCR
1170	13611 23333	   	156.42	ACR|2AART|1VULN|1DMG|1ASPD	18RCVC|2RCR|3BELT|4LHND|5ASPD|6DMG|79AART|aVULN
1171	13631 23333	   	156.42	ACR|2AART|1VULN|1DMG|1ASPD	18RCVC|2RCR|3BELT|4LWND|5ASPD|6DMG|79AART|aVULN
1172	13226 33325	 * 	156.40	ACR|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5FLTHEA|6DUR|7CDMG|8MBVNT|9VULN|aDMG
1173	13355 31211	   	156.39	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|3ERES|4SELL|56aVULN|7DMG|89DUR
1174	13355 31223	   	156.39	ACR|3VULN|1DMG|2DUR|1SELL	1RCVC|2RCR|3ERES|4SELL|569VULN|7DMG|8aDUR
1175	13611 65212	   	156.38	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|68aVULN|7AART|9CGEN
1176	13642 33121	   	156.38	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|35BELT|4BEXP|68aVULN|7AART|9ASPD
1177	13642 33132	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|35BELT|4BEXP|68aVULN|7AART|9DUR
1178	13652 33121	   	156.38	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|35BELT|4FEWX|68aVULN|7AART|9ASPD
1179	13652 33132	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|35BELT|4FEWX|68aVULN|7AART|9DUR
1180	13653 33121	   	156.38	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|3BELT|46FEWX|58aVULN|7AART|9ASPD
1181	13653 33132	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|3BELT|46FEWX|58aVULN|7AART|9DUR
1182	13654 33121	   	156.38	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|3BELT|45FEWX|68aVULN|7AART|9ASPD
1183	13654 33132	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|3BELT|45FEWX|68aVULN|7AART|9DUR
1184	13653 11531	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|3BELT|4FEWX|59aVULN|6CGEN|7AART|8DUR
1185	13662 11231	   	156.38	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|3BELT|4DUR|5FEWX|6CGEN|7AART|89aVULN
1186	13164 33523	   	156.37	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|67VULN|8DUR|9DMG|aLWND
1187	13513 22135	   	156.37	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2RCR|3DUR|46LWND|57VULN|8CDMG|9ASPD|aDMG
1188	13611 65231	   	156.28	ACR|3VULN|1AART|1ASPD	1RCVC|2RCR|3BELT|4LHND|5ASPD|68aVULN|7AART|9DUST
1189	13621 62254	   	156.28	ACR|3VULN|1AART|1DUR	1RCVC|2RCR|3BELT|4LIT|5MBVNT|689VULN|7AART|aDUR
1190	13214 52361	   	156.26	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1RCVC|2RCR|39ZMB|4ASPD|5BEXP|6LHND|7VULN|8DMG|aAART
1191	24422 31361	   	156.25	DCR|3DMG|1AART|2DUR|1ZMB	16DUR|2ZMB|348DMG|5LIT|7AART|9BEXP|aRCR
1192	13523 21614	   	156.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DMG|59MLV|6CDMG|7LWND|8AART|aVULN
1193	13533 16112	   	156.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4FEWX|5VULN|6MLV|7CDMG|8AART|9BEXP|aDMG
1194	13533 16163	   	156.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4FEWX|5VULN|6MLV|7CDMG|8AART|9BELT|aDMG
1195	13162 36152	   	156.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|6VULN|7BEXP|8AART|9DUR|aDMG
1196	24363 31251	   	156.25	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	17DUR|2ZMB|3RPLT|4AART|57DMG|679LHND|7BPWR|8CDMG|aRCR
1197	42123 61631	   	156.23	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2DMG|3RMIN|4MLV|57VULN|6RCR|8ZMB|9CGEN|aAART
1198	22253 61522	   	156.21	DCR|2DMG|2AART|1VULN|1DUR	1DUR|29DMG|3LWND|47ERES|5VULN|68AART|aRCR
1199	13213 56114	   	156.20	ACR|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD|2RCVC	15RCVC|2RCR|3ZMB|4ASPD|6LWND|7DUR|8CDMG|9AART|aVULN
1200	12316 22334	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LWND|3AART|4RMIN|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1201	12326 22334	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LWND|3AART|4MLV|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1202	12346 62332	   	156.17	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1RCVC|2LWND|3AART|4CGEN|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1203	14316 22334	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RCVC|2LHND|3AART|4RMIN|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1204	14326 22334	   	156.17	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LHND|3AART|4MLV|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1205	13241 34115	   	156.15	ACR|2VULN|1AART|2ZMB|1DUR	1aRCVC|2RCR|39ZMB|49VULN|5FEWX|6DUR|79DUST|8AART|9BPWR
1206	13242 24115	   	156.15	ACR|2VULN|1AART|2ZMB|1DUR	1aRCVC|2RCR|39ZMB|49VULN|5DUR|6FEWX|79DUST|8AART|9BPWR
1207	13164 31712	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9BEXP|aDMG
1208	13164 31723	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9BELT|aDMG
1209	13164 31742	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9DMG|aCGEN
1210	13341 36112	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5FEWX|6DUR|7CDMG|8AART|9BEXP|aDMG
1211	13341 36163	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5FEWX|6DUR|7CDMG|8AART|9BELT|aDMG
1212	13342 26112	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5DUR|6FEWX|7CDMG|8AART|9BEXP|aDMG
1213	13342 26163	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5DUR|6FEWX|7CDMG|8AART|9BELT|aDMG
1214	13523 21631	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DMG|5MLV|6CDMG|7LWND|8AART|9ERES|aVULN
1215	13533 16152	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4FEWX|5VULN|6MLV|7CDMG|8AART|9DUST|aDMG
1216	13553 16112	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DUST|5VULN|6MLV|7CDMG|8AART|9BEXP|aDMG
1217	13553 16122	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DUST|5VULN|6MLV|7CDMG|8AART|9FEWX|aDMG
1218	13553 16132	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3DUR|4DUST|5VULN|6MLV|7CDMG|8AART|9LHND|aDMG
1219	13163 36152	   	156.15	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3FEWX|4CDMG|5TLV|6VULN|7BEXP|8AART|9DUR|aDMG
1220	13255 32221	   	156.14	ACR|4VULN|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|569aVULN|7ERES|8DUR
1221	13222 22614	   	156.13	ACR|2DMG|1VULN|2ZMB|2DUR	1RCVC|2RCR|39ZMB|4LHND|59DUR|6FEWX|7CGEN|89DMG|9BPWR|aVULN
1222	13144 33522	   	156.13	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1RCVC|2RCR|3FEWX|4SELL|5ASPD|67VULN|8DUR|9DMG|aCDMG
1223	13124 33552	   	156.13	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1RCVC|2RCR|3FEWX|4DMG|5SELL|67VULN|8DUR|9ASPD|aCDMG
1224	13164 33522	   	156.13	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|67VULN|8DUR|9DMG|aSELL
1225	54123 61311	   	156.13	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3RMIN|4DMG|57VULN|6RCR|89LWND|aAART
1226	25234 31522	   	156.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ZMB|5LIT|6VULN|7DMG|8AART|9LHND|aRCR
1227	25235 11522	   	156.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ZMB|5VULN|6LIT|7DMG|8AART|9LHND|aRCR
1228	52431 61113	 * 	156.12	DCR|3DMG|2VULN|1AART|1MSE	19DUST|239DMG|4MSE|5FEWX|6RCR|79VULN|8AART|9BPWR|aLWND
1229	22463 63312	   	156.11	DCR|3DMG|1VULN|2DUR|1ZMB	16DUR|237DMG|4LIT|5VULN|8RCR|9MLV|aZMB
1230	25233 35314	   	156.11	DCR|1AART|1VULN|2ASPD|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ZMB|58ASPD|6DUST|7RCR|9AART|aVULN
1231	13213 32115	   	156.10	ACR|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR|2RCVC	15RCVC|2RCR|3ZMB|4ASPD|6MBVNT|7DUR|8CDMG|9AART|aVULN
1232	13123 24264	   	156.10	ACR|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3FEWX|4DMG|5ASPD|67CDMG|8DUR|9VULN|aZMB
1233	13242 35135	   	156.10	ACR|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4VULN|5DUR|6CGEN|78CDMG|9ASPD|aDMG
1234	13245 25332	   	156.10	ACR|1VULN|1DMG|2CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3ZMB|4VULN|5RPLT|6DUR|7aCDMG|8DMG|9ASPD
1235	13643 22334	   	156.10	ACR|2DMG|1VULN|3DUR|1ZMB	1RCVC|2RCR|3BELT|49BEXP|5VULN|69DMG|789DUR|9BPWR|aZMB
1236	13653 22334	   	156.10	ACR|2DMG|1VULN|3DUR|1ZMB	1RCVC|2RCR|3BELT|49FEWX|5VULN|69DMG|789DUR|9BPWR|aZMB
1237	12336 22332	   	156.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LWND|3AART|4ERES|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1238	14336 22332	   	156.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RCVC|2LHND|3AART|4ERES|5CDMG|6DMG|7VULN|8ASPD|9RCR|aDUR
1239	13123 22741	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4DMG|5ASPD|6CDMG|7MBVNT|8AART|9ERES|aVULN
1240	13123 23654	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4DMG|5ASPD|6CDMG|79DUST|8AART|aVULN
1241	13164 31743	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2RCR|3FEWX|4CDMG|5ASPD|6VULN|7MBVNT|8AART|9DMG|aERES
1242	13341 36152	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5FEWX|6DUR|7CDMG|8AART|9DUST|aDMG
1243	13342 26152	   	156.05	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RCR|3ERES|4VULN|5DUR|6FEWX|7CDMG|8AART|9DUST|aDMG
1244	15223 11343	   	156.05	DCR|2VULN|2DMG|2DUR	1RCVC|29VULN|3BELT|45DMG|6RCR|79CGEN|89DUR|9BPWR|aLHND
1245	15223 11344	   	156.05	DCR|2VULN|2DMG|2DUR	1RCVC|29VULN|3BELT|45DMG|6RCR|79CGEN|89DUR|9BPWR|aLWND
1246	15223 11345	   	156.05	DCR|2VULN|2DMG|2DUR	1RCVC|29VULN|3BELT|45DMG|6RCR|79CGEN|89DUR|9BPWR|aBEXP
1247	13222 23614	   	156.03	ACR|2DMG|1VULN|2ZMB|2DUR	1RCVC|2RCR|39ZMB|4LHND|59DUR|6FEWX|7ERES|89DMG|9BPWR|aVULN
1248	13246 21314	   	156.03	ACR|2VULN|1DMG|2ZMB|2DUR	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8aDUR|9DMG
1249	13242 35521	   	156.03	ACR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|49aVULN|5DUR|6CGEN|7CDMG|8DMSP
1250	13523 25225	   	156.03	ACR|3DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|49aDMG|5MLV|6CDMG|7ZMB|8LWND
1251	25234 31512	   	156.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ZMB|5LIT|6VULN|7DMG|8AART|9DUST|aRCR
1252	25235 11512	   	156.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	13DUR|2CDMG|4ZMB|5VULN|6LIT|7DMG|8AART|9DUST|aRCR
1253	13243 22235	   	156.00	ACR|1VULN|1DMG|2CDMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4VULN|5TLV|67CDMG|8DUR|9ASPD|aDMG
