0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
1167	13223 36525	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2LWND|3VULN|5ZMB|6AART|78DMG|9RCR|aBEXP
1168	12325 32523	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	12LHND|3VULN|4BEXP|58DMG|6AART|7CGEN|9RCR|aZMB
1169	12365 32523	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	12LHND|3VULN|4FEWX|58DMG|6AART|7CGEN|9RCR|aZMB
1170	52225 32523	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|24LHND|3VULN|58DMG|6AART|7CGEN|9RCR|aZMB
1171	13141 61361	   	151.43	DCR|3VULN|1DMG|1CDMG	1LHND|24LWND|34MLV|4BPWR|5CDMG|6RCR|78aVULN|9DMG
1172	22535 21523	   	151.43	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|3457CGEN|5BPWR|6RCR|8DMG|aCDMG
1173	22535 25311	   	151.43	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|345CGEN|5BPWR|6RCR|7DMG|8CDMG|aMLV
1174	31342 11313	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1ZMB|2CGEN|3aVULN|48DUST|5RMIN|6RCR|7AART|9CDMG
1175	31342 11424	   	151.42	DCR|2VULN|1AART|2ASPD|1ZMB	1ZMB|2CGEN|3aVULN|4DUST|5RMIN|6RCR|7AART|89ASPD
1176	36322 11424	   	151.42	DCR|2VULN|1AART|2ASPD|1ZMB	1ZMB|2TLV|3aVULN|4BEXP|5RMIN|6RCR|7AART|89ASPD
1177	62342 11313	   	151.42	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|3aVULN|48DUST|5RMIN|6RCR|7AART|9CDMG
1178	32122 13563	   	151.39	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1MSE	12ZMB|3LWND|47VULN|5MSE|6RCR|8AART|9DMG|aCDMG
1179	52262 13532	   	151.38	DCR|5VULN|1DUR	1FEWX|2LHND|3479aVULN|5ERES|6RCR|8DUR
1180	52262 13633	   	151.38	DCR|5VULN|1ASPD	1FEWX|2LHND|3478aVULN|5ERES|6RCR|9ASPD
1181	33351 13623	   	151.37	DCR|1AART|1DMG|1VULN|2DUR|1ZMB	1ZMB|25DUR|3LWND|4LHND|6RCR|7VULN|8DMG|9AART|aMBVNT
1182	31322 46623	   	151.35	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CGEN|38VULN|4BEXP|5RMIN|6ASPD|7AART|9RCR|aCDMG
1183	53242 36312	   	151.35	4VULN|2AART|2DMG|1DUR	18FEWX|2DUR|3689VULN|45AART|78DMG|8BPWR|aNUKE
1184	54252 34311	   	151.35	4VULN|2AART|2DMG|1DUR	18FEWX|2MBVNT|3689VULN|45AART|78DMG|8BPWR|aDUR
1185	54252 34312	   	151.35	4VULN|2AART|2DMG|1ASPD	18FEWX|2MBVNT|3689VULN|45AART|78DMG|8BPWR|aASPD
1186	32124 31623	   	151.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|37LWND|4VULN|5FEWX|6AART|8DMG|9RCR|aCDMG
1187	32124 34623	   	151.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3LWND|4VULN|5FEWX|6AART|7RCVC|8DMG|9RCR|aCDMG
1188	32426 11423	   	151.33	DCR|1AART|1VULN|2ZMB|2ASPD|1CDMG	12ZMB|3FEWX|4VULN|5DUST|6RCR|7AART|89ASPD|aCDMG
1189	13133 36524	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2LWND|3MLV|4ERES|5ZMB|6AART|78DMG|9RCR|aVULN
1190	13223 36375	   	151.33	DCR|2DMG|1AART|1VULN|1ZMB	14LHND|2LWND|3VULN|5ZMB|6AART|7aDMG|8MBVNT|9RCR
1191	31311 63624	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|3aVULN|4DMSP|5ERES|6AART|7BEXP|8DMG|9RCR
1192	31326 32624	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|27CGEN|3aVULN|4BEXP|5TLV|6AART|8DMG|9RCR
1193	31326 33621	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6AART|8DMG|9RCR|aLHND
1194	31326 33622	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6AART|8DMG|9RCR|aRPLT
1195	31326 33625	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|37VULN|4BEXP|5TLV|6AART|8DMG|9RCR|aFEWX
1196	31352 31624	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|3aVULN|47LWND|5ERES|6AART|8DMG|9RCR
1197	31352 36621	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|38VULN|4LWND|5ERES|6AART|7DMG|9RCR|aLHND
1198	31352 36622	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1ZMB|2CGEN|38VULN|4LWND|5ERES|6AART|7DMG|9RCR|aRPLT
1199	12221 61361	   	151.33	DCR|3VULN|1DMG|1CDMG	12LHND|3BEXP|4CGEN|5CDMG|6RCR|78aVULN|9DMG
1200	22411 25325	   	151.33	DCR|3DMG|1VULN|1CDMG	13LIT|2VULN|45RMIN|6RCR|79aDMG|8CDMG
1201	22532 22523	   	151.33	DCR|3VULN|1DMG|1CDMG	1LIT|279VULN|34CGEN|5RCVC|6RCR|8DMG|aCDMG
1202	22532 25325	   	151.33	DCR|3DMG|1VULN|1CDMG	1LIT|2VULN|34CGEN|5RCVC|6RCR|79aDMG|8CDMG
1203	22535 25312	   	151.33	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|345CGEN|5BPWR|6RCR|7DMG|8CDMG|aERES
1204	22535 25313	   	151.33	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|345CGEN|5BPWR|6RCR|7DMG|8CDMG|aTLV
1205	22536 21523	   	151.33	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|347CGEN|6RCR|8DMG|aCDMG
1206	22536 25311	   	151.33	DCR|3VULN|1DMG|1CDMG	1LIT|259VULN|34CGEN|6RCR|7DMG|8CDMG|aMLV
1207	36342 11313	   	151.32	DCR|2VULN|1AART|1CDMG|1ZMB	1ZMB|2TLV|3aVULN|48DUST|5RMIN|6RCR|7AART|9CDMG
1208	15262 13532	   	151.28	DCR|5VULN|1DUR	1LHND|2DUST|3479aVULN|5ERES|6RCR|8DUR
1209	15262 13632	   	151.28	DCR|5VULN|1DUR	1LHND|2DUST|3478aVULN|5ERES|6RCR|9DUR
