0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
1110	14561 22122	   	160.42	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	1ASPD|2AART|3VULN|469DUR|5RCVC|7RCR|8CDMG|aZMB
1111	54611 22122	   	160.42	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	1RCVC|2ASPD|3VULN|4AART|569DUR|7RCR|8CDMG|aZMB
1112	23215 12326	   	160.42	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9LWND|aFLTHEA
1113	23215 12356	   	160.42	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1MLV|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9LHND|aFLTHEA
1114	43215 12326	   	160.42	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1CGEN|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9LWND|aFLTHEA
1115	23315 12356	   	160.42	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1MLV|2DUR|3LWND|4RCR|5AART|6FEWX|7CDMG|89VULN|aFLTHEA
1116	33135 61512	   	160.41	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2DUR|3ZMB|4CDMG|5RCR|6LIT|7aDMG|8AART|9ASPD
1117	33135 33562	 * 	160.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2DUR|38ZMB|4CDMG|5RCR|6DMG|7AART|9RMIN|aVULN
1118	14562 22112	   	160.38	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|46DUR|7RCR|8CDMG|9RPLT|aFEWX
1119	14562 22133	   	160.38	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|46DUR|7RCR|8CDMG|9RMIN|aCGEN
1120	23215 23623	   	160.38	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	18MLV|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aZMB
1121	43215 23623	   	160.38	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	18CGEN|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aZMB
1122	12611 12561	   	160.36	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	12ASPD|38VULN|4AART|5DUR|6RCVC|7RCR|9MLV|aZMB
1123	11143 21625	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3ZMB|4AART|5CGEN|6MLV|7RCR|8VULN|9DMG|aCDMG
1124	12615 11363	   	160.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|69BEXP|7RCR|8DUR|aDMG
1125	12615 41333	   	160.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|69FEWX|7RCR|8DUR|aDMG
1126	12615 51333	   	160.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|6LHND|7RCR|8DUR|9FEWX|aDMG
1127	11143 21415	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3ZMB|4AART|5CGEN|6MLV|7RCR|8CDMG|9DMG|aVULN
1128	12612 52423	   	160.33	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|56BEXP|7RCR|8ZMB|9DUR|aDMG
1129	33215 12326	   	160.32	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9LWND|aFLTHEA
1130	33215 12356	   	160.32	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2DUR|38VULN|4RCR|5AART|6FEWX|7CDMG|9LHND|aFLTHEA
1131	33315 12356	   	160.32	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2DUR|3LWND|4RCR|5AART|6FEWX|7CDMG|89VULN|aFLTHEA
1132	33135 33542	   	160.30	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2DUR|38ZMB|4CDMG|5RCR|6DMG|7AART|9TLV|aVULN
1133	14562 22111	   	160.28	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|46DUR|7RCR|8CDMG|9RPLT|aERES
1134	14562 22132	   	160.28	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|46DUR|7RCR|8CDMG|9RMIN|aTLV
1135	23215 22422	   	160.28	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8ZMB|9RPLT|aFLTHEA
1136	43215 22116	   	160.28	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RPLT|aZMB
1137	43215 22422	   	160.28	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8ZMB|9RPLT|aFLTHEA
1138	11214 42511	 * 	160.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	15ASPD|2DUST|3VULN|4RCR|6LIT|7aCDMG|8AART|9DMG
1139	55111 12153	   	160.27	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|29DMG|3LHND|4AART|5DUR|7RCR|8CDMG|aASPD
1140	12615 11421	   	160.23	DCR|1AART|1VULN|2CDMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|6BEXP|7RCR|89CDMG|aDUR
1141	12615 11613	   	160.23	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|6BEXP|7RCR|8ERES|9DMG|aDUR
1142	14336 21234	   	160.19	DCR|2VULN|1AART|3ASPD|1DMG	136ASPD|2AART|4CGEN|58VULN|7DMG|9DUST|aRCR
1143	12111 14614	   	160.18	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|3LHND|4AART|58aDUR|6RCVC|78VULN|8BPWR|9RCR
1144	33215 22422	   	160.18	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8ZMB|9RPLT|aFLTHEA
1145	33215 23623	   	160.18	ACR|2VULN|1AART|2ASPD|1ZMB|1DUR	18ERES|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aZMB
1146	21215 64333	   	160.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6ASPD|7CDMG|8ZMB|9LSRICY|aDMG
1147	12615 31421	   	160.13	DCR|1AART|1VULN|2CDMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|6DUST|7RCR|89CDMG|aDUR
1148	12615 31613	   	160.13	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5ZMB|6DUST|7RCR|8ERES|9DMG|aDUR
1149	12613 62423	   	160.13	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|56DUST|7RCR|8ZMB|9DUR|aDMG
1150	15611 22122	   	160.12	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|569DUR|7RCR|8CDMG|aZMB
1151	15611 22352	   	160.12	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|568DUR|7RCR|9CDMG|aZMB
1152	43214 43323	   	160.11	ACR|2VULN|2AART|1ZMB|1DUR|1ASPD	1CGEN|2DUR|38VULN|4RCR|5ASPD|6ZMB|7FEWX|9aAART
1153	32516 32316	   	160.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	15ERES|2ASPD|3CGEN|4AART|6aVULN|7RCR|8DUR|9DMG
1154	31215 23636	   	160.08	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2DUST|38VULN|4RCR|5AART|6RCVC|7ASPD|9ZMB|aCDMG
1155	15612 52122	   	160.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|56BEXP|7RCR|8CDMG|9DUR|aDMG
1156	23211 63421	   	160.02	ACR|2VULN|2DMG|1CDMG|1DUR	1aMLV|2DUR|3aVULN|4RCR|5LIT|6RMIN|7CDMG|8aDMG|9RCVC|aBPWR
1157	43211 63421	   	160.02	ACR|2VULN|2DMG|1CDMG|1DUR	1aCGEN|2DUR|3aVULN|4RCR|5LIT|6RMIN|7CDMG|8aDMG|9RCVC|aBPWR
1158	25612 12152	   	160.01	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	1MLV|26RCVC|3VULN|4aAART|5BEXP|7RCR|8CDMG|9DMG
1159	33214 43323	   	160.01	ACR|2VULN|2AART|1ZMB|1DUR|1ASPD	1ERES|2DUR|38VULN|4RCR|5ASPD|6ZMB|7FEWX|9aAART
1160	12112 32513	   	159.98	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|36LHND|4AART|5BEXP|7RCR|8VULN|9aDMG
1161	12112 52513	   	159.98	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3LHND|4AART|56BEXP|7RCR|8VULN|9aDMG
1162	12612 32413	   	159.98	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|5BEXP|68LHND|7RCR|9aDMG
1163	12612 32563	   	159.98	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|59BEXP|6LHND|7RCR|8aDMG
1164	14513 12122	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|3VULN|4ERES|5CGEN|6RCVC|7RCR|8CDMG|9DUR|aDMG
1165	14513 12151	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2AART|3VULN|4ERES|5CGEN|6RCVC|7RCR|8CDMG|9DMG|aDUR
1166	25614 22122	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2RCVC|3VULN|4AART|5TLV|6ASPD|7RCR|8CDMG|9DUR|aDMG
1167	25616 22122	   	159.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2RCVC|3VULN|4AART|5ERES|6ASPD|7RCR|8CDMG|9DUR|aDMG
1168	53611 22121	   	159.97	DCR|2VULN|1AART|3DUR|1CDMG	1RCVC|2TLV|3aVULN|4AART|569DUR|7RCR|8CDMG
1169	53611 22351	   	159.97	DCR|2VULN|1AART|3DUR|1CDMG	1RCVC|2TLV|3aVULN|4AART|568DUR|7RCR|9CDMG
1170	13453 32333	   	159.96	DCR|3VULN|1AART|1ZMB|1ASPD	1ASPD|2RPLT|3LWND|4AART|5ZMB|68aVULN|7RCR|9BEXP
1171	31215 61113	   	159.95	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1ERES|2DUST|3VULN|4RCR|5AART|67ASPD|8ZMB|9DMG|aDUR
1172	11413 13532	   	159.92	ACR|2AART|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1ASPD|2DUST|3DUR|4RCR|5CGEN|6CDMG|79AART|8VULN|aFLTHEA
1173	11413 13151	   	159.92	ACR|2AART|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1ASPD|2DUST|3DUR|4RCR|5CGEN|6CDMG|79AART|8FLTHEA|aDMG
1174	25613 12152	   	159.91	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	1MLV|26RCVC|3VULN|4aAART|5DUST|7RCR|8CDMG|9DMG
1175	35612 12152	   	159.91	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	1ERES|26RCVC|3VULN|4aAART|5BEXP|7RCR|8CDMG|9DMG
1176	65162 22311	   	159.90	DCR|3DMG|2VULN|1DUR	1DMSP|245DMG|34aLHND|4BPWR|68VULN|7RCR|9DUR
1177	65162 22312	   	159.90	DCR|3DMG|2VULN|1DUR	1DMSP|245DMG|34LHND|4BPWR|68VULN|7RCR|9DUR|aRPLT
1178	43215 23116	   	159.89	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	1CGEN|2DUR|3VULN|4RCR|5AART|6RCVC|7ASPD|8aZMB|9DMG
1179	12113 32513	   	159.88	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|36LHND|4AART|5DUST|7RCR|8VULN|9aDMG
1180	12612 32533	   	159.88	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|5BEXP|6LHND|7RCR|8aDMG|9LEGI
1181	12613 32413	   	159.88	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|5DUST|68LHND|7RCR|9aDMG
1182	12613 32563	   	159.88	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|5DUST|6LHND|7RCR|8aDMG|9BEXP
1183	15613 62122	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|56DUST|7RCR|8CDMG|9DUR|aDMG
1184	35614 22122	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2RCVC|3VULN|4AART|5TLV|6ASPD|7RCR|8CDMG|9DUR|aDMG
1185	23215 23414	   	159.86	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|3VULN|4RCR|5AART|6aRCVC|7ASPD|8CDMG|9DMG
1186	14351 52333	   	159.86	DCR|2VULN|1AART|3ASPD|2DUR	13aASPD|2AART|4LHND|5aDUR|6BEXP|7RCR|8LIT|9aVULN|aBPWR
1187	33211 63421	   	159.82	ACR|2VULN|2DMG|1CDMG|1DUR	1aERES|2DUR|3aVULN|4RCR|5LIT|6RMIN|7CDMG|8aDMG|9RCVC|aBPWR
1188	31414 13532	   	159.82	ACR|2AART|1VULN|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUST|3DUR|4RCR|5ASPD|6CDMG|79AART|8VULN|aFLTHEA
1189	31414 13151	   	159.82	ACR|2AART|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2DUST|3DUR|4RCR|5ASPD|6CDMG|79AART|8FLTHEA|aDMG
1190	21215 22512	   	159.82	ACR|4VULN|1AART	1MLV|2DUST|378aVULN|4RCR|5AART|69RCVC
1191	41215 22512	   	159.82	ACR|4VULN|1AART	1CGEN|2DUST|378aVULN|4RCR|5AART|69RCVC
1192	35613 12152	   	159.81	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	1ERES|26RCVC|3VULN|4aAART|5DUST|7RCR|8CDMG|9DMG
1193	65162 22313	   	159.80	DCR|3DMG|2VULN|1DUR	1DMSP|245DMG|34LHND|4BPWR|68VULN|7RCR|9DUR|aDUST
1194	15611 12413	   	159.80	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3VULN|4AART|5DUR|7RCR|8ZMB|9FEWX|aDMG
1195	15611 12433	   	159.80	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR|2RCVC	1ASPD|26RCVC|3VULN|4AART|5DUR|7RCR|8ZMB|9BEXP|aDMG
1196	21215 12433	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9LSRICY|aDMG
1197	21215 32662	   	159.79	ACR|2VULN|1AART|1DMG|1FLTHEA	1MLV|2DUST|39VULN|4RCR|5AART|6LIT|7FLTHEA|8LWND|aDMG
1198	21215 42433	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|38VULN|4RCR|5AART|6BEXP|7CDMG|9LSRICY|aDMG
1199	41215 12433	   	159.79	ACR|2VULN|1AART|1DMG|1CDMG	1CGEN|2DUST|38VULN|4RCR|5AART|6FEWX|7CDMG|9LSRICY|aDMG
1200	21135 51262	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1MLV|2DUST|3ZMB|4CDMG|5RCR|67VULN|8FEWX|9aDMG
1201	12113 62513	   	159.78	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3LHND|4AART|56DUST|7RCR|8VULN|9aDMG
1202	12613 32533	   	159.78	DCR|2DMG|1AART|1VULN|2ASPD	12ASPD|3VULN|4AART|5DUST|6LHND|7RCR|8aDMG|9LEGI
1203	23413 22152	   	159.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MLV|2DUR|3RCVC|4AART|5CGEN|6ASPD|7RCR|8CDMG|9DMG|aVULN
1204	23413 22162	   	159.77	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MLV|2DUR|3RCVC|4AART|5CGEN|6ASPD|7RCR|8CDMG|9VULN|aDMG
1205	25611 22121	   	159.77	DCR|2VULN|1AART|3DUR|1CDMG	1MLV|2RCVC|3aVULN|4AART|569DUR|7RCR|8CDMG
1206	25611 22351	   	159.77	DCR|2VULN|1AART|3DUR|1CDMG	1MLV|2RCVC|3aVULN|4AART|568DUR|7RCR|9CDMG
1207	45611 22121	   	159.77	DCR|2VULN|1AART|3DUR|1CDMG	1CGEN|2RCVC|3aVULN|4AART|569DUR|7RCR|8CDMG
1208	33215 23414	   	159.76	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|3VULN|4RCR|5AART|6aRCVC|7ASPD|8CDMG|9DMG
1209	11113 61412	   	159.76	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3ZMB|4LHND|5AART|6RCVC|7RCR|8CDMG|9aDMG
1210	52511 12513	   	159.74	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2FEWX|3CGEN|4AART|5DUR|7RCR|8VULN|9aDMG
1211	55111 12511	   	159.74	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|29DMG|3LHND|4AART|5DUR|7RCR|8VULN|aFEWX
1212	55111 12512	   	159.74	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|29DMG|3LHND|4AART|5DUR|7RCR|8VULN|aMLV
1213	11123 61415	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DUST|3ZMB|46BEXP|5AART|7RCR|8CDMG|9DMG|aVULN
1214	11211 52534	 * 	159.73	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1ASPD|2DUST|36VULN|4RCR|5LIT|7CDMG|8AART|9aZMB
1215	31215 22512	   	159.72	ACR|4VULN|1AART	1ERES|2DUST|378aVULN|4RCR|5AART|69RCVC
1216	31215 32662	   	159.69	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2DUST|39VULN|4RCR|5AART|6LIT|7FLTHEA|8LWND|aDMG
1217	31135 31632	   	159.68	ACR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|6aDMG|79VULN|8LWND
1218	31135 51262	   	159.68	ACR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|67VULN|8FEWX|9aDMG
1219	65162 12321	   	159.68	DCR|3DMG|1AART|1VULN	1DMSP|245DMG|34LHND|4BPWR|6FEWX|7RCR|8AART|9DUST|aVULN
1220	23416 22152	   	159.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|3RCVC|4AART|5ERES|6ASPD|7RCR|8CDMG|9DMG|aVULN
1221	23416 22162	   	159.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|3RCVC|4AART|5ERES|6ASPD|7RCR|8CDMG|9VULN|aDMG
1222	35611 22121	   	159.67	DCR|2VULN|1AART|3DUR|1CDMG	1ERES|2RCVC|3aVULN|4AART|569DUR|7RCR|8CDMG
1223	35611 22351	   	159.67	DCR|2VULN|1AART|3DUR|1CDMG	1ERES|2RCVC|3aVULN|4AART|568DUR|7RCR|9CDMG
1224	21215 22453	   	159.65	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2DUST|37VULN|4RCR|5AART|6RCVC|8ZMB|9LHND|aDMG
1225	41215 26113	   	159.65	ACR|2DMG|1AART|1VULN|1ZMB	1CGEN|2DUST|3VULN|4RCR|5AART|6RCVC|7MLV|8ZMB|9aDMG
1226	53611 12522	   	159.64	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	16RCVC|2TLV|38VULN|4AART|5DUR|7RCR|9DMG|aFEWX
1227	53311 12513	   	159.64	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2TLV|3LHND|4AART|5DUR|7RCR|8VULN|9aDMG
1228	53611 12613	   	159.64	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2TLV|3VULN|4AART|5DUR|7RCR|8LWND|9aDMG
1229	55111 12523	   	159.64	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2aDMG|3LHND|4AART|5DUR|7RCR|8VULN|9TLV
1230	31135 31341	   	159.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1ERES|28DUST|3ZMB|4CDMG|5RCR|69DMG|7aVULN
1231	31135 31532	   	159.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|6aDMG|79VULN|8MBVNT
1232	12663 11363	 * 	159.57	DCR|2VULN|3ASPD|1DMG|2ZMB|2DUR	126ASPD|37VULN|47ZMB|57DUR|7BPWR|8FEWX|9DMG|aRCR
1233	31215 22613	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2DUST|37VULN|4RCR|5AART|6RCVC|8LWND|9DMG|aZMB
1234	53111 12513	   	159.54	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2TLV|3LEGI|4AART|5DUR|7RCR|8VULN|9aDMG
1235	53611 12523	   	159.54	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	16RCVC|2TLV|38VULN|4AART|5DUR|7RCR|9DMG|aERES
1236	53613 12313	   	159.54	DCR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2TLV|3VULN|4AART|5DUST|7RCR|8DUR|9aDMG
1237	11213 22112	   	159.53	ACR|4VULN|1AART|1ASPD|1SELL	1ASPD|2DUST|3689VULN|4RCR|5CGEN|7SELL|aAART
1238	21214 22112	   	159.53	ACR|4VULN|1AART|1ASPD|1SELL	1MLV|2DUST|3689VULN|4RCR|5ASPD|7SELL|aAART
1239	41214 22112	   	159.53	ACR|4VULN|1AART|1ASPD|1SELL	1CGEN|2DUST|3689VULN|4RCR|5ASPD|7SELL|aAART
1240	11212 65353	 * 	159.52	ACR|3VULN|2AART|1ASPD	1ASPD|2DUST|389VULN|4RCR|5FEWX|6aAART|7BELT
1241	33135 31626	 * 	159.50	ACR|2VULN|2CDMG|1DMG|2ZMB|1DUR	1ERES|2DUR|3aZMB|4aCDMG|5RCR|6DMG|7aVULN|8LWND|9LHND|aBPWR
1242	14362 51313	 * 	159.50	DCR|2AART|2DMG|2ASPD|1DUR	13ASPD|28AART|4DUR|5aDMG|6LHND|7RCR|9FEWX
1243	14362 51333	   	159.50	DCR|2AART|2DMG|2ASPD|1DUR	13ASPD|28AART|4DUR|5aDMG|6LHND|7RCR|9BEXP
1244	34352 21412	 * 	159.50	DCR|2AART|2DMG|1CDMG|1ASPD	1ERES|2aAART|3ASPD|49DMG|5BEXP|6MLV|7RCR|8CDMG
