0	Index      	 *	Score 	Summary	Detail	
1	14552 33123	 * 	178.07	DCR|4VULN|3ZMB|2CDMG	13aLWND|236ZMB|36aBPWR|4DMSP|569aVULN|7RCR|8aCDMG
1151	11443 21322	   	148.66	DCR|2DMG|1AART|1VULN|1DUR	17LWND|2DUR|37DMG|4AART|57CGEN|6MBVNT|7BPWR|8RPLT|9RCR|aVULN
1152	41112 35261	   	148.66	DCR|2VULN|2DMG|3DUR	127DUR|37VULN|4BEXP|5aDMG|678CGEN|7BPWR|9RCR
1153	41211 25263	 * 	148.65	DCR|2DMG|2AART|2DUR	12DUR|34RMIN|5aDMG|69AART|7RCVC|8RCR
1154	26163 33251	   	148.64	DCR|2VULN|3ZMB|1CDMG|1ASPD	12FEWX|36VULN|456ZMB|6BPWR|7RCR|8ASPD|9CDMG|aMLV
1155	41112 35363	 * 	148.63	DCR|3VULN|1DMG|3DUR	127DUR|37aVULN|4BEXP|5DMG|67CGEN|7BPWR|8RCVC|9RCR
1156	11526 21362	   	148.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|29DUR|3VULN|4MGNLIT|5ERES|6DMG|7CDMG|8RCR|aAART
1157	31212 61434	   	148.62	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	13DUST|23DUR|3BPWR|4BEXP|5DMG|6CDMG|7CGEN|8RCR|9VULN|aAART
1158	43131 21362	   	148.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2CANSTR|3VULN|4LHND|5RMIN|6DMG|7CDMG|8RCR|aAART
1159	11512 43131	   	148.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|69DUST|7ZMB|8RCR|aCDMG
1160	11512 43153	   	148.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|9CDMG|aTLV
1161	21512 43153	   	148.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|34VULN|5DMG|6DUST|7ZMB|8RCR|9CDMG|aTLV
1162	31512 23153	   	148.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aTLV
1163	21512 23156	   	148.57	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1FEWX|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aSELL
1164	11512 62322	   	148.57	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|2DUR|346VULN|5DMG|7ERES|8CDMG|9RPLT|aRCR
1165	21512 62322	   	148.57	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|346VULN|5DMG|7ERES|8CDMG|9RPLT|aRCR
1166	21513 31532	 * 	148.56	ACR|3VULN|3ZMB|1DUR	1FEWX|2DUR|348VULN|5RCR|6LHND|79aZMB
1167	26163 33253	   	148.54	DCR|2VULN|3ZMB|1CDMG|1ASPD	12FEWX|36VULN|456ZMB|6BPWR|7RCR|8ASPD|9CDMG|aTLV
1168	43136 21362	   	148.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2CANSTR|3VULN|4LHND|5ERES|6DMG|7CDMG|8RCR|aAART
1169	65421 32221	   	148.51	DCR|1AART|1VULN|1DMG|2CDMG	1CGEN|2DMG|3RCVC|48CDMG|5LWND|6VULN|7RCR|9ERES|aAART
1170	61221 22451	   	148.48	DCR|3DMG|1VULN|1CDMG|1SELL	1CGEN|2CDMG|39TLV|4VULN|58aDMG|6SELL|7RCR
1171	41211 24222	   	148.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	12DUR|34RMIN|5DMG|6AART|7RPLT|8RCR|9ZMB|aVULN
1172	42511 24222	   	148.47	DCR|1AART|1VULN|1DMG|2DUR|1ZMB	13DUR|24RMIN|3BPWR|5DMG|6AART|7RPLT|8RCR|9ZMB|aVULN
1173	31512 23156	   	148.47	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUST|2DUR|34VULN|5DMG|6BEXP|7ZMB|8RCR|9CDMG|aSELL
1174	31512 65222	   	148.47	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|348VULN|5DMG|6CDMG|7TLV|9RPLT|aRCR
1175	41113 42162	   	148.46	ACR|2VULN|1AART|1CDMG|2DUR	12DUR|3aVULN|46BEXP|5RCR|7AART|8RMIN|9CDMG
1176	31513 31532	   	148.46	ACR|3VULN|3ZMB|1DUR	1DUST|2DUR|348VULN|5RCR|6LHND|79aZMB
1177	14332 53362	   	148.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2ZMB|3MGNLIT|4BELT|5RCR|6CDMG|7VULN|8LEGI|9AART|aDMG
1178	63113 21188	   	148.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6MBVNT|7RMIN|8CDMG|9AART|aDMG
1179	63113 35223	   	148.41	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|5RCR|6LHND|78ASPD|9AART|aDMG
1180	21132 25262	   	148.40	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1FEWX|27DUR|3AART|4BEXP|5VULN|6ASPD|8CDMG|9RCR|aZMB
1181	51221 22451	   	148.38	DCR|3DMG|1VULN|1CDMG|1SELL	1ERES|2CDMG|39TLV|4VULN|58aDMG|6SELL|7RCR
1182	61533 53123	   	148.37	DCR|3DMG|1AART|1CDMG	15CGEN|2CDMG|3LIT|458DMG|5BPWR|6RPLT|7AART|9RCVC|aRCR
1183	21162 66222	   	148.35	DCR|2AART|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2DUR|3aAART|4LHND|5VULN|6LWND|7RCR|8ASPD|9CDMG
1184	53112 32126	   	148.33	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2ZMB|3VULN|4BEXP|59DMG|6CGEN|7AART|8RMIN|aRCR
1185	63112 52126	   	148.33	DCR|2DMG|1AART|1VULN|1ZMB	1CGEN|2ZMB|3VULN|4BEXP|59DMG|6ERES|7AART|8RMIN|aRCR
1186	53113 35223	   	148.31	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1ERES|2ZMB|3VULN|4BEXP|5RCR|6LHND|78ASPD|9AART|aDMG
1187	11513 33123	   	148.31	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6LHND|7MLV|8CDMG|9ASPD|aAART
1188	11513 33253	   	148.31	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LWND|2DUR|34VULN|5RCR|6LHND|7MLV|8ASPD|9CDMG|aAART
1189	31132 25262	   	148.30	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DUST|27DUR|3AART|4BEXP|5VULN|6ASPD|8CDMG|9RCR|aZMB
1190	31153 25262	   	148.30	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DUST|27DUR|3AART|4VULN|5FEWX|6ASPD|8CDMG|9RCR|aZMB
1191	63134 21323	   	148.29	ACR|2VULN|1AART|1CDMG|1ZMB|1SELL	1CGEN|2ZMB|3aVULN|4DMSP|5RCR|6RCVC|7CDMG|8SELL|9AART
1192	65134 13223	   	148.28	ACR|2DMG|1AART|1VULN|1DUR	1CGEN|28DMG|3VULN|4DMSP|5RCR|6LWND|7ERES|9AART|aDUR
1193	31623 52334	   	148.28	ACR|2VULN|1AART|1DMG|1DUR	18DUST|2DUR|38MLV|4ERES|5RCR|6LIT|78VULN|8BPWR|9AART|aDMG
1194	61532 32831	   	148.26	DCR|2VULN|2DMG|1CDMG	1CGEN|2CDMG|3LIT|4aDMG|59VULN|6MBVNT|7TLV|8RCR
1195	51221 51432	   	148.24	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2CDMG|3TLV|4VULN|5DMG|6DUST|7CGEN|8RCR|9aAART
1196	21336 31364	   	148.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3ERES|4DMG|5VULN|6LWND|7RCR|8RCVC|9AART|aCDMG
1197	53433 11225	   	148.23	ACR|2AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|57AART|6DUR|8BEXP|9ASPD|aVULN
1198	53433 11325	   	148.23	ACR|2AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCVC|4RCR|57AART|6DUR|8FEWX|9ASPD|aVULN
1199	11531 24224	 * 	148.23	DCR|1AART|1VULN|2FLTHEA|3DUR|1ASPD	19LWND|29aDUR|3VULN|4ASPD|5MBVNT|6AART|79FLTHEA|8RCR|9BPWR
1200	21513 21265	   	148.21	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7RMIN|8ASPD|9CDMG|aAART
1201	21513 23265	   	148.21	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8ASPD|9CDMG|aAART
1202	55134 11223	   	148.18	ACR|2DMG|1AART|1VULN|1DUR	1ERES|28DMG|3VULN|4DMSP|5RCR|6LWND|7TLV|9AART|aDUR
1203	21513 23187	   	148.18	ACR|2VULN|1AART|2CDMG|1DUR	1FEWX|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8aCDMG|9AART
1204	51221 63225	   	148.14	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2CDMG|3TLV|4VULN|5DMG|6CGEN|7AART|89ZMB|aRCR
1205	31336 31364	   	148.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3ERES|4DMG|5VULN|6LWND|7RCR|8RCVC|9AART|aCDMG
1206	26163 33324	   	148.11	DCR|2VULN|3ZMB|1DMG	129FEWX|36VULN|456ZMB|6BPWR|7RCR|8LWND|aDMG
1207	31513 21265	   	148.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7RMIN|8ASPD|9CDMG|aAART
1208	31513 23265	   	148.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8ASPD|9CDMG|aAART
1209	31513 23187	   	148.08	ACR|2VULN|1AART|2CDMG|1DUR	1DUST|2DUR|34VULN|5RCR|6MBVNT|7CGEN|8aCDMG|9AART
1210	11513 12612	   	148.07	ACR|2VULN|1AART|3DUR|1ASPD	1LWND|289DUR|34VULN|5RCR|6RCVC|7AART|aASPD
1211	21513 12612	   	148.07	ACR|2VULN|1AART|3DUR|1ASPD	1FEWX|289DUR|34VULN|5RCR|6RCVC|7AART|aASPD
