0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
1086	41233 11613	   	165.40	DCR|3VULN|1AART|1CDMG|2DUR	17DUR|23aVULN|4AART|5LWND|6CDMG|8RCR|9ERES
1087	22133 63315	   	165.40	ACR|3VULN|1AART|1DMG	1LWND|2RCR|39aVULN|4LHND|5CGEN|6DMG|7AART|8NUKE
1088	22133 63515	   	165.40	ACR|3VULN|1AART|1DMG	1LWND|2RCR|39aVULN|4LHND|5CGEN|6DMG|7AART|8TLV
1089	22135 63315	   	165.40	ACR|3VULN|1AART|1DMG	1LWND|2RCR|39aVULN|4LHND|5MLV|6DMG|7AART|8NUKE
1090	22252 34211	   	165.39	ACR|2VULN|2DMG|1AART|1SELL	1LWND|2RCR|3FEWX|4CGEN|57DMG|69VULN|8SELL|aAART
1091	52252 34211	   	165.39	ACR|2VULN|2DMG|1AART|1SELL	1LHND|2RCR|3FEWX|4CGEN|57DMG|69VULN|8SELL|aAART
1092	11242 63512	   	165.37	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|256DUR|3RCR|4RMIN|5BPWR|7DMG|8AART|9VULN|aCGEN
1093	11242 63513	   	165.37	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|256DUR|3RCR|4RMIN|5BPWR|7DMG|8AART|9VULN|aLIT
1094	41216 12132	 * 	165.35	DCR|4VULN|3CDMG|2DUR	1aDUR|235aVULN|4aCGEN|679CDMG|8RCR|aBPWR
1095	42336 42121	   	165.34	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	149DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|8ERES|aCDMG
1096	42336 42311	   	165.34	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	148DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|9TLV|aCDMG
1097	42336 42321	   	165.34	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	148DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|9CDMG|aLEGI
1098	42336 42323	   	165.34	ACR|3ZMB|1VULN|1DMG|3DUR|1CDMG	148DUR|2RCR|347ZMB|4BPWR|5VULN|6DMG|9CDMG|aDUST
1099	22121 43616	   	165.33	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7aCDMG|8AART|9ERES
1100	12642 22223	   	165.32	ACR|2VULN|1AART|3DUR|1CDMG|1ASPD	1CDMG|2RCVC|368DUR|4RCR|5aVULN|7AART|9ASPD
1101	52122 13223	   	165.32	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5LIT|6DUR|7DMG|89aAART
1102	52346 13223	   	165.32	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2RCR|3ZMB|4DUR|5VULN|6LIT|7DMG|89aAART
1103	42122 43223	   	165.32	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|7DMG|89aAART
1104	41314 33632	   	165.32	ACR|3VULN|2DMG|2DUR	1aDUR|29aVULN|35ERES|4RCR|68TLV|7aDMG|aBPWR
1105	12643 51212	   	165.30	ACR|2VULN|1AART|2CDMG|3DUR	15CDMG|2RCVC|358DUR|4RCR|5BPWR|6AART|79VULN|aDLOT
1106	12643 51213	   	165.30	ACR|2VULN|1AART|2CDMG|3DUR	15CDMG|2RCVC|358DUR|4RCR|5BPWR|6AART|79VULN|aDUST
1107	12643 51233	   	165.30	ACR|2VULN|1AART|2CDMG|3DUR	15CDMG|2RCVC|358DUR|4RCR|5BPWR|6AART|7aVULN|9TLV
1108	22136 63315	   	165.30	ACR|3VULN|1AART|1DMG	1LWND|2RCR|39aVULN|4LHND|5ERES|6DMG|7AART|8NUKE
1109	22436 41232	   	165.30	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	14LWND|2RCR|34ASPD|4BPWR|5VULN|6DMG|7DUR|8CDMG|9AART|aBEXP
1110	22262 34211	   	165.29	ACR|2VULN|2DMG|1AART|1SELL	1LWND|2RCR|3FEWX|4ERES|57DMG|69VULN|8SELL|aAART
1111	52262 34211	   	165.29	ACR|2VULN|2DMG|1AART|1SELL	1LHND|2RCR|3FEWX|4ERES|57DMG|69VULN|8SELL|aAART
1112	11242 63511	   	165.27	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|256DUR|3RCR|4RMIN|5BPWR|7DMG|8AART|9VULN|aNUKE
1113	11242 63523	   	165.27	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|256DUR|3RCR|4RMIN|5BPWR|7DMG|8AART|9ERES|aVULN
1114	42331 12551	   	165.26	ACR|3ZMB|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34aZMB|4BPWR|5LIT|6VULN|7ERES|8CDMG|9AART
1115	42331 13651	   	165.26	ACR|3ZMB|1AART|1VULN|1CDMG|2DUR	14DUR|2RCR|34aZMB|4BPWR|5LIT|6VULN|7CDMG|8ERES|9AART
1116	22133 66163	   	165.22	ACR|3DMG|2VULN|1DUR	17LWND|2RCR|37VULN|4LHND|5CGEN|679DMG|7BPWR|8BEXP|aDUR
1117	13122 35122	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|89DUST|aAART
1118	13222 34612	   	165.19	DCR|2VULN|1AART|1DMG|2CDMG	18CDMG|2CGEN|3FEWX|4DMG|59VULN|6RCR|7BEXP|aAART
1119	22122 53366	   	165.18	ACR|2VULN|2AART|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5LIT|6DUST|7CDMG|8aAART
1120	11612 88143	 * 	165.17	DCR|2DMG|1VULN|2CDMG|3DUR|1ASPD	19CDMG|259DUR|3MBVNT|45MLV|59BPWR|6RCR|7VULN|89DMG|aASPD
1121	42332 15115	 * 	165.17	ACR|2VULN|3ZMB|3DUR|2ASPD	149DUR|2RCR|349ZMB|49BPWR|5aASPD|6TLV|7RCVC|89VULN
1122	41226 12132	   	165.15	DCR|4VULN|3CDMG|2DUR	1aDUR|235aVULN|4aERES|679CDMG|8RCR|aBPWR
1123	11253 51135	   	165.14	ACR|2AART|1VULN|2CDMG|2DUR|1ZMB	15CDMG|25DUR|3RCR|4DMSP|5BPWR|69AART|7VULN|8FEWX|aZMB
1124	22133 66363	   	165.12	ACR|3DMG|2VULN|1DUR	17LWND|2RCR|37VULN|4LHND|5CGEN|679DMG|7BPWR|8DUST|aDUR
1125	22132 64143	   	165.12	ACR|3VULN|2DMG|1DUR	18LWND|2RCR|38aVULN|45LHND|6DUR|78DMG|8BPWR|9DUST
1126	52133 64123	   	165.12	ACR|3VULN|2DMG|1DUR	148LHND|2RCR|38aVULN|5BEXP|6DUR|78DMG|8BPWR|9LEGI
1127	22151 43332	   	165.10	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6DMG|7CDMG|8FEWX|9AART
1128	52151 43332	   	165.10	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCR|3aVULN|4CGEN|5RCVC|6DMG|7CDMG|8FEWX|9AART
1129	42121 42225	   	165.09	ACR|3DMG|1VULN|2ZMB|1DUR	1DUR|2RCR|3VULN|47ZMB|5RCVC|69aDMG|8CGEN
1130	11152 21321	   	165.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	17CDMG|2DUR|3LHND|4AART|5BEXP|6RCR|8ASPD|9VULN|aDMG
1131	15154 21321	   	165.08	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	17CDMG|2FEWX|3LHND|4AART|5DUR|6RCR|8ASPD|9VULN|aDMG
1132	22126 13116	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1LWND|2RCR|39aVULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG
1133	52126 13116	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1LHND|2RCR|39aVULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG
1134	21412 43323	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5LIT|6LHND|7CDMG|8AART|9DMG
1135	21412 43363	   	165.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5LIT|6LHND|7CDMG|8AART|aDMG
1136	51415 13212	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2VULN|3ASPD|4RCR|5FEWX|6LIT|79DMG|8AART|aCDMG
1137	52132 64123	   	165.02	ACR|3VULN|2DMG|1DUR	148LHND|2RCR|38aVULN|5DUST|6DUR|78DMG|8BPWR|9LEGI
1138	12143 51332	   	165.00	ACR|3VULN|1AART|2CDMG	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78aVULN|9DMSP
1139	12143 53215	   	165.00	ACR|3DMG|1AART|2CDMG	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78aDMG|9LWND
1140	11211 61332	   	165.00	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|57AART|6DMG|8RCVC|9DMSP|aVULN
1141	11232 14126	 * 	165.00	ACR|3VULN|1DMG|2CDMG|1DUR	19CDMG|2DUR|3RCR|4BEXP|5LIT|6DMG|78aVULN
1142	22133 66211	   	164.98	ACR|3VULN|2DMG|1DUR|1SELL	17LWND|2RCR|379VULN|4LHND|5CGEN|67DMG|7BPWR|8SELL|aDUR
1143	22135 66211	   	164.98	ACR|3VULN|2DMG|1DUR|1SELL	17LWND|2RCR|379VULN|4LHND|5MLV|67DMG|7BPWR|8SELL|aDUR
1144	22133 66236	   	164.98	ACR|3VULN|2DMG|1DUR|1SELL	17LWND|2RCR|37aVULN|4LHND|5CGEN|67DMG|7BPWR|8SELL|9DUR
1145	42333 64121	 * 	164.97	ACR|3DMG|3ZMB|3DUR	148DUR|2RCR|345ZMB|48BPWR|68ERES|789DMG|aMLV
1146	42333 64123	   	164.97	ACR|3DMG|3ZMB|3DUR	148DUR|2RCR|345ZMB|48BPWR|68ERES|789DMG|aFEWX
1147	42343 61132	 * 	164.97	ACR|3VULN|3ZMB|3DUR	14aDUR|2RCR|35aZMB|6ERES|7CGEN|89aVULN|aBPWR
1148	11252 25231	   	164.94	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|26DUR|3RCR|4DMSP|5VULN|7LWND|8ZMB|9DMG|aAART
1149	13222 33635	   	164.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|27CGEN|3FEWX|4DMG|5VULN|6RCR|89AART|aZMB
1150	13222 36635	   	164.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|37FEWX|4DMG|5VULN|6RCR|89AART|aZMB
1151	21412 53323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5LIT|6DUST|7CDMG|8AART|9DMG
1152	21412 53363	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|29VULN|3ASPD|4RCR|5LIT|6DUST|7CDMG|8AART|aDMG
1153	41112 43323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3TLV|4RCR|5LIT|6LHND|7CDMG|8AART|9DMG
1154	41112 43363	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|29VULN|3TLV|4RCR|5LIT|6LHND|7CDMG|8AART|aDMG
1155	41312 43323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3ERES|4RCR|5LIT|6LHND|7CDMG|8AART|9DMG
1156	41315 13323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3ERES|4RCR|5LHND|6LIT|7CDMG|8AART|9DMG
1157	41315 62212	   	164.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2VULN|3ERES|4RCR|5LHND|69DMG|7LIT|8AART|aCDMG
1158	51112 13323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2aVULN|3TLV|4RCR|5LIT|6DUR|7CDMG|8AART|9DMG
1159	51112 13363	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|29VULN|3TLV|4RCR|5LIT|6DUR|7CDMG|8AART|aDMG
1160	51312 13323	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2aVULN|3ERES|4RCR|5LIT|6DUR|7CDMG|8AART|9DMG
1161	12143 51321	   	164.90	ACR|3VULN|1AART|2CDMG	15CDMG|2RCVC|35FEWX|4RCR|5BPWR|6AART|78aVULN|9AIRHEA
1162	22133 41311	   	164.90	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4LHND|5CGEN|6FEWX|8AART|aDMG
1163	22135 45311	   	164.90	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4LHND|5MLV|6FEWX|8AART|aDMG
1164	22155 21311	   	164.90	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4CGEN|5FEWX|6LHND|8AART|aDMG
1165	11211 61321	   	164.90	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|57AART|6DMG|8RCVC|9CANHEL|aVULN
1166	11261 61332	   	164.90	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|57AART|6DMG|8RCVC|9DMSP|aVULN
1167	11211 62531	   	164.90	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	18CDMG|2DUR|3RCR|4MLV|5AART|6DMG|7BEXP|9VULN|aASPD
1168	11241 62531	   	164.90	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	18CDMG|2DUR|3RCR|4RMIN|5AART|6DMG|7BEXP|9VULN|aASPD
1169	22136 66211	   	164.88	ACR|3VULN|2DMG|1DUR|1SELL	17LWND|2RCR|379VULN|4LHND|5ERES|67DMG|7BPWR|8SELL|aDUR
1170	42333 64122	   	164.87	ACR|3DMG|3ZMB|3DUR	148DUR|2RCR|345ZMB|48BPWR|68aERES|789DMG
1171	11165 61123	   	164.87	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1CDMG|28DUR|3LHND|4DMG|5VULN|6aAART|7RCR|9AIRHEA
1172	22131 61311	   	164.80	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4LHND|5FEWX|6ERES|8AART|aDMG
1173	22136 41311	   	164.80	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4LHND|5ERES|6FEWX|8AART|aDMG
1174	22165 41311	   	164.80	ACR|3VULN|1AART|1DMG	1LWND|2RCR|379VULN|4ERES|5LHND|6FEWX|8AART|aDMG
1175	11261 61321	   	164.80	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|57AART|6DMG|8RCVC|9CANHEL|aVULN
1176	11261 62531	   	164.80	ACR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	18CDMG|2DUR|3RCR|4TLV|5AART|6DMG|7BEXP|9VULN|aASPD
1177	11211 12131	   	164.79	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6LWND|79VULN|9BPWR|aBEXP
1178	11211 12132	   	164.79	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6LWND|79VULN|9BPWR|aLHND
1179	11211 12133	   	164.79	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6aLWND|79VULN|9BPWR
1180	11211 12135	   	164.79	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6LWND|79VULN|9BPWR|aFEWX
1181	11211 12136	   	164.79	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6LWND|79VULN|9BPWR|aCGEN
1182	42114 23521	 * 	164.79	ACR|2VULN|1AART|1DMG|3DUR	158DUR|2RCR|38VULN|4MGNLIT|6TLV|78MLV|8BPWR|9AART|aDMG
1183	11211 22433	   	164.79	ACR|3AART|2VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|589AART|6DUST|7aVULN
1184	42132 26125	   	164.78	ACR|3VULN|2DMG|1DUR|1SELL	1DUR|2RCR|38aVULN|4LHND|5LWND|6SELL|79DMG
1185	11242 12136	   	164.77	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|25aDUR|3RCR|4RMIN|5BPWR|6VULN|7LWND|8DMG|9AART
1186	11253 12511	   	164.77	ACR|1AART|1DMG|2CDMG|1VULN|3DUR	15CDMG|256DUR|3RCR|4DMSP|5BPWR|7VULN|8LWND|9AART|aDMG
1187	42431 12234	   	164.77	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	14DUR|2RCR|34ASPD|4BPWR|5LIT|69VULN|7ERES|8ZMB|aAART
1188	11221 44252	   	164.74	ACR|1AART|1VULN|2CDMG|1FLTHEA|2DUR|1ZMB	16CDMG|27DUR|3RCR|4FLTHEA|5DUST|8ZMB|9VULN|aAART
1189	42333 56244	   	164.73	ACR|3VULN|3ZMB|3DUR|1SELL	14aDUR|2RCR|345ZMB|4aBPWR|6MBVNT|79aVULN|8SELL
1190	11211 22652	   	164.72	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5AART|6DUST|78aVULN|9LHND
1191	11211 33166	   	164.72	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5AART|6ERES|79aDMG|8RPLT
1192	11252 22136	   	164.71	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|26DUR|3RCR|4DMSP|5aVULN|79AART|8FEWX
1193	15215 33133	   	164.71	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|2FEWX|3RCR|4MLV|5aVULN|68DUR|79AART
1194	21411 45231	 * 	164.70	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7aZMB|8DUST|9aCDMG|aBPWR
1195	22133 63225	   	164.70	ACR|2VULN|1AART|1DMG|2ZMB	1LWND|2RCR|3aVULN|4LHND|5CGEN|6DMG|7AART|89ZMB
1196	22135 63225	   	164.70	ACR|2VULN|1AART|1DMG|2ZMB	1LWND|2RCR|3aVULN|4LHND|5MLV|6DMG|7AART|89ZMB
1197	12642 22216	   	164.70	ACR|2VULN|1AART|2CDMG|3DUR	1aCDMG|2RCVC|368DUR|4RCR|59VULN|7AART
1198	11241 61342	   	164.70	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2DUR|3RCR|4RMIN|57AART|6DMG|8DMSP|9RCVC|aVULN
1199	11261 12131	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6LWND|79VULN|9BPWR|aBEXP
1200	11261 12132	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6LWND|79VULN|9BPWR|aLHND
1201	11261 12133	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6aLWND|79VULN|9BPWR
1202	11261 12135	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6LWND|79VULN|9BPWR|aFEWX
1203	11261 12136	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6LWND|79VULN|9BPWR|aCGEN
1204	11211 12134	   	164.69	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4MLV|5AART|6LWND|79VULN|9BPWR|aERES
1205	11261 22433	   	164.69	ACR|3AART|2VULN|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|589AART|6DUST|7aVULN
1206	13442 33131	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2CGEN|3ERES|4RCR|5VULN|6ZMB|7DUR|8DMG|9AART|aASPD
1207	21414 12136	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2VULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG|9AART|aDUR
1208	21416 12136	   	164.69	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2VULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG|9AART|aDUR
1209	15252 32114	   	164.68	ACR|2VULN|2DMG|1CDMG|1ZMB	1CDMG|2FEWX|3RCR|4DMSP|59VULN|6ZMB|7LWND|8aDMG
1210	13122 35115	   	164.68	DCR|3VULN|1DMG|2CDMG|1DUR	17CDMG|27CGEN|3BEXP|4DMG|579VULN|6RCR|7BPWR|8DUST|aDUR
1211	22161 22563	   	164.68	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LWND|2RCR|3aVULN|4ERES|5RCVC|6AART|7CDMG|8ZMB|9ASPD
1212	11242 13311	   	164.67	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|257DUR|3RCR|4RMIN|5BPWR|6VULN|8ERES|9AART|aDMG
1213	11242 13411	   	164.67	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	15CDMG|257DUR|3RCR|4RMIN|5BPWR|6VULN|8TLV|9AART|aDMG
1214	42126 11412	   	164.67	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	18DUR|2RCR|39VULN|4ZMB|5TLV|6CDMG|7MBVNT|aAART
1215	41236 33632	   	164.67	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	159DUR|23VULN|4AART|6CDMG|7LWND|8RCR|aZMB
1216	41233 11632	   	164.67	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	179DUR|23VULN|4AART|5LWND|6CDMG|8RCR|aZMB
1217	22336 33635	   	164.63	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	14LWND|2RCR|34ZMB|4BPWR|5aVULN|6TLV|7CDMG|8AART|9DUR
1218	11211 22612	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5AART|6DUST|78aVULN|9LEGI
1219	11211 22645	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4MLV|5AART|6DUST|78aVULN|9TLV
1220	11261 22662	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5AART|6DUST|78aVULN|9CGEN
1221	11261 33166	   	164.62	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5AART|6ERES|79aDMG|8RPLT
1222	42154 11332	   	164.62	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2RCR|38aVULN|4CGEN|5ERES|6CDMG|7MBVNT|9AART
1223	11254 51223	   	164.62	ACR|2VULN|1AART|3DUR|1CDMG|1ASPD	1CDMG|258DUR|3RCR|4DMSP|6AART|7aVULN|9ASPD
1224	12316 23453	   	164.62	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2RCVC|3ERES|47DMG|5LWND|6AART|8DUR|9RCR|aVULN
1225	11265 63133	   	164.61	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|28DUR|3RCR|4TLV|5aVULN|6FEWX|79AART
1226	15265 33133	   	164.61	ACR|2VULN|2AART|1CDMG|2DUR	1CDMG|2FEWX|3RCR|4TLV|5aVULN|68DUR|79AART
1227	12243 22622	   	164.60	ACR|1AART|1DMG|2CDMG|1VULN|1ZMB	15CDMG|28RCVC|35LHND|4RCR|5BPWR|6AART|7ZMB|9DMG|aVULN
1228	22136 63225	   	164.60	ACR|2VULN|1AART|1DMG|2ZMB	1LWND|2RCR|3aVULN|4LHND|5ERES|6DMG|7AART|89ZMB
1229	11242 63352	 * 	164.59	ACR|2DMG|3CDMG|1VULN|3DUR	159CDMG|256DUR|3RCR|4RMIN|59BPWR|79DMG|89CANHEL|aVULN
1230	11261 12134	   	164.59	ACR|2VULN|1AART|2CDMG|3DUR	19CDMG|289DUR|3RCR|4TLV|5AART|6LWND|79VULN|9BPWR|aERES
1231	22436 43231	   	164.57	ACR|1AART|3ASPD|1DMG|1VULN|1CDMG	14LWND|2RCR|34aASPD|4BPWR|5VULN|6DMG|7MBVNT|8CDMG|9AART
1232	13446 33213	   	164.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2CGEN|36ERES|4RCR|59AART|7DMG|8VULN|aZMB
1233	11253 53622	   	164.56	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	15CDMG|25DUR|3RCR|4DMSP|5BPWR|6AART|7DMG|8RCVC|9NUKE|aVULN
1234	21414 13326	   	164.53	ACR|2VULN|2DMG|2CDMG|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5ERES|6aCDMG|7CGEN|8LEGI|9aDMG|aBPWR
1235	16521 21631	   	164.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19CDMG|2LIT|39DMG|4DUR|5BELT|6VULN|7AART|89MLV|9BPWR|aRCR
1236	11261 22612	   	164.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5AART|6DUST|78aVULN|9LEGI
1237	11261 22643	   	164.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|49TLV|5AART|6DUST|78aVULN
1238	11261 22652	   	164.52	ACR|3VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3RCR|4TLV|5AART|6DUST|78aVULN|9ERES
1239	11642 13226	   	164.51	DCR|2VULN|2DMG|3DUR|1CDMG	1CDMG|257DUR|3MBVNT|45DMG|5BPWR|6aVULN|8RCR|9LHND
1240	11642 13232	   	164.51	DCR|2VULN|2DMG|3DUR|1CDMG	1CDMG|257DUR|3MBVNT|45DMG|5BPWR|6aVULN|8RCR|9LIT
1241	11642 13276	   	164.51	DCR|2VULN|2DMG|3DUR|1CDMG	1CDMG|257DUR|3MBVNT|45DMG|5BPWR|6aVULN|8RCR|9CGEN
1242	22151 43311	   	164.50	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2RCR|39VULN|4CGEN|5RCVC|6DMG|7CDMG|8FEWX|aAART
1243	52151 43311	   	164.50	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCR|39VULN|4CGEN|5RCVC|6DMG|7CDMG|8FEWX|aAART
1244	22336 33223	 * 	164.48	ACR|2AART|3ZMB|1VULN|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5VULN|6TLV|7CDMG|9aAART
1245	16562 31221	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CDMG|2LIT|3DMG|4RCR|58VULN|6RPLT|7ASPD|9AART|aMLV
1246	22114 31233	   	164.42	ACR|3VULN|2AART|1DUR	1LWND|2RCR|37aVULN|4MGNLIT|5DUR|68AART|9LIT
1247	22114 31263	   	164.42	ACR|3VULN|2AART|1DUR	1LWND|2RCR|37aVULN|4MGNLIT|5DUR|68AART|9CGEN
1248	52114 31233	   	164.42	ACR|3VULN|2AART|1DUR	1LHND|2RCR|37aVULN|4MGNLIT|5DUR|68AART|9LIT
