0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
1078	23465 12333	   	169.46	ACR|2VULN|1ASPD|1AART|1BEXP	19VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7BEXP|8ZMB|aAART
1079	11124 13643	   	169.46	ACR|2VULN|1ASPD|1AART|1CDMG	1DUST|2FEWX|3MLV|4RCR|58VULN|6AME|7AART|9CDMG|aASPD
1080	23434 13233	   	169.46	ACR|2VULN|1DMG|1AART|1BEXP	15VULN|2RMIN|3RCR|4LWND|6AEMAG|7FLTFST|8BEXP|9DMG|aAART
1081	23462 16122	   	169.46	ACR|2VULN|1DMG|1AART|1BEXP	16VULN|2RMIN|3RCR|4ERES|5LIT|7TLV|8DMG|9BEXP|aAART
1082	23461 15331	   	169.45	ACR|1VULN|1ASPD|1DMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4aERES|5DMG|6AEMAG|7ASPD|8BEXP|9AAC
1083	51513 12324	   	169.39	ACR|1BASARM|2VULN|1CDMG	1ZMB|2LWND|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9FEWX
1084	63513 12324	   	169.39	ACR|1BASARM|2VULN|1CDMG	1LWND|2RMIN|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9FEWX
1085	11224 23441	   	169.38	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2FEWX|38ERES|4RCR|5VULN|6ASPD|7AART|9CDMG|aBEXP
1086	51432 22642	   	169.36	ACR|1BASARM|1VULN|1BEXP	14ZMB|247LWND|3RCR|4BPWR|5BEXP|6MBVNT|8BASARM|9RCVC|aVULN
1087	23433 23612	   	169.34	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9AAC|aCGEN
1088	23433 23613	   	169.34	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1VULN|2RMIN|3RCR|4aLWND|5FEWX|6ASPD|7AART|8CDMG|9AAC
1089	23433 23615	   	169.34	ACR|1VULN|1ASPD|1AART|1CDMG|1AAC	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9AAC|aZMB
1090	51513 12334	   	169.29	ACR|1BASARM|2VULN|1CDMG	1ZMB|2LWND|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9DUST
1091	63513 12334	   	169.29	ACR|1BASARM|2VULN|1CDMG	1LWND|2RMIN|3CDMG|4aVULN|5RCR|6LIT|7CGEN|8BASARM|9DUST
1092	13321 21448	   	169.28	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG	1DUST|2RMIN|3BEXP|4RCR|5RCVC|6MBVNT|7CDMG|8VULN|9ASPD|aAART
