0	Index      	 *	Score 	Summary	Detail	
1	25323 62483	 * 	177.12	DCR|3VULN|3DMG|2ASPD|1SELL	1RMIN|2MBVNT|38aDMG|48ASPD|568VULN|7SELL|8BPWR|9RCR
1122	16116 13471	   	147.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|5CDMG|6MBVNT|7VULN|8DMG|9RCR|aLIT
1123	16116 13473	   	147.93	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1aLHND|2ASPD|3RCVC|4AART|5CDMG|6MBVNT|7VULN|8DMG|9RCR
1124	25751 33412	   	147.93	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8DUST|9TLV|aDMG
1125	25751 33441	   	147.93	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8DUST|9DMG|aERES
1126	25751 33444	   	147.93	DCR|2VULN|1AART|1DMG	1RMIN|2MBVNT|3FEWX|47VULN|5AART|6RCR|8DUST|9DMG|aAIRHEL
1127	42213 41236	   	147.92	DCR|2VULN|1AART|2ASPD|1ZMB	1aDUST|2BEXP|3aASPD|4LHND|5ZMB|6aVULN|7RCR|8BELT|9AART|aBPWR
1128	25323 83362	   	147.87	DCR|2VULN|1AART|1DMG|1ASPD	1RMIN|2MBVNT|3DMG|4ASPD|58VULN|6ERES|7AART|9RCR|aRCVC
1129	33342 33561	   	147.86	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2NUKE|3ASPD|45DMG|6BELT|7LIT|8RCR|9AART|aVULN
1130	13115 51211	   	147.85	ACR|2VULN|1AART|1DMG	1LHND|2CGEN|3RCVC|4AART|5RCR|6BELT|7aVULN|8LWND|9DMG
1131	13115 51214	   	147.85	ACR|2DMG|1AART|1VULN	1LHND|2CGEN|3RCVC|4AART|5RCR|6BELT|7VULN|8LWND|9aDMG
1132	23335 63214	   	147.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2aTLV|3AART|4LHND|5RCR|6CDMG|7DUR|8VULN|9DMG
1133	53634 31313	   	147.84	ACR|3VULN|1DMG|1DUR	1DMSP|2MLV|3RCR|4FEWX|5RCVC|67aVULN|8DMG|9DUR
1134	16116 13474	   	147.83	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3RCVC|4AART|5CDMG|6MBVNT|7VULN|8DMG|9RCR|aERES
1135	21126 22214	   	147.82	DCR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1RMIN|2LWND|3RCVC|4CDMG|5VULN|6ASPD|7FLTHEA|8AART|9ZMB|aRCR
1136	53151 22153	   	147.82	DCR|3VULN|2DMG|1SELL	1DMSP|2MLV|35DMG|458VULN|5BPWR|6FEWX|7ERES|9RCR|aSELL
1137	21145 22621	   	147.78	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1RMIN|2LWND|3RCVC|4ZMB|5ASPD|6FEWX|7RCR|8AART|9VULN|aDMG
1138	12622 62622	   	147.78	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5DMG|6CGEN|7RCR|8AART|9VULN|aZMB
1139	16113 13351	   	147.78	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4AART|5VULN|6FEWX|7CGEN|8RCR|9ZMB|aDMG
1140	16113 63351	   	147.78	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4AART|5VULN|6LWND|7CGEN|8RCR|9ZMB|aDMG
1141	31521 32424	   	147.78	ACR|2DMG|1AART|1VULN|1DUR	19BEXP|2LIT|3CGEN|4VULN|5RCR|6DUR|78DMG|aAART
1142	13115 51411	   	147.75	ACR|2VULN|1AART|1DMG	1LHND|2CGEN|3RCVC|4AART|5RCR|6BELT|7aVULN|8DUST|9DMG
1143	62251 21151	   	147.73	DCR|3VULN|1DMG|2ASPD	1ERES|2RCVC|35ASPD|458VULN|5BPWR|6FEWX|7DMG|9RCR|aLHND
1144	62251 31151	   	147.73	DCR|3VULN|1DMG|2ASPD	1ERES|2RCVC|35ASPD|458VULN|5BPWR|6LWND|7DMG|9RCR|aLHND
1145	62251 31152	   	147.73	DCR|3VULN|1DMG|2ASPD	1ERES|2RCVC|35ASPD|458VULN|5BPWR|6LWND|7DMG|9RCR|aBELT
1146	26233 22621	   	147.73	DCR|2DMG|1AART|1VULN	1RMIN|2RCVC|3MLV|4aDMG|5BEXP|6FEWX|7RCR|8AART|9VULN
1147	26233 22625	   	147.73	DCR|2VULN|1AART|1DMG	1RMIN|2RCVC|3MLV|4DMG|5BEXP|6FEWX|7RCR|8AART|9aVULN
1148	26233 42621	   	147.73	DCR|2DMG|1AART|1VULN	1RMIN|2RCVC|3MLV|4aDMG|5BEXP|6LHND|7RCR|8AART|9VULN
1149	21113 64151	   	147.71	DCR|2VULN|1AART|1ZMB|1ASPD	1RMIN|26LWND|3RCVC|4AART|5aVULN|7RCR|8ASPD|9ZMB
1150	12622 12622	   	147.68	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5DMG|6TLV|7RCR|8AART|9VULN|aZMB
1151	12622 52622	   	147.68	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2BEXP|3RCVC|4ASPD|5DMG|6ERES|7RCR|8AART|9VULN|aZMB
1152	16113 43351	   	147.68	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4AART|5VULN|6DUST|7CGEN|8RCR|9ZMB|aDMG
1153	16143 22621	   	147.68	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4ZMB|5ERES|6FEWX|7RCR|8AART|9VULN|aDMG
1154	16143 32621	   	147.68	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4ZMB|5ERES|6BEXP|7RCR|8AART|9VULN|aDMG
1155	25225 23123	   	147.68	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6CGEN|7RPLT|89VULN|aAART
1156	25225 23153	   	147.68	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6CGEN|7RPLT|8VULN|aAART
1157	25225 54423	   	147.68	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|69VULN|7MLV|8RPLT|aAART
1158	52231 24153	   	147.68	ACR|3VULN|1AART|1DUR	1DMSP|24LIT|3DUR|5RCR|6RCVC|7AART|89aVULN
1159	32355 62113	   	147.67	ACR|2VULN|1AART|1CDMG|1ASPD	12BEXP|3AART|4ERES|5RCR|6aVULN|7RCVC|8ASPD|9CDMG
1160	63325 62113	   	147.67	ACR|2VULN|1AART|1CDMG|1ASPD	1ERES|2BEXP|3AART|4DMSP|5RCR|6aVULN|7RCVC|8ASPD|9CDMG
1161	21115 23133	   	147.65	ACR|2VULN|1AART|2CDMG	1RMIN|2LWND|3RCVC|4AART|5RCR|6NUKE|78CDMG|9aVULN
1162	61115 51211	   	147.65	ACR|2VULN|1AART|1DMG	1ERES|2LEGI|3RCVC|4AART|5RCR|6BELT|7aVULN|8LWND|9DMG
1163	25414 68231	   	147.65	DCR|2AART|2VULN|1ASPD	15RMIN|2MBVNT|37AART|4CGEN|6RCR|8ASPD|9aVULN
1164	25425 46113	   	147.65	DCR|2AART|2VULN|1ASPD	1RMIN|2MBVNT|37AART|49LHND|5aVULN|6RCR|8ASPD
1165	25425 46121	   	147.65	DCR|2AART|2VULN|1ASPD	1RMIN|2MBVNT|37AART|4aLHND|59VULN|6RCR|8ASPD
1166	62251 21153	   	147.63	DCR|3VULN|1DMG|2ASPD	1ERES|2RCVC|35ASPD|458VULN|5BPWR|6FEWX|7DMG|9RCR|aLSRHEA
1167	26333 22621	   	147.63	DCR|2DMG|1AART|1VULN	1RMIN|2RCVC|3TLV|4aDMG|5BEXP|6FEWX|7RCR|8AART|9VULN
1168	26333 22625	   	147.63	DCR|2VULN|1AART|1DMG	1RMIN|2RCVC|3TLV|4DMG|5BEXP|6FEWX|7RCR|8AART|9aVULN
1169	26333 42621	   	147.63	DCR|2DMG|1AART|1VULN	1RMIN|2RCVC|3TLV|4aDMG|5BEXP|6LHND|7RCR|8AART|9VULN
1170	62132 22621	   	147.63	DCR|2DMG|1AART|1VULN	1ERES|2RCVC|3aDMG|4MLV|5LHND|6FEWX|7RCR|8AART|9VULN
1171	62132 22625	   	147.63	DCR|2VULN|1AART|1DMG	1ERES|2RCVC|3DMG|4MLV|5LHND|6FEWX|7RCR|8AART|9aVULN
1172	15622 12622	   	147.58	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2DUST|3RCVC|4ASPD|5DMG|6TLV|7RCR|8AART|9VULN|aZMB
1173	16142 12621	   	147.58	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|2ASPD|3RCVC|4ZMB|5DUST|6TLV|7RCR|8AART|9VULN|aDMG
1174	25225 13123	   	147.58	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|6ERES|7RPLT|89VULN|aAART
1175	25225 13153	   	147.58	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6ERES|7RPLT|8VULN|aAART
1176	25225 53423	   	147.58	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2MBVNT|3DUR|4DMG|5RCR|69VULN|7TLV|8RPLT|aAART
1177	25425 46122	   	147.55	DCR|2AART|2VULN|1ASPD	1RMIN|2MBVNT|37AART|4LHND|59VULN|6RCR|8ASPD|aDUST
1178	15263 41121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1LHND|2DUST|3ASPD|4BEXP|5aZMB|6VULN|7RCR|8DMG|9AART
1179	33114 61121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1BEXP|2NUKE|3DUR|4LHND|5VULN|6aZMB|7RCR|8DMG|9AART
1180	33534 61121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1BEXP|2NUKE|3LWND|4DUR|5VULN|6aZMB|7RCR|8DMG|9AART
1181	33541 61121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1BEXP|2NUKE|3LWND|4VULN|5DUR|6aZMB|7RCR|8DMG|9AART
1182	33641 61121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1BEXP|2NUKE|3LHND|4VULN|5DUR|6aZMB|7RCR|8DMG|9AART
1183	35213 41121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1BEXP|2DUST|3ASPD|4LHND|5aZMB|6VULN|7RCR|8DMG|9AART
1184	42213 41121	   	147.53	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD	1DUST|2BEXP|3ASPD|4LHND|5aZMB|6VULN|7RCR|8DMG|9AART
1185	23336 22531	   	147.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1aRMIN|2TLV|3AART|4LHND|5CDMG|6DUR|7DMG|8RCR|9VULN
1186	23336 22533	   	147.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5CDMG|6DUR|7DMG|8RCR|9VULN|aLIT
1187	23336 22536	   	147.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5CDMG|6DUR|7DMG|8RCR|9VULN|aMLV
1188	32532 33634	   	147.49	DCR|3VULN|1AART|1ASPD|1DUR	12BEXP|359VULN|4RPLT|6AART|7DUR|8ASPD|aRCR
1189	32355 61321	   	147.47	ACR|3VULN|1AART|1ASPD	12BEXP|3AART|4ERES|5RCR|68aVULN|7ASPD|9MLV
1190	32355 61331	   	147.47	ACR|3VULN|1AART|1ASPD	12BEXP|3AART|4ERES|5RCR|68aVULN|7ASPD|9CGEN
1191	32355 63121	   	147.47	ACR|3VULN|1AART|1ASPD	12BEXP|3AART|4ERES|5RCR|67aVULN|8ASPD|9MLV
1192	32355 63131	   	147.47	ACR|3VULN|1AART|1ASPD	12BEXP|3AART|4ERES|5RCR|67aVULN|8ASPD|9CGEN
1193	63325 61321	   	147.47	ACR|3VULN|1AART|1ASPD	1ERES|2BEXP|3AART|4DMSP|5RCR|68aVULN|7ASPD|9MLV
1194	63325 61331	   	147.47	ACR|3VULN|1AART|1ASPD	1ERES|2BEXP|3AART|4DMSP|5RCR|68aVULN|7ASPD|9CGEN
1195	63325 63121	   	147.47	ACR|3VULN|1AART|1ASPD	1ERES|2BEXP|3AART|4DMSP|5RCR|67aVULN|8ASPD|9MLV
1196	63325 63131	   	147.47	ACR|3VULN|1AART|1ASPD	1ERES|2BEXP|3AART|4DMSP|5RCR|67aVULN|8ASPD|9CGEN
1197	25425 74244	   	147.45	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|59VULN|6DUR|7RCR|8CGEN|aCDMG
1198	61115 23133	   	147.45	ACR|2VULN|1AART|2CDMG	1ERES|2LEGI|3RCVC|4AART|5RCR|6NUKE|78CDMG|9aVULN
1199	33142 61121	   	147.43	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1BEXP|2NUKE|3DUR|4VULN|5DUST|6aZMB|7RCR|8DMG|9AART
1200	62142 12621	   	147.43	DCR|2DMG|1AART|1VULN	1ERES|2RCVC|3aDMG|4LHND|5DUST|6TLV|7RCR|8AART|9VULN
1201	63312 13724	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2BEXP|3AART|4DUR|5CGEN|6VULN|7MBVNT|8RCR|9CDMG|aDMG
1202	23322 62516	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4BEXP|5DUST|6CDMG|7DMG|8RCR|9DUR|aVULN
1203	23322 62535	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4BEXP|5DUST|6CDMG|7DMG|8RCR|9VULN|aDUR
1204	23332 62535	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5DUST|6CDMG|7DMG|8RCR|9VULN|aDUR
1205	23336 22526	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2TLV|3AART|4LHND|5CDMG|6DUR|7DMG|8RCR|9LEGI|aVULN
1206	23336 22534	   	147.43	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1RMIN|2aTLV|3AART|4LHND|5CDMG|6DUR|7DMG|8RCR|9VULN
1207	32344 53321	   	147.38	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	12BEXP|3AART|4ZMB|5DUST|6RCVC|7DUR|8RCR|9VULN|aDMG
1208	16113 31351	   	147.38	DCR|2VULN|1AART|1ZMB|1ASPD	1LHND|2ASPD|37RCVC|4AART|5aVULN|6RMIN|8RCR|9ZMB
1209	25225 22136	   	147.36	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6CGEN|7AART|8ASPD|aZMB
1210	25225 22161	   	147.36	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6CGEN|7AART|8ASPD|9ZMB
1211	25251 35221	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	1RMIN|2MBVNT|3aDUR|4VULN|5AART|6RCR|7ZMB|8FEWX|9CDMG
1212	25251 35421	   	147.36	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	1RMIN|2MBVNT|3aDUR|4VULN|5AART|6RCR|7ZMB|8LWND|9CDMG
1213	25421 74362	   	147.35	DCR|2VULN|1AART|1CDMG|1DUR	1RMIN|2MBVNT|3AART|4LHND|5LEGI|6DUR|7RCR|8aVULN|9CDMG
1214	12333 14616	   	147.34	DCR|2AART|1VULN|1DMG|1CDMG	15LHND|2BEXP|3VULN|4CDMG|6DMG|7aAART|8LIT|9RCR
1215	12245 31431	   	147.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2BEXP|3ASPD|4VULN|5DMG|6DUST|7RCR|8CDMG|9RCVC|aAART
1216	46312 13724	   	147.33	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|3AART|4DUR|5CGEN|6VULN|7MBVNT|8RCR|9CDMG|aDMG
1217	65312 13724	   	147.33	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DUST|3AART|4DUR|5CGEN|6VULN|7MBVNT|8RCR|9CDMG|aDMG
1218	25222 31618	   	147.30	DCR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2MBVNT|35DUR|4DMG|6ZMB|7aVULN|8RCR|9ASPD
1219	25232 31618	   	147.30	DCR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2MBVNT|34DUR|5DMG|6ZMB|7aVULN|8RCR|9ASPD
1220	25242 31618	   	147.30	DCR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2MBVNT|35DUR|4ASPD|6ZMB|7aVULN|8RCR|9DMG
1221	45321 53321	   	147.28	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	12DUST|3AART|4BEXP|5ZMB|6RCVC|7DUR|8RCR|9VULN|aDMG
1222	25225 12161	   	147.26	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|4aDMG|5RCR|6ERES|7AART|8ASPD|9ZMB
1223	25225 12136	   	147.26	ACR|2DMG|1AART|1ZMB|1DUR|1ASPD	1RMIN|2MBVNT|3DUR|49DMG|5RCR|6ERES|7AART|8ASPD|aZMB
1224	25251 35321	   	147.26	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB	1RMIN|2MBVNT|3aDUR|4VULN|5AART|6RCR|7ZMB|8DUST|9CDMG
1225	25251 32741	   	147.23	DCR|2VULN|1AART|2DUR|1ASPD	1RMIN|2MBVNT|38DUR|4aVULN|5AART|6RCR|7BELT|9ASPD
1226	33126 31431	   	147.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2NUKE|3DUR|4DMG|5VULN|6DUST|7RCR|8CDMG|9RCVC|aAART
1227	22432 12621	   	147.23	DCR|2DMG|1AART|1VULN	1RMIN|2FEWX|3RCVC|4DUST|5aDMG|6TLV|7RCR|8AART|9VULN
1228	22432 12625	   	147.23	DCR|2VULN|1AART|1DMG	1RMIN|2FEWX|3RCVC|4DUST|5DMG|6TLV|7RCR|8AART|9aVULN
1229	53415 12113	   	147.17	ACR|2VULN|1AART|1CDMG|1ASPD	1DMSP|2MLV|3aVULN|4AART|5RCR|6FEWX|7RCVC|8ASPD|9CDMG
1230	25251 31371	   	147.17	DCR|3VULN|1AART|1DMG|1DUR|1MSE	1RMIN|2MBVNT|3DUR|489VULN|5AART|6RCR|7MSE|aDMG
1231	24212 65222	   	147.16	DCR|4VULN|1ZMB|1DUR	1RMIN|24CANSTR|3489VULN|4BPWR|5ZMB|6LIT|7RCR|aDUR
1232	23367 24425	   	147.14	DCR|2AART|1VULN|1DMG|1CDMG	1RMIN|2TLV|36AART|4MBVNT|5CDMG|7MGNLIT|8DMG|9VULN|aRCR
1233	32155 22621	   	147.13	DCR|2DMG|1AART|1VULN	12BEXP|3LWND|4RCVC|5aDMG|6FEWX|7RCR|8AART|9VULN
