0	Index      	 *	Score 	Summary	Detail	
1	54311 13224	 * 	188.58	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD|1DUR|1SELL	1CDMG|2ASPD|3RCR|478VULN|5SELL|6DMG|9DUR|aAART
1125	54322 23253	   	158.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|4CGEN|5ZMB|6LWND|7AART|89VULN|aBELT
1126	22233 62151	   	158.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|69CDMG|7VULN|8LIT|aDMG
1127	22233 34165	   	158.92	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6DMSP|79CDMG|8DMG|aVULN
1128	22233 53145	   	158.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|3DUST|4ZMB|5RCR|6LIT|7DMG|89CDMG|aVULN
1129	22461 31162	   	158.90	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD	1LHND|258AART|3ZMB|4DMG|6BEXP|7ASPD|9RCR|aVULN
1130	51362 32223	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2TLV|3RCR|4RPLT|5LWND|6ZMB|7AART|89VULN|aDUR
1131	54315 13113	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|46VULN|5LHND|7AART|8NUKE|9ZMB|aLWND
1132	33542 23214	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8aVULN|9FEWX
1133	33542 23224	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|8aVULN|9LHND
1134	33542 23251	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6aLWND|7AART|89VULN
1135	33542 23252	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|89VULN|aDMSP
1136	33542 23253	   	158.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4CDMG|5ZMB|6LWND|7AART|89VULN|aBELT
1137	22233 14165	   	158.82	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2AART|36DUST|4ZMB|5RCR|79CDMG|8DMG|aVULN
1138	33316 15321	   	158.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	19TLV|2ASPD|39VULN|4MGNSTR|5AART|6MLV|79ZMB|8RCR|9BPWR|aCDMG
1139	33555 32431	   	158.77	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3RCR|4MBVNT|5LHND|6aDMG|7AART|8ZMB|9CDMG
1140	51334 42223	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2TLV|3RCR|4ZMB|5RPLT|6LEGI|7AART|89VULN|aDUR
1141	54315 13112	   	158.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2ASPD|3RCR|46VULN|5LHND|7AART|8NUKE|9ZMB|aERES
1142	36321 13651	   	158.77	DCR|3VULN|2DMG|1ZMB	1TLV|2NUKE|347VULN|5DUST|6aDMG|8ZMB|9RCR
1143	42321 13331	   	158.74	ACR|1AART|1DMG|1VULN|1CDMG|2DUR	1LWND|2AART|3RCR|4LHND|5VULN|67DUR|8DMSP|9CDMG|aDMG
1144	53252 18222	 * 	158.72	3VULN|3DMG|3CDMG|1AART	139CDMG|2aDUST|4BELT|5MBVNT|69aVULN|7AART|89aDMG|9aBPWR
1145	54343 31131	 * 	158.69	ACR|3DMG|3CDMG|3ASPD|1ZMB|1DUR|1MSE	178CDMG|278ASPD|3RCR|4LHND|5MSE|678DMG|78BPWR|9DUR|aZMB
1146	51313 23252	   	158.69	ACR|2VULN|2AART|2CDMG	15CDMG|2TLV|3RCR|49VULN|6LWND|7aAART|8LHND
1147	51313 23642	   	158.69	ACR|2VULN|2AART|2CDMG	15CDMG|2TLV|3RCR|48VULN|6LWND|7aAART|9LHND
1148	51343 23352	   	158.69	ACR|2VULN|2AART|2CDMG	15CDMG|2TLV|3RCR|4LHND|6LWND|7aAART|89VULN
1149	22353 31433	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	17LHND|2AART|35ERES|45VULN|5BPWR|6CDMG|8RCR|9TLV|aDMG
1150	22353 35433	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2AART|35ERES|45VULN|5BPWR|6CDMG|7RCVC|8RCR|9TLV|aDMG
1151	31343 41431	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|2MLV|39VULN|4CDMG|5MBVNT|6AART|7RCR|8FEWX|aDMG
1152	26314 21413	   	158.67	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1LHND|2FLTHEA|3LWND|4CDMG|5BEXP|6ZMB|79VULN|8RCR|aAART
1153	25236 61323	 * 	158.66	DCR|2AART|1DMG|2ASPD|1CDMG|2DUR	18LHND|28ASPD|3DMG|4CDMG|58DUR|6aAART|7RCR|8BPWR|9FEWX
1154	22414 23325	   	158.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2AART|3ZMB|4LIT|5aVULN|6MGNLIT|7RCR|8LWND|9DMG
1155	51323 35434	   	158.62	ACR|2VULN|2AART|1CDMG|1DUR	1CDMG|2TLV|3RCR|4CGEN|5MBVNT|6DUR|7aVULN|89AART
1156	62323 34152	   	158.62	DCR|4VULN|1DMG|1DUR	1MLV|2DMG|349aVULN|5DUR|6RCR|7FEWX|8ERES
1157	62323 35152	   	158.62	DCR|4VULN|1DMG|1DUR	1MLV|2DMG|349aVULN|5DUR|6RCR|7LWND|8ERES
1158	62323 36152	   	158.62	DCR|4VULN|1DMG|1DUR	1MLV|2DMG|349aVULN|5DUR|6RCR|7BEXP|8ERES
1159	51125 61331	   	158.60	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	18CDMG|28TLV|3ZMB|4LHND|58FEWX|6AART|7RCR|8BPWR|9VULN|aDMG
1160	51316 53111	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9LHND|aFEWX
1161	51316 53112	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9LHND|aMLV
1162	51316 53113	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9LHND|aRPLT
1163	51316 53121	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9RMIN|aDMSP
1164	51316 53122	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9RMIN|aLIT
1165	51316 53123	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9RMIN|aCGEN
1166	51316 53131	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8DUR|9RCVC|aLHND
1167	51316 53332	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1CDMG|2TLV|3RCR|457VULN|6DMG|8BEXP|9RCVC|aDUR
