0	Index      	 *	Score 	Summary	Detail	
1	35321 16612	 * 	183.31	DCR|3VULN|3DMG|2ZMB|1DUR	1RMIN|248DMG|3FEWX|58ZMB|678VULN|8BPWR|9DUR|aRCR
1172	24561 33213	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	14LHND|2aDMG|3CDMG|5DUR|67VULN|8RCR|9BEXP
1173	24561 33221	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	14LHND|29DMG|3CDMG|5DUR|67VULN|8RCR|aLWND
1174	32321 16224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2DUR|3CGEN|49DMG|5DMSP|6aVULN|7CDMG|8RCR
1175	32323 26224	   	155.40	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2DUR|3CGEN|49DMG|5aVULN|6RCVC|7CDMG|8RCR
1176	52321 34253	   	155.39	DCR|2VULN|1DMG|2CDMG|2ASPD|1SELL	1MLV|29CDMG|3MGNLIT|4DMG|59ASPD|6RCR|7DUST|89VULN|9BPWR|aSELL
1177	43223 33516	   	155.38	DCR|3VULN|1DMG|2ASPD|1CDMG	167BEXP|27ASPD|3TLV|4DMG|578VULN|7BPWR|9CDMG|aRCR
1178	14135 52211	   	155.36	DCR|3DMG|2VULN	18aLWND|25aDMG|3RCVC|4BEXP|6RCR|7ERES|9aVULN|aBPWR
1179	14135 52311	   	155.36	DCR|3DMG|2VULN	1aLWND|25aDMG|38RCVC|4BEXP|6RCR|7ERES|9aVULN|aBPWR
1180	23321 25255	   	155.36	DCR|3VULN|2DMG	18LHND|2LIT|38DMG|4LWND|5TLV|6RCR|78aVULN|8BPWR|9DMSP
1181	13341 35411	   	155.35	DCR|2VULN|2DMG|1ZMB|1ASPD	14aLWND|2ASPD|3aCGEN|5ZMB|68DMG|7RCR|9aVULN|aBPWR
1182	43121 35411	   	155.35	DCR|2VULN|2DMG|1ZMB|1ASPD	1aBEXP|2ASPD|3RCVC|4aMLV|5ZMB|68DMG|7RCR|9aVULN|aBPWR
1183	12153 11266	   	155.32	DCR|3VULN|1AART|1ZMB	1LWND|2ERES|3RCVC|4AART|5ZMB|6RCR|79aVULN|8CGEN
1184	12512 53226	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LWND|2ERES|3CDMG|4MLV|59DMG|67VULN|8RCR|aDUR
1185	13221 16224	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3TLV|49DMG|5DMSP|6aVULN|7CDMG|8RCR
1186	13223 26224	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|3TLV|49DMG|5aVULN|6RCVC|7CDMG|8RCR
1187	32221 16224	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2DUR|3TLV|49DMG|5DMSP|6aVULN|7CDMG|8RCR
1188	32223 26224	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2DUR|3TLV|49DMG|5aVULN|6RCVC|7CDMG|8RCR
1189	33226 52251	   	155.29	ACR|2VULN|2DMG|2CDMG	1RMIN|29CDMG|3SNIHEL|49DMG|5RCR|6MLV|7LWND|89VULN|9BPWR|aBEXP
1190	53341 21225	   	155.28	DCR|3VULN|1AART|1DMG	1MLV|2DMG|3AART|479VULN|56DUST|8CGEN|aRCR
1191	24223 14314	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9CGEN|aLIT
1192	24223 14316	   	155.26	DCR|3DMG|2AART	18aLHND|248DMG|38TLV|57AART|6RCR|8BPWR|9CGEN
1193	24223 14321	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LWND|aCGEN
1194	24223 14322	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LWND|aRMIN
1195	24223 14334	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9MLV|aLIT
1196	24223 14336	   	155.26	DCR|3DMG|2AART	18aLHND|248DMG|38TLV|57AART|6RCR|8BPWR|9MLV
1197	24223 14353	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LIT|aCGEN
1198	24223 14361	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9BEXP|aCGEN
1199	24223 14362	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9BEXP|aRMIN
1200	24223 14363	   	155.26	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9BEXP|aDMSP
1201	24323 14236	   	155.26	DCR|3DMG|2AART	1LHND|24aDMG|38CGEN|57AART|6RCR|9LIT
1202	14125 52211	   	155.26	DCR|3DMG|2VULN	18aLWND|25aDMG|3RCVC|4DUST|6RCR|7ERES|9aVULN|aBPWR
1203	14125 52311	   	155.26	DCR|3DMG|2VULN	1aLWND|25aDMG|38RCVC|4DUST|6RCR|7ERES|9aVULN|aBPWR
1204	21325 56332	   	155.26	DCR|3VULN|2DMG	12LHND|3FEWX|45DMG|6RCR|79aVULN|8CGEN
1205	22325 56332	   	155.26	DCR|3VULN|2DMG	1LHND|2RCVC|3FEWX|45DMG|6RCR|79aVULN|8CGEN
1206	23321 25243	   	155.26	DCR|3DMG|2VULN	18LHND|2LIT|38aDMG|4LWND|5TLV|6RCR|78VULN|8BPWR|9SNIHEL
1207	23321 25265	   	155.26	DCR|3VULN|2DMG	18LHND|2LIT|38DMG|4LWND|59TLV|6RCR|78aVULN|8BPWR
1208	23341 25243	   	155.26	DCR|3DMG|2VULN	18LHND|2LIT|38aDMG|4FEWX|5TLV|6RCR|78VULN|8BPWR|9SNIHEL
1209	24323 13426	   	155.26	DCR|3DMG|2AART	1LHND|24aDMG|38CGEN|59AART|6RCR|7LIT
1210	53232 22331	   	155.26	DCR|3DMG|2VULN	1MLV|258DMG|3LIT|4LWND|6RCR|7aVULN|9LHND
1211	53232 22346	   	155.26	DCR|3DMG|2VULN	1MLV|258DMG|39LIT|4LWND|6RCR|7aVULN
1212	33226 14523	   	155.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6ZMB|7DUST|8ASPD|9AART|aVULN
1213	35231 31224	   	155.23	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR	1RMIN|29DMG|35CDMG|45LWND|5BPWR|6ZMB|7DUR|8RCR|aVULN
1214	52312 63611	   	155.22	ACR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MGNLIT|4DUR|5RCR|69AART|78VULN|aFEWX
1215	52312 63613	   	155.22	ACR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MGNLIT|4DUR|5RCR|69AART|78VULN|aLHND
1216	13223 56224	   	155.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2ASPD|36TLV|49DMG|5aVULN|7CDMG|8RCR
1217	32223 56224	   	155.20	DCR|2VULN|2DMG|1CDMG|1DUR	1RMIN|2DUR|36TLV|49DMG|5aVULN|7CDMG|8RCR
1218	33226 41432	   	155.19	ACR|2VULN|2DMG|2CDMG	179RMIN|2aCDMG|3SNIHEL|4aDMG|5RCR|6aVULN|8MBVNT|aBPWR
1219	33226 52253	   	155.19	ACR|2VULN|2DMG|2CDMG	1RMIN|29CDMG|3SNIHEL|49DMG|5RCR|6MLV|7LWND|89VULN|9BPWR|aDUST
1220	24323 11111	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|39CGEN|5AART|6RCR|7VULN|8LWND|aDUR
1221	24323 11133	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8aLWND|9ASPD
1222	24323 11134	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9ASPD|aLIT
1223	24323 11136	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1aLHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9ASPD
1224	24323 11145	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9FEWX|aASPD
1225	24323 11163	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9LIT|aDUR
1226	24323 11311	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|39CGEN|5AART|6RCR|7VULN|8BEXP|aDUR
1227	24323 11316	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|39CGEN|5AART|6RCR|7VULN|8BEXP|aASPD
1228	24323 11333	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9ASPD|aLWND
1229	24323 11334	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9ASPD|aLIT
1230	24323 11336	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1aLHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9ASPD
1231	24323 11345	   	155.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9FEWX|aASPD
1232	24323 11363	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9LIT|aDUR
1233	24323 13513	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8VULN|9FEWX|aDUR
1234	24323 13133	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8BEXP|9VULN|aDUR
1235	24323 16341	   	155.16	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|78BEXP|9VULN|aDUR
1236	24223 14311	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9CGEN|aLSRHEA
1237	24223 14312	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9CGEN|aLEGI
1238	24223 14324	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LWND|aERES
1239	24223 14326	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38aTLV|57AART|6RCR|8BPWR|9LWND
1240	24223 14331	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9MLV|aLSRHEA
1241	24223 14332	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9MLV|aLEGI
1242	24223 14342	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9BELT|aERES
1243	24223 14351	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LIT|aDUST
1244	24223 14352	   	155.16	DCR|3DMG|2AART	18LHND|248DMG|38TLV|57AART|6RCR|8BPWR|9LIT|aLEGI
1245	23331 25243	   	155.16	DCR|3DMG|2VULN	18LHND|2LIT|38aDMG|4DUST|5TLV|6RCR|78VULN|8BPWR|9SNIHEL
1246	23361 25314	   	155.16	DCR|3VULN|2DMG	1LHND|2LIT|38DMG|47aVULN|5TLV|6RCR|9DMSP
1247	23361 25325	   	155.16	DCR|3VULN|2DMG	1LHND|2LIT|38DMG|47aVULN|5TLV|6RCR|9LWND
1248	23363 25314	   	155.16	DCR|3VULN|2DMG	1LHND|2LIT|38DMG|47aVULN|5ERES|6RCR|9DMSP
1249	23363 25325	   	155.16	DCR|3VULN|2DMG	1LHND|2LIT|38DMG|47aVULN|5ERES|6RCR|9LWND
1250	53232 22311	   	155.16	DCR|3DMG|2VULN	1MLV|258DMG|3LIT|4LWND|6RCR|7aVULN|9DUST
1251	13325 11242	   	155.15	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3CGEN|45DMG|6aVULN|7SELL|8RCR|9CDMG
1252	13325 16242	   	155.15	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3CGEN|45DMG|6aVULN|7CDMG|8RCR|9SELL
1253	32325 16242	   	155.15	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1RMIN|2DUR|3CGEN|45DMG|6aVULN|7CDMG|8RCR|9SELL
1254	43325 11242	   	155.15	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1BEXP|2ASPD|3CGEN|45DMG|6aVULN|7SELL|8RCR|9CDMG
1255	13241 35411	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	14aLWND|2ASPD|3aTLV|5ZMB|68DMG|7RCR|9aVULN|aBPWR
1256	13341 35412	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	14LWND|2ASPD|3CGEN|5ZMB|68DMG|7RCR|9aVULN
1257	43121 35412	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	1BEXP|2ASPD|3RCVC|4MLV|5ZMB|68DMG|7RCR|9aVULN
1258	53131 22211	   	155.10	DCR|3VULN|2DMG|1ASPD	13MLV|23DMG|3BPWR|4RCVC|5ASPD|6CGEN|78aVULN|9RCR
1259	53131 22214	   	155.10	DCR|3DMG|2VULN|1ASPD	13MLV|23aDMG|3BPWR|4RCVC|5ASPD|6CGEN|78VULN|9RCR
1260	33221 36212	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5ASPD|6RCR|7DUR|8VULN|9FEWX|aAART
1261	33221 36226	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5ASPD|6RCR|7DUR|8VULN|9RPLT|aAART
1262	33221 36232	   	155.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5ASPD|6RCR|7DUR|8VULN|9BEXP|aAART
1263	24223 11121	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|89LWND|aDUR
1264	24223 11145	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8LWND|9FEWX|aASPD
1265	24223 11163	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8LWND|9LIT|aDUR
1266	24223 11325	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9LWND|aASPD
1267	24223 11345	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9FEWX|aASPD
1268	24223 11363	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9LIT|aDUR
1269	24223 13313	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9FEWX|aDUR
1270	24223 13334	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9CGEN|aDUR
1271	24323 11132	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9ASPD|aVENICY
1272	24323 11155	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8LWND|9DUST|aASPD
1273	24323 11332	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9ASPD|aVENICY
1274	24323 11355	   	155.06	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8BEXP|9DUST|aASPD
1275	24323 13524	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8VULN|9ERES|aDUR
1276	24323 13563	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8VULN|9MBVNT|aDUR
1277	24323 13633	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7LIT|8MBVNT|9VULN|aDUR
1278	24323 15141	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3CGEN|5AART|6RCR|7RMIN|8ERES|9VULN|aDUR
1279	24223 16341	   	155.06	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|78BEXP|9VULN|aDUR
1280	13225 11242	   	155.05	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3TLV|45DMG|6aVULN|7SELL|8RCR|9CDMG
1281	13225 16242	   	155.05	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1LWND|2ASPD|3TLV|45DMG|6aVULN|7CDMG|8RCR|9SELL
1282	32225 16242	   	155.05	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1RMIN|2DUR|3TLV|45DMG|6aVULN|7CDMG|8RCR|9SELL
1283	43225 11242	   	155.05	DCR|2VULN|2DMG|1CDMG|1ASPD|1SELL	1BEXP|2ASPD|3TLV|45DMG|6aVULN|7SELL|8RCR|9CDMG
1284	35621 21136	   	155.05	DCR|3DMG|2VULN|2DUR|1ZMB|1MSE	1RMIN|24aDMG|3aDUR|5ZMB|6RCR|7NUKE|8MSE|9aVULN|aBPWR
1285	13241 35412	   	155.05	DCR|2VULN|2DMG|1ZMB|1ASPD	14LWND|2ASPD|3TLV|5ZMB|68DMG|7RCR|9aVULN
1286	33226 31163	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	17RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|8aVULN|9AART
1287	33226 33162	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|78VULN|9AART|aLIT
1288	33226 33166	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|78VULN|9AART|aCGEN
1289	33226 33463	   	154.99	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|7aVULN|8RCVC|9AART
1290	33226 36162	   	154.99	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2CDMG|3SNIHEL|47DMG|5RCR|6LHND|8VULN|9AART|aLIT
1291	31356 51232	   	154.98	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2CGEN|3AART|4DUR|5RCR|6VULN|7ASPD|8BELT|9CDMG|aDMG
1292	33221 34242	   	154.97	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2CDMG|3SNIHEL|4DMG|5ASPD|6RCR|7DUST|8VULN|9DUR|aAART
1293	24223 11155	   	154.96	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8LWND|9DUST|aASPD
1294	24223 11355	   	154.96	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8BEXP|9DUST|aASPD
1295	24223 13324	   	154.96	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9ERES|aDUR
1296	24223 13363	   	154.96	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9MBVNT|aDUR
1297	24223 13368	   	154.96	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|24DMG|3TLV|5AART|6RCR|7LIT|8VULN|9MBVNT|aASPD
1298	24223 15141	   	154.96	DCR|2DMG|1AART|1VULN|1DUR	1LHND|24DMG|3TLV|5AART|6RCR|7RMIN|8ERES|9VULN|aDUR
1299	31346 15121	   	154.94	ACR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5RCR|6BEXP|7MSE|9aDMG|aBPWR
1300	31346 35121	   	154.94	ACR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5RCR|6LWND|7MSE|9aDMG|aBPWR
1301	24323 11612	   	154.92	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8SELL|9MLV|aASPD
1302	33226 33161	   	154.89	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6LHND|78VULN|9AART|aERES
1303	33226 36161	   	154.89	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2CDMG|3SNIHEL|47DMG|5RCR|6LHND|8VULN|9AART|aERES
1304	33226 36423	   	154.89	ACR|2DMG|1AART|1VULN|1CDMG	1RMIN|2CDMG|3SNIHEL|47DMG|5RCR|6LHND|8MBVNT|9AART|aVULN
1305	33226 41423	   	154.89	ACR|2VULN|1AART|1DMG|1CDMG	17RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6aVULN|8MBVNT|9AART
1306	33226 43422	   	154.89	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|67VULN|8MBVNT|9AART|aLIT
1307	23112 12631	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	1LHND|2LIT|36DUR|4DMG|5RCR|7AART|89VULN|aLWND
1308	23112 12633	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	1LHND|2aLIT|36DUR|4DMG|5RCR|7AART|89VULN
1309	23112 12636	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	1LHND|2LIT|36DUR|4DMG|5RCR|7AART|89VULN|aBEXP
1310	23112 22634	   	154.88	ACR|2VULN|1AART|1DMG|2DUR	1LHND|2LIT|3aDUR|4DMG|5RCR|6DMSP|7AART|89VULN
1311	33221 36156	   	154.84	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1RMIN|2CDMG|3aSNIHEL|4DMG|5ASPD|6RCR|7aDUR|8LWND|9aVULN|aBPWR
1312	31346 25121	   	154.84	ACR|3VULN|2DMG|1AART|1MSE	1RMIN|2aCGEN|3AART|48aVULN|5RCR|6DUST|7MSE|9aDMG|aBPWR
1313	31346 25221	   	154.84	ACR|3DMG|2VULN|1AART|1MSE	1RMIN|2aCGEN|3AART|4aVULN|5RCR|6DUST|7MSE|89aDMG|aBPWR
1314	24223 11612	   	154.82	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8SELL|9MLV|aASPD
1315	24323 11622	   	154.82	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1LHND|24DMG|3CGEN|5AART|6RCR|7VULN|8SELL|9ERES|aASPD
1316	24323 16123	   	154.82	DCR|3DMG|1AART|1ZMB	1LHND|249DMG|3CGEN|5AART|6RCR|7BEXP|8LWND|aZMB
1317	33226 43421	   	154.79	ACR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|67VULN|8MBVNT|9AART|aERES
1318	23112 12616	   	154.78	ACR|2DMG|1AART|1VULN|2DUR	1LHND|2LIT|36DUR|4aDMG|5RCR|7AART|8VULN|9AIRHEA
1319	16512 53222	   	154.77	DCR|2VULN|2DMG|2CDMG	1LWND|2CGEN|3aCDMG|4MLV|59DMG|67VULN|8RCR
1320	23112 12621	 * 	154.76	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1LHND|2LIT|369DUR|4DMG|5RCR|7AART|8VULN|aCDMG
1321	23112 12116	   	154.76	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1LHND|2LIT|36aDUR|4DMG|5RCR|7AART|8CDMG|9VULN
1322	23112 12162	   	154.76	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1LHND|2LIT|369DUR|4DMG|5RCR|7AART|8CDMG|aVULN
1323	33226 16212	   	154.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6ZMB|7DUR|8VULN|9FEWX|aAART
1324	35232 52241	   	154.73	DCR|2VULN|2DMG|2CDMG|1SELL	17RMIN|2aDMG|3aCDMG|4LWND|5MLV|6aVULN|8RCR|9SELL|aBPWR
1325	24223 11622	   	154.72	DCR|2DMG|1AART|1VULN|1ASPD|1SELL	1LHND|24DMG|3TLV|5AART|6RCR|7VULN|8SELL|9ERES|aASPD
1326	24323 12123	   	154.72	DCR|3DMG|1AART|1ZMB	1LHND|249DMG|3CGEN|5AART|6RCR|7LEGI|8LWND|aZMB
1327	24323 12323	   	154.72	DCR|3DMG|1AART|1ZMB	1LHND|249DMG|3CGEN|5AART|6RCR|7LEGI|8BEXP|aZMB
1328	35621 23323	   	154.70	DCR|3DMG|1CDMG|2DUR|1ZMB	1RMIN|249DMG|39DUR|5ZMB|6RCR|7LWND|89FEWX|9BPWR|aCDMG
1329	11411 41131	   	154.69	DCR|2AART|2VULN|1ASPD|1DUR	1LWND|2LHND|39AART|45VULN|6RCR|7ASPD|8RMIN|aDUR
1330	11411 41631	   	154.69	DCR|2AART|2VULN|1DUR|1ASPD	1LWND|2LHND|39AART|45VULN|6RCR|7ASPD|8MLV|aDUR
1331	33146 53321	   	154.68	DCR|2VULN|1AART|1DMG|1CDMG	138RMIN|2CDMG|4DMG|5AART|6aVULN|7LIT|9RCR
1332	12512 53222	   	154.67	DCR|2VULN|2DMG|2CDMG	1LWND|2ERES|3aCDMG|4MLV|59DMG|67VULN|8RCR
1333	52632 53222	   	154.67	DCR|2VULN|2DMG|2CDMG	1MLV|2aCDMG|3ERES|4LWND|59DMG|67VULN|8RCR
1334	53322 14321	   	154.66	DCR|2AART|2DMG|1CDMG	18MLV|28DMG|37AART|458LHND|6RCR|8BPWR|9CDMG|aRCVC
1335	53322 14322	   	154.66	DCR|2AART|2DMG|1CDMG	18MLV|28DMG|37AART|458LHND|6RCR|8BPWR|9CDMG|aLIT
1336	53322 14325	   	154.66	DCR|2AART|2DMG|1CDMG	18MLV|28DMG|37AART|458LHND|6RCR|8BPWR|9CDMG|aFEWX
1337	53322 14326	   	154.66	DCR|2AART|2DMG|1CDMG	18MLV|28DMG|37AART|458aLHND|6RCR|8BPWR|9CDMG
1338	53322 14341	   	154.66	DCR|2AART|2DMG|1CDMG	18MLV|28DMG|37AART|458LHND|6RCR|8BPWR|9MGNSTR|aCDMG
1339	33226 14242	   	154.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6ZMB|7DUST|8VULN|9DUR|aAART
1340	33226 16222	   	154.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2CDMG|3SNIHEL|4DMG|5RCR|6ZMB|7DUR|8VULN|9MBVNT|aAART
1341	31346 51322	   	154.64	ACR|4VULN|1AART	1RMIN|2CGEN|3AART|4679VULN|5RCR|8ERES|aLHND
